Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,4558,396562,1841,214,1853.093458,215.405758,19792,6,8988,396562,1841,246,1612.040650,215.405758,1000,11
2,1,4565,396562,1843,214,1853.093458,215.172002,19792,5,7896,396562,922,256,1549.070313,430.110629,1000,20
3,1,4567,396562,1844,214,1853.093458,215.055315,19792,6,7165,396562,615,293,1353.453925,644.816260,1000,26
4,1,4532,396562,1847,214,1853.093458,214.706010,19792,5,6647,396562,462,259,1531.127413,858.359307,1000,30
5,1,4578,396562,1848,214,1853.093458,214.589827,19792,5,6395,396562,371,307,1291.732899,1068.900270,1000,33
6,1,4567,396562,1851,215,1844.474419,214.242031,19792,6,6182,396562,309,327,1212.727829,1283.372168,1000,39
7,1,4535,396562,1853,215,1844.474419,214.010793,19792,5,5885,396562,266,333,1190.876877,1490.834586,1000,44
8,1,4567,396562,1855,215,1844.474419,213.780054,19792,5,5820,396562,233,296,1339.736486,1701.982833,1000,46
9,1,4582,396562,1856,216,1835.935185,213.664871,19792,5,5661,396562,207,317,1250.984227,1915.758454,1000,51
10,1,4621,396562,1857,216,1835.935185,213.549812,19792,5,5615,396562,187,317,1250.984227,2120.652406,1000,62
15,1,4629,396562,1870,216,1835.935185,212.065241,19792,5,5393,396562,126,311,1275.118971,3147.317460,1000,73
20,1,4605,396562,1884,220,1802.554545,210.489384,19792,5,5216,396562,95,307,1291.732899,4174.336842,1000,83
25,1,4629,396562,1896,221,1794.398190,209.157173,19792,5,5122,396562,77,334,1187.311377,5150.155844,1000,112
30,1,4648,396562,1909,224,1770.366071,207.732844,19792,5,5120,396562,65,392,1011.637755,6100.953846,1000,126
35,1,4652,396562,1922,219,1810.785388,206.327784,19792,5,5073,396562,56,308,1287.538961,7081.464286,1000,140
40,1,4646,396562,1933,216,1835.935185,205.153647,19792,5,5064,396562,49,367,1080.550409,8093.102041,1000,165
45,1,4659,396562,1948,217,1827.474654,203.573922,19792,7,5058,396562,44,327,1212.727829,9012.772727,1000,174
50,1,4686,396562,1958,217,1827.474654,202.534219,19792,5,5056,396562,40,324,1223.956790,9914.050000,1000,199
