Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,10527,744164,4833,391,1903.232737,153.975585,19792,5,19302,744164,4833,419,1776.047733,153.975585,1000,11
2,1,10544,744164,4833,391,1903.232737,153.975585,19792,5,16659,744164,2418,506,1470.679842,307.760132,1000,19
3,1,10519,744164,4828,391,1903.232737,154.135046,19792,5,14845,744164,1611,430,1730.613953,461.926754,1000,24
4,1,10489,744164,4834,391,1903.232737,153.943732,19792,5,13608,744164,1210,488,1524.926230,615.011570,1000,27
5,1,10532,744164,4837,391,1903.232737,153.848253,19792,6,12709,744164,969,525,1417.455238,767.971104,1000,29
6,1,10526,744164,4838,392,1898.377551,153.816453,19792,6,12236,744164,807,559,1331.241503,922.136307,1000,35
7,1,10554,744164,4836,392,1898.377551,153.880066,19792,5,11794,744164,693,588,1265.585034,1073.829726,1000,42
8,1,10500,744164,4842,392,1898.377551,153.689385,19792,5,11389,744164,607,562,1324.135231,1225.970346,1000,43
9,1,10533,744164,4843,392,1898.377551,153.657650,19792,5,11068,744164,540,531,1401.438795,1378.081481,1000,40
10,1,10505,744164,4842,392,1898.377551,153.689385,19792,5,10903,744164,486,588,1265.585034,1531.201646,1000,43
15,1,10516,744164,4855,391,1903.232737,153.277858,19792,5,10180,744164,325,559,1331.241503,2289.735385,1000,60
20,1,10524,744164,4860,393,1893.547074,153.120165,19792,6,9839,744164,245,559,1331.241503,3037.404082,1000,67
25,1,10517,744164,4870,392,1898.377551,152.805749,19792,5,9650,744164,197,529,1406.737240,3777.482234,1000,75
30,1,10528,744164,4883,392,1898.377551,152.398935,19792,5,9556,744164,164,584,1274.253425,4537.585366,1000,91
35,1,10659,744164,4896,393,1893.547074,151.994281,19792,5,9430,744164,141,584,1274.253425,5277.758865,1000,95
40,1,10645,744164,4906,394,1888.741117,151.684468,19792,5,9391,744164,124,584,1274.253425,6001.322581,1000,106
45,1,10630,744164,4914,394,1888.741117,151.437525,19792,5,9351,744164,111,584,1274.253425,6704.180180,1000,122
50,1,10598,744164,4922,395,1883.959494,151.191386,19792,5,9310,744164,100,592,1257.033784,7441.640000,1000,134
