Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,627,49704,281,34,1461.882353,176.882562,19792,4,1170,49704,281,77,645.506494,176.882562,1000,9
2,1,627,49704,284,34,1461.882353,175.014085,19792,4,1023,49704,142,71,700.056338,350.028169,1000,15
3,1,637,49704,287,34,1461.882353,173.184669,19792,5,908,49704,96,86,577.953488,517.750000,1000,18
4,1,637,49704,288,34,1461.882353,172.583333,19792,4,860,49704,73,86,577.953488,680.876712,1000,20
5,1,642,49704,291,34,1461.882353,170.804124,19792,4,799,49704,59,86,577.953488,842.440678,1000,25
6,1,653,49704,293,34,1461.882353,169.638225,19792,4,767,49704,50,88,564.818182,994.080000,1000,25
7,1,644,49704,295,34,1461.882353,168.488136,19792,4,756,49704,43,94,528.765957,1155.906977,1000,28
8,1,656,49704,297,34,1461.882353,167.353535,19792,4,734,49704,38,99,502.060606,1308.000000,1000,37
9,1,655,49704,300,34,1461.882353,165.680000,19792,4,705,49704,34,84,591.714286,1461.882353,1000,39
10,1,667,49704,304,34,1461.882353,163.500000,19792,5,707,49704,31,107,464.523364,1603.354839,1000,40
15,1,684,49704,317,34,1461.882353,156.794953,19792,6,702,49704,22,88,564.818182,2259.272727,1000,55
20,1,694,49704,331,34,1461.882353,150.163142,19792,4,676,49704,17,104,477.923077,2923.764706,1000,71
25,1,715,49704,346,34,1461.882353,143.653179,19792,4,675,49704,15,112,443.785714,3313.600000,1000,82
30,1,723,49704,361,34,1461.882353,137.684211,19792,5,673,49704,13,110,451.854545,3823.384615,1000,102
35,1,747,49704,375,36,1380.666667,132.544000,19792,4,678,49704,11,107,464.523364,4518.545455,1000,116
40,1,763,49704,391,39,1274.461538,127.120205,19792,4,673,49704,10,113,439.858407,4970.400000,1000,125
45,1,787,49704,405,36,1380.666667,122.725926,19792,5,687,49704,10,112,443.785714,4970.400000,1000,140
50,1,807,49704,420,38,1308.000000,118.342857,19792,4,683,49704,9,117,424.820513,5522.666667,1000,151
