Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,2693,124164,1600,65,1910.215385,77.602500,19792,4,4500,124164,1600,180,689.800000,77.602500,1000,11
2,1,2716,124164,1601,65,1910.215385,77.554029,19792,3,3786,124164,805,158,785.848101,154.240994,1000,17
3,1,2745,124164,1604,65,1910.215385,77.408978,19792,4,3213,124164,539,167,743.497006,230.359926,1000,26
4,1,2696,124164,1603,67,1853.194030,77.457268,19792,3,2926,124164,405,147,844.653061,306.577778,1000,28
5,1,2700,124164,1607,67,1853.194030,77.264468,19792,4,2678,124164,325,169,734.698225,382.043077,1000,30
6,1,2732,124164,1611,67,1853.194030,77.072626,19792,4,2522,124164,271,165,752.509091,458.169742,1000,28
7,1,2706,124164,1615,67,1853.194030,76.881734,19792,5,2405,124164,234,158,785.848101,530.615385,1000,21
8,1,2689,124164,1610,67,1853.194030,77.120497,19792,4,2337,124164,205,198,627.090909,605.678049,1000,28
9,1,2721,124164,1615,67,1853.194030,76.881734,19792,4,2254,124164,182,222,559.297297,682.219780,1000,32
10,1,2679,124164,1616,69,1799.478261,76.834158,19792,4,2194,124164,164,169,734.698225,757.097561,1000,34
15,1,2695,124164,1621,69,1799.478261,76.597162,19792,4,1975,124164,110,151,822.278146,1128.763636,1000,34
20,1,2742,124164,1627,67,1853.194030,76.314690,19792,4,1818,124164,83,212,585.679245,1495.951807,1000,42
25,1,2744,124164,1638,65,1910.215385,75.802198,19792,5,1789,124164,67,194,640.020619,1853.194030,1000,46
30,1,2730,124164,1647,68,1825.941176,75.387978,19792,4,1707,124164,57,155,801.058065,2178.315789,1000,59
35,1,2747,124164,1653,65,1910.215385,75.114338,19792,4,1687,124164,49,196,633.489796,2533.959184,1000,65
40,1,2751,124164,1663,66,1881.272727,74.662658,19792,4,1644,124164,43,215,577.506977,2887.534884,1000,62
45,1,2756,124164,1681,67,1853.194030,73.863177,19792,4,1647,124164,39,159,780.905660,3183.692308,1000,75
50,1,2776,124164,1688,73,1700.876712,73.556872,19792,4,1663,124164,35,193,643.336788,3547.542857,1000,82
