Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,117,5816,30,96,60.583333,193.866667,5107,14,385,5816,30,357,16.291317,193.866667,5000,41
2,1,130,5816,41,96,60.583333,141.853659,5107,13,386,5816,21,356,16.337079,276.952381,5000,68
3,1,138,5816,49,96,60.583333,118.693878,5107,13,386,5816,19,356,16.337079,306.105263,5000,80
4,1,146,5816,56,96,60.583333,103.857143,5107,13,386,5816,18,356,16.337079,323.111111,5000,78
5,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,17,356,16.337079,342.117647,5000,78
6,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
7,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
8,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
9,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
10,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
15,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
20,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
25,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
30,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
35,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
40,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
45,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
50,1,152,5816,63,96,60.583333,92.317460,5107,13,386,5816,16,356,16.337079,363.500000,5000,80
