Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,3026,396492,918,197,2012.649746,431.908497,19792,7,6905,396492,918,230,1723.878261,431.908497,1000,22
2,1,3020,396492,921,197,2012.649746,430.501629,19792,7,6195,396492,461,256,1548.796875,860.069414,1000,34
3,1,3006,396492,924,197,2012.649746,429.103896,19792,6,5806,396492,308,263,1507.574144,1287.311688,1000,40
4,1,3015,396492,927,204,1943.588235,427.715210,19792,6,5534,396492,232,287,1381.505226,1709.017241,1000,46
5,1,3054,396492,930,205,1934.107317,426.335484,19792,7,5373,396492,186,288,1376.708333,2131.677419,1000,56
6,1,3034,396492,933,200,1982.460000,424.964630,19792,7,5284,396492,156,298,1330.510067,2541.615385,1000,62
7,1,3028,396492,936,200,1982.460000,423.602564,19792,7,5154,396492,134,291,1362.515464,2958.895522,1000,71
8,1,3007,396492,939,198,2002.484848,422.249201,19792,7,5094,396492,118,295,1344.040678,3360.101695,1000,86
9,1,3048,396492,942,198,2002.484848,420.904459,19792,7,5042,396492,105,325,1219.975385,3776.114286,1000,91
10,1,2994,396492,945,198,2002.484848,419.568254,19792,6,5024,396492,95,300,1321.640000,4173.600000,1000,89
15,1,3077,396492,957,198,2002.484848,414.307210,19792,7,4941,396492,64,307,1291.504886,6195.187500,1000,126
20,1,3027,396492,971,198,2002.484848,408.333677,19792,7,4878,396492,49,338,1173.053254,8091.673469,1000,160
25,1,3102,396492,984,198,2002.484848,402.939024,19792,6,4867,396492,40,340,1166.152941,9912.300000,1000,176
30,1,3115,396492,999,205,1934.107317,396.888889,19792,6,4865,396492,34,361,1098.315789,11661.529412,1000,208
35,1,3102,396492,1013,206,1924.718447,391.403751,19792,6,4871,396492,30,411,964.700730,13216.400000,1000,239
40,1,3153,396492,1025,207,1915.420290,386.821463,19792,7,4887,396492,26,359,1104.434540,15249.692308,1000,271
45,1,3169,396492,1038,201,1972.597015,381.976879,19792,6,4867,396492,24,372,1065.838710,16520.500000,1000,294
50,1,3186,396492,1052,199,1992.422111,376.893536,19792,6,4890,396492,22,362,1095.281768,18022.363636,1000,317
