Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,7440,495606,3532,249,1990.385542,140.318800,19792,5,13351,495606,3532,271,1828.804428,140.318800,1000,11
2,1,7411,495606,3532,251,1974.525896,140.318800,19792,5,11485,495606,1773,323,1534.383901,279.529611,1000,18
3,1,7430,495606,3534,251,1974.525896,140.239389,19792,5,10094,495606,1185,311,1593.588424,418.232911,1000,20
4,1,7440,495606,3529,250,1982.424000,140.438084,19792,6,9217,495606,891,318,1558.509434,556.235690,1000,25
5,1,7484,495606,3539,250,1982.424000,140.041255,19792,5,8643,495606,715,343,1444.915452,693.155245,1000,31
6,1,7472,495606,3550,252,1966.690476,139.607324,19792,5,8287,495606,596,353,1403.983003,831.553691,1000,32
7,1,7441,495606,3547,252,1966.690476,139.725402,19792,5,7966,495606,512,367,1350.425068,967.980469,1000,31
8,1,7415,495606,3532,252,1966.690476,140.318800,19792,5,7737,495606,447,362,1369.077348,1108.738255,1000,37
9,1,7409,495606,3544,252,1966.690476,139.843679,19792,5,7593,495606,399,366,1354.114754,1242.120301,1000,38
10,1,7507,495606,3557,255,1943.552941,139.332584,19792,5,7441,495606,360,363,1365.305785,1376.683333,1000,44
15,1,7433,495606,3564,249,1990.385542,139.058923,19792,5,6964,495606,240,365,1357.824658,2065.025000,1000,56
20,1,7484,495606,3571,248,1998.411290,138.786334,19792,5,6758,495606,181,432,1147.236111,2738.154696,1000,65
25,1,7489,495606,3580,249,1990.385542,138.437430,19792,5,6573,495606,146,373,1328.702413,3394.561644,1000,77
30,1,7471,495606,3597,250,1982.424000,137.783153,19792,5,6517,495606,122,373,1328.702413,4062.344262,1000,103
35,1,7529,495606,3599,250,1982.424000,137.706585,19792,5,6411,495606,105,432,1147.236111,4720.057143,1000,99
40,1,7499,495606,3605,251,1974.525896,137.477393,19792,5,6383,495606,92,432,1147.236111,5387.021739,1000,103
45,1,7522,495606,3620,254,1951.204724,136.907735,19792,5,6362,495606,83,389,1274.051414,5971.156627,1000,123
50,1,7518,495606,3616,254,1951.204724,137.059181,19792,5,6296,495606,75,373,1328.702413,6608.080000,1000,133
