0,13676,3930,1310,9551
0,19353,1865,11,1569,16981
0,6550,16778,7658,3666,19205,15760,13618
0,10379,7658,5423,6752
2,12681,14368,13969,2256,12750,4807
0,17439,8125,640,15147,19052,14894
0,2557,3655,183,13650,16156
0,6429,18103,17040,1310,12687,16951
0,7954,3100,64,11542,4556
0,8471,9472,6716,970,11499
0,14301,17248,847,4969,19766,9149
0,11624,3726,9008,10331
0,15619,4219,2553,866,5250,9763
0,6281,1723,202,13650,393
0,12600,5703,7658,11702,4820
0,14306,16875,19638,246,38,16909
0,8437,7115,1310,8125,6367
0,6872,6232,16028,2553,9142
0,16308,7658,2553,5177,2715
0,5103,4520,5912,19519,2898,16271
0,1425,534,7658,139,2462
0,5523,2553,6122,4902
0,16049,17739,16528,6716,14676,19350
2,11483,19776,7831,18462,5779
0,10694,15106,8671,7373,12518
0,2642,12193,640,13161,7059
0,14307,3535,246,8671,7075,10464
0,9819,13086,2553,8671,5370
0,13666,1214,534,7658,13330
0,146,11406,15754,2553,14025,16968,18445
0,14560,9365,7831,15960,9152
0,883,4958,1865,3930,10592,7517
0,10305,13429,2553,3179
0,826,6533,7831,18760
0,8986,9100,88,17276,6941
0,10767,16676,19151,88,16028,19543,12620,16787
0,2746,3930,19638,6901
2,11805,12895,11362,5699
0,12941,2553,6449,12122
0,4301,7128,4167,18830,4865
2,13889,11553,2553,3729,7467,1893
0,8779,1685,38,246,10356
0,11612,6716,8125,10276
0,13582,3456,246,1865,19353
0,5247,19663,2951,17374,15431
0,4562,17002,2660,88,16913,1535
0,3464,7007,8671,6041,7823
0,2679,7831,88,15953,6516
0,10290,7831,1323,3422,12764
0,12765,10628,2553,13581,16408
0,15946,14496,7658,13040,6969
0,13430,2497,13531,246,2611,2590
0,17800,7550,88,14636,11170
0,9844,11906,88,10260,13762
0,19576,18595,19638,14562,6208
0,8351,14805,17374,12275
0,2906,18856,88,19151,7082
0,2833,7658,354,12891,15711
0,13953,14025,88,9964,8913
0,3804,1180,4520,246,5465
0,10231,9064,15913,9410,18112,8432,14009
0,19787,19638,2553,18067,17674
0,17117,16803,2553,14025,15448
2,12478,19764,1723,3666,18119,10252
0,7279,7157,7786,1301
2,12740,15280,14917,5366,17820
0,8729,2163,2553,7658,952,6403
0,19291,7658,10324
0,5192,4325,246,12750,12767
0,17713,202,2553,17767
0,19,2553,196,14151,4998
0,14696,7658,2553,815
0,5949,3870,7157,8671,8105
0,15891,13748,17374,3001
0,2260,9008,8132,19002,9238
0,172,11211,2553,2286
0,5007,16591,11133,5737,88,17872,9251,13139
0,6747,19886,1310,7658,10935
0,6566,9882,5425,88,11421,773
0,3497,5785,7658,15405
0,7405,12957,2553,1886,6315
0,10434,640,88,13828,15990
0,19548,13992,13025,5816,16713
0,7376,4634,2553,7012,6844
0,5871,4819,88,18888,19886,6747
0,14206,3655,7658,5303
0,16145,640,2553,14688
0,10489,19638,2553,8592,6676
0,16513,2553,12763,11691,16578,1643
0,3671,7521,1274,6072,3885
0,2957,18135,1685,2553,2722
0,920,16554,88,16962,2981
0,19691,9675,6558,1108,13417,12887
0,16820,2027,88,7490,7950
0,14209,10030,8867,15301,17714
0,12941,2553,4440,5388
0,13183,492,13310,11362,3745,18186
0,5822,3100,88,1723,15766,17072
0,13787,16379,7831,13005,4077
0,5303,7658,15463,19454,14053
0,16439,1310,2553,15419,18911
0,9339,14281,2553,19424
0,5736,17265,2553,15806,19895
0,9778,1723,7658,8095
0,3121,7007,1723,19638,19277
0,7991,4325,2553,13440,10336
0,16747,1057,2553,16917,15008
0,1676,14250,2553,3834,4328
0,10478,2624,4091,2553,13803,9836
0,1750,14609,2553,17575,10381
0,15138,17604,7658,10289,3408
0,18540,88,12885,12056
0,6299,6716,6206,1249,3228
2,12307,16450,4520,16229
0,10600,1310,16376,6107,8535
0,5105,1383,88,14645,13843
0,17031,13987,7658,4626
0,3727,1108,11128,3926,18557
0,11068,2553,16802,17778
0,5199,2553,13148,5340,18711
0,2792,7600,9278,2553,19363
0,1053,15463,246,6567,1916
0,5093,804,18888,5485,9707
0,3836,634,7157,5253,19580
0,19483,869,7658,18630,7718
0,262,5819,1383,88,1891,16249,1704
2,12655,14255,1108,5366,1217
0,5675,6610,2553,1865,13482
0,10515,6716,2553,1576
0,15380,7658,6567,7171
0,4814,6267,88,246,19067,16301
0,13365,13695,2553,6439,5915
0,12619,9377,2553,11003,19380
0,14035,18799,5167,380,12212,6332
0,15230,4777,2553,8671,2599
0,8327,3563,88,13992,17975
0,4741,7513,1546,88,1592,13354
0,2029,7837,2553,13025,11722
0,6886,7433,7658,9397,19129
0,7667,5714,1767,2553,10576,9227
0,3407,13553,2553,7457
2,11335,19338,2553,13417,4313
0,18672,14683,13310,10033
0,16562,7658,2553,2022,8144
0,6793,14569,2553,5819,2134
2,15233,13025,88,1588,5853
0,6732,17254,15292,2660,2485
0,15470,18082,7658,9332
2,12354,13695,88,17185,3313,17460
0,9941,8671,7658,984,13487
0,8373,5428,1310,6185,14456
0,15413,4325,2553,7812,9590
0,6867,4325,6122,6807,15851
0,16649,2553,6402
0,4602,9588,6716,15551,1806
0,9287,2553,13992,15524
0,4521,11311,88,7490,4690
0,3131,88,246,19054,6764
0,5163,7831,2553,8908
0,16529,17135,7658,2421,10815,19878
0,19024,2553,88,4229,1246,19829
0,7123,2553,5737,11216
0,19150,16066,3930,6118,17387
0,17796,5119,246,7157,4501
0,18846,2553,7520,6705,1376
0,7677,14261,6716,19054,8041
0,11265,9137,2553,3718,4300
0,15113,7831,38,16528,17454
0,9869,15301,88,13934,2413
0,8985,4138,1310,12691,7043
0,8836,8599,88,634,2797
0,9684,18732,196,7831,18867
0,3087,11564,2553,2456,12169
0,11823,7658,3645,10745,11252
0,167,14906,2553,1723,10235
0,3727,1108,88,4855,2012,2879
0,15410,9278,3930,12476,14032
0,15790,6611,6716,19161,11332
0,8293,2553,7362,17101,12322
0,7910,2553,5080,1105
0,17519,8302,13987,246,2934,6735
0,399,1570,2553,9008,6511
0,18703,2553,1588,5046
0,2234,7538,2905,2553,11595,4655
0,12765,10628,14603,19157
0,15829,6716,2553,8115,12956
0,15941,8480,6558,2553,1197,12710
0,18004,19792,13992,7658,12660
0,12737,88,13310,18083
0,946,3930,16180,12166
0,17316,1265,88,1685,1447,17390,19753
0,5174,5559,88,11682,4812,19445
0,16780,7831,4612,14558
0,10626,15673,7658,5442,12701
0,17585,1546,7658,8024
0,13469,2553,5246,11800,1314
0,4596,19054,2553,1685,3034
0,7148,246,4325,4089,9563
0,15669,19764,7658,9020,16762
0,18004,19792,13992,88,16827,19605
0,8100,7831,6716,5638,5190
0,1016,11564,246,17575,14021
0,8308,1907,10170,8185,6922,9118
0,1698,1395,88,12980,11276
0,10559,7292,2553,10145,11996
0,10589,9278,19638,4764
0,6914,1108,19638,3108
0,665,4969,2553,10465,19410
0,16385,8867,7658,11738
0,15804,10149,88,15599,8710
0,12281,9696,13969,4896,17866
0,6604,17877,1723,6212,18448
0,10173,9614,2553,18249
0,8293,2553,7521,5346
0,17689,6185,2553,5289,17127,2842
0,6233,16043,3930,3655,19182
0,18186,3745,11362,5366,17820
0,1425,534,7658,6781,11502
0,3190,3175,1108,16180,12325
0,6138,13954,2553,9964,12903
0,4939,4057,7658,16515,16633
0,9875,6716,1383,15146,840
0,1283,14512,88,15806,13980
0,14525,3930,11906,18860
0,15201,3945,14421,9240,2884,3582
0,7865,2553,19409,12890
0,19445,4812,11682,88,17374,18429
2,18802,11419,1108,6098,16559
0,6261,2564,2856,7658,19338,1976
0,6773,7332,7786,9755
0,7585,2553,88,1046,9261
0,7307,19419,7658,8932,12427
0,8367,11128,88,3655,4532
0,6465,7658,7157,6952
0,6994,17872,88,11760,7273
0,9833,11101,2553,9289,4239
0,17272,9989,8506,11362,6212,1023,7616,19897
0,9918,7157,8671,13696
0,1016,11564,246,1108,14178
0,19434,18251,7658,15147,19052,14894
0,8768,19393,10096,2553,16029,5773
0,7881,1310,2553,4538
0,4928,9008,2553,19265
0,8195,3423,2553,5559,698
0,2498,7831,88,2760
0,1978,4520,7658,17394
0,6444,2085,88,7490,12223
0,17623,13589,2085,380,8078,18966
0,10870,88,2553,15959,2556
0,8165,17763,246,2553,7293
2,12213,14542,3930,88,16827,8901,19492
0,4111,15260,11362,5432
0,4493,7658,36,5819,2134
0,18453,7467,7658,13574,14163
0,6977,1358,11545,246,13247,9196,15185
0,16215,6340,12302,88,9105
0,18519,19441,2553,15463,14546
0,17909,7690,7658,9754,16651
0,4562,17002,2660,7658,14047,13665
0,16418,16319,4441,7658,5406
0,10505,7498,18436,10260,18221,16738,15479
0,11354,4752,9,9322,18280,5241
0,11850,246,7521,7112
0,10512,17244,2553,6442,8048
2,11984,12523,7658,2991,13509,16726
0,13958,2553,8132,9331
0,2029,7837,2553,1310,3937
0,13016,6314,446,2553,15307
2,18976,11888,9008,2553,2121,13128
0,15023,6470,9008,1108,5104,1510
0,2467,3503,88,1961,19345,13600
0,10875,19638,4042,12297
2,11373,17829,2553,11328,8038
0,11673,6716,8671,8105
0,4247,15806,14504,4040,17369
0,13612,3930,10484,8336
2,12054,15743,7831,16962,1060
0,9788,2409,246,1108,11003,19380
0,10774,17436,18295,2553,866,9349
0,7034,11786,12895,3726,15824,1639
0,13699,18128,1108,15118,926
0,16305,2553,18436,1545
0,9726,18947,7658,2856,2564,6261
0,9428,18888,7658,14696
0,19472,13969,88,2760
2,11308,16797,2553,3095,9577
0,8854,11429,8671,6716,13569
0,10270,234,5231,1108,144,4158
0,18520,6591,13028,2553,359,13277
0,5645,13594,16375,246,13310,16151
0,16332,235,88,18888,16652
0,13863,2896,2553,2637,282
0,19327,8125,88,11048,18313
0,3236,18915,7831,11037
0,5643,12923,640,5644,15781,1281
0,8784,1546,13748,8752
0,7476,12315,246,19638,16138
0,18908,7658,12193,2642
0,1398,9076,38,8671,317
0,1499,9278,4520,3557
2,11719,12980,88,6361,2778
0,8676,16349,1865,2553,17871
0,8154,7626,15386,11060,17509,14079
0,6082,19915,88,17604,15138
0,4946,5785,16080,19180,9957
0,14488,3939,2553,1546,13525
0,5232,16180,10198,15315
0,14894,19052,15147,7157,14789,19252
0,5069,11052,12885,17112
0,3725,18452,2553,13992,3989,7527
0,17275,2553,9278,314
0,9384,4138,16180,5099
0,2795,2553,3085,11268,10408
0,18463,13750,88,6087,5535
0,18990,8125,88,7786,11465
2,11763,16200,246,6185,6774
0,17713,202,88,14683,12881
0,7356,141,7658,7396,3531
0,16227,18888,2553,7534,18172
0,8534,2523,3930,5463,8880
0,2606,19439,3967,7658,14235
2,16664,11948,4520,17145,2381
0,16632,18384,7658,9813,10650
0,6226,14807,2553,1865,12675,1742
2,19098,11987,6716,2553,15253
0,254,3927,12763,14799
0,3265,2611,1310,1580
0,268,15706,13969,12555,1213,4598
0,4072,9322,7157,9918
0,9238,19002,8132,88,3971,18106
0,14920,4520,7658,5965
0,2176,13723,88,8125,90
0,2066,16752,7831,88,12131
0,12375,5461,2553,16504,2874
0,14031,6985,88,19708,14015
0,16563,7658,6716,18623,7313
0,15235,2929,6716,17347
2,11982,12302,7658,10379
0,13139,9251,17872,8602,4230,770
0,1871,7658,16515,16633
0,4931,932,8143,7831,17598
0,2505,9099,8671,13992,5815
0,5810,8867,88,8132,14477
0,13980,15806,640,692,9853
0,16705,1108,1310,19764,15669
0,12294,3930,88,16317,4893
0,9571,3478,2553,18210
0,11664,4325,246,10316,5608
0,5371,13636,2553,14962,17437
0,289,6022,3930,13934,13784
0,10580,3971,19972,12937
0,2967,12763,6567,15615
0,11395,7658,1546,953,7285
0,15277,7658,14421,5138
2,17221,12690,1108,7362,11478
0,14865,834,246,2553,7996
0,3491,7658,17829,619,6573
0,19118,15349,2553,11128,6920
0,8496,9998,2553,6185,16394
0,9383,1865,2553,12193,2642
0,17598,7831,1546,5840,7093
0,11827,9365,640,2553,5391
1,9788,2409,246,13476,11237
0,4181,7157,6716,13003,1617
0,6117,8019,8671,4325,5192
0,14470,2553,5080,17297
0,791,15463,6716,15960,2214
0,19705,13290,7658,7799,9878
2,11882,17904,12885,14250,4372
0,16585,4956,1196,3655,12763,15803
0,2803,9909,9278,15139,14041,13917
0,9449,17645,5703,1723,4909
0,11510,5907,2553,17863,15189,1451
0,17746,7658,19791
0,11174,1310,4520,16229
0,19150,16066,2553,1409,19732,2667
0,13308,847,2553,15754,16425,6563
0,5964,7658,8180,14978
0,19693,15599,88,7927,3906
0,6034,13359,2553,16379,13787
0,2828,18830,88,14250,15552
0,6920,11128,5703,7975
2,19807,11796,2553,11311,16531
0,10878,2553,1108,10148
0,13793,13400,7658,13475,15106,10694
0,10786,14421,88,992,18720
0,3092,9392,88,1310,17403,11058
0,177,14421,6098,570
0,2051,11343,3726,2553,2619
0,2882,6716,19672,17622
0,6358,10183,2553,12282,2663
0,11059,19579,246,19672,17969
0,910,14028,6716,4611,9211
0,9808,2721,9008,5638,5190
0,9834,11545,7786,16756
0,15131,5498,88,11211,9089
0,17675,3219,8739,38,3927,3073
2,12538,15551,7658,3588
0,15834,7362,1310,16439
0,17238,126,2553,11362,4489
0,13056,2553,88,5555,12103
0,8804,4990,5366,2553,11182
0,12572,4520,88,1265,17316
0,16980,1443,7831,1046,13147
0,16514,16654,8671,15985,18359
0,19093,5819,2553,4197,17279
0,10515,6716,12691,7043
0,6704,11680,2553,9487,12897
0,10898,3739,1546,14353,14708
0,5397,2301,11128,809,13206,14155
0,3375,5912,88,6985,9817
0,7320,6342,7658,2107
0,2578,16962,88,1310,8083
0,10236,970,1469,13992,620,3220
0,1172,13635,1973,7658,17840
0,6258,9594,3095,1310,1274,5063
0,5752,4677,246,7786,11035
0,14688,2553,1310,12938,7615
0,10319,9437,2660,17685,10700
0,8001,4788,8671,9964,6535
0,13550,17266,634,7658,11544,19311
0,6416,19922,7658,12555,6785,4980
0,14263,18661,6716,12691,4813,11474
0,121,2553,8602,15087
0,14800,9278,6716,3860
0,17521,14603,88,1399,5615,10303
2,17270,11564,9008,6470,15023
0,14445,16759,15806,2553,10687
0,13891,13214,246,2553,14618,12893
0,236,95,7658,13553,3407
0,7173,1739,2553,15472,2588,18361
2,11958,13969,2553,5289,17127,2842
0,19863,5277,4942,3930,11610
0,1639,15824,7658,6567,8795
0,1804,10205,2553,4969,7733,7464
0,13642,14586,2553,10878
0,5288,2304,7658,13060,18365
0,7185,2553,18063,15239,7073,7670
0,2604,8208,6716,11060,9831
0,8447,4042,7831,18662
0,10812,9240,2553,4915,7983
0,4037,7807,2553,1197,12710
0,6662,1310,12276,271,14922
0,8110,15675,246,16515,10479
0,5232,16180,1546,13832,6237
0,5161,5080,7658,9988
2,13083,11362,1108,3945,1602,9972
0,14964,15806,2553,8338
0,15946,14496,2553,5066,8747
0,14587,525,17374,17977,17367,157,2317
0,6105,2553,5982
0,7865,2553,4942,17936
0,11673,6716,1985,9165,19887
0,15969,15547,18315,7658,246,7602,8586
0,8039,13189,2553,2027,16820
0,4923,13969,13028,6591,18520
0,4431,9495,88,13969,11656,12814
0,18317,16614,88,7658,6590
0,2701,2300,9174,12315,2644,19780
0,12283,5119,15985,14573,11124
0,11093,8861,2553,14825,6413
0,7849,5231,246,8671,12025
0,16008,14150,7831,9950,13929,8565
0,8211,7658,2553,5289,17127,2842
0,17502,2553,7658,2831
0,14327,7658,6342,11831
0,16236,2457,640,7521,17736,18988
0,13139,9251,17872,4197,3619,3970
0,2426,88,640,7821,13281
0,19114,17575,88,8867,5810
0,2555,12157,14421,13473,5574
0,9453,2182,88,6905,19948
0,3221,10666,7658,3734
0,2218,12504,2553,8369,4349
0,7275,2553,7414,18768
0,19282,14603,2905,12406
0,9921,10631,235,1108,14544,11995
0,18840,13803,7831,4321,10666,3221
0,10356,246,1865,4958,9904
0,7484,8363,8671,13028,7613
0,11182,2553,19814,18283
0,11165,2052,2553,7836
0,12238,6150,1310,1865,14414
0,7041,7658,8925,11262
0,3135,2638,1274,8671,11731,535
0,1195,17092,13750,88,1685,4873,18483
0,1275,10813,2553,19764,15669
0,11687,8384,7831,11171
0,14021,17575,7658,3644,923
0,5585,13420,88,13475,2964
