0,1125,22162,29595,14015,38787,31039,24842
0,26109,24670,22376,13190,14015,33659,31480,21473,22312
1,39087,35605,25540,14015,4521,8011,16778,24693
0,41030,3753,1865,8639,27579
0,33263,14015,11471,27769,4550
0,44503,16518,20630,3666,13039
1,48270,36699,22463,3753,22268,18006,45061,37113
0,4002,22839,14015,37396,29544
0,46950,10552,14015,17119,42317,27369
1,34421,39962,48548,36108,43018
1,20892,24499,12126,11908,13994,11845,45247
0,40275,7294,14015,45818,33790,28445
0,12025,26231,14015,39368,28820
1,36692,36078,8393,13312,17759,38841
0,25513,11421,14015,47994,1266
0,39307,692,22160,43086,26183,30004
0,27780,43841,24484,14424,49116
0,15829,3057,5706,48548,3535,36018
0,17282,19357,38180,5645,48816
0,17761,10486,2553,47863,33826
1,552,32455,14015,10965,21124
1,41121,19098,48226,14201
1,27232,23195,28719,8673,28859,12687
0,27745,14015,4326,25560,32060
0,8944,21132,14015,9078,29502,3668
1,35632,40957,8922,28039,49253,12566,23899
0,24927,8595,14015,8010,24384,22324
0,7881,47863,3753,42255,44334
0,17241,28828,19620,19572,47755
0,39043,16615,41398,9010,5706,37336,25840,23580
0,4101,23692,14015,47036
0,29971,35991,20630,24498,38624
0,1666,49834,3753,40437,15975
0,44555,14015,22839,38206,44984,19324
0,17979,3578,31312,1344,9404,14015,48218,34804,45186,38024
0,27727,3753,13994,12994,43640
0,1938,48548,28688,7121,17093
1,25026,23953,13886,3753,20630,47472
0,25138,34210,25542,3753,41753,47555,22705,4278
0,6418,14015,6718,14669
0,11447,39811,6718,49839,22550,4716
0,15310,5706,13478,21944,27806,15206,21128
0,8503,31246,9407,26751,14015,37424,11829
0,24887,5706,14015,2805,30274
1,41002,38460,24273,634,6237,13296
0,32817,2326,5706,9756,33424
0,49086,14015,1546,24027,45967,34591
1,37087,18229,49994,3267,25557,30444,27657,13063
0,7703,25691,46713,33692,22948,14015,17835,32181
0,48435,47647,44760,45716,22268,17671,17551
0,9720,37091,5706,7117,16136,47968,36895
0,17231,29412,3655,5706,6511,3824
0,16515,37285,14015,3655,8771,2580
0,10561,18950,14015,38819,38522,22701
0,8380,44406,30930,14015,33332
0,785,10838,30168,37512,25079
1,233,7833,41753,22229,33796,12644
1,47047,246,25557,14705
0,17162,31955,20630,1310,49640,34001
0,4071,28100,3753,17578,42046
0,10805,37277,7824,14015,48424,3345
0,4857,30681,14015,13190,19348,12934
0,32885,14015,3957,8920,9949
1,46356,21306,30319,14015,36212,14899,43539,46076
0,13591,22268,47863,652
0,34691,2553,5706,21793,46468,37738
1,31416,19676,3753,47174,7098
0,7912,47863,14015,6569,34095,27564
1,34150,18891,2553,22246,37311
1,20905,47765,3753,11908,21504,21827
1,44446,49231,15189,7660,11901,9132,16431
0,46253,14015,30358,41591
0,42544,28530,39459,29625,14154,5945,8214,46987
0,43149,17033,3753,14612,1463,8472
0,16163,23221,12897,14015,15045,27570
0,31898,13034,14015,28017,8078
1,17793,48548,22948,1953,47100
0,745,19620,15919,4729,42107
0,42176,25776,1310,14015,2665,9484,48488
0,15778,39267,2553,49004,11261,36576,46637
0,31498,1108,12506,9983
1,46623,29625,14015,4250,5633,48615
0,15973,32474,235,20630,29445,28799
0,28088,14015,14356,21003
1,23998,41753,2553,31941,2846
0,4845,14015,2553,752
0,27037,14015,12887,48001,33098
0,9212,30046,13221,14015,49086
0,7072,8673,45616,22327,47437
0,3479,37003,26202,2301,2553,1657,18795
0,13453,24289,8469,14015,43004,9866,30466
1,21980,45616,5706,49253,36943
0,15280,5367,19620,44982,16789
0,10506,30905,22662,14015,37396,12248,14119
0,21288,15409,14015,49988,13956,15875
0,4317,48481,14015,36120
0,16785,31847,18833,3753,12738,33731
0,25171,14808,20630,46998,35700
0,8702,11130,14015,48768
0,9569,16969,29625,2660,3958
0,17320,14015,45616,45891,42897
1,48211,34458,4230,14015,4545,34578,3097
0,8799,19642,7325,5787,11227
1,638,42612,5706,37813,35411,4260
0,5233,47818,9944,24065,43712,42149,29079,34834
0,48670,47187,21831,3753,24679,17667,24648
0,5862,23586,5692,43880,9599,13376,24119
1,44058,22112,14015,15391,23529,39597
0,29801,33767,14015,7804
1,18675,42951,6451,5560,46412,26129,1789
0,6967,7660,2553,48567,4034
0,4319,45837,1685,20630,8130,11150
0,38198,1653,37888,19620,7523,580
0,11548,12654,44935,48548,49130,36856,28905
0,9485,39517,20630,11130,17629,36526
1,47822,21046,11285,33300,29625,25164
0,7682,41880,1108,4521,31263,3369
1,29245,24128,7159,14015,27691
0,26623,39337,18331,21882,14015,4186,9024
0,14617,45774,31787,45616,5704,16856,16634
0,31275,25058,14015,33103,44673,27783
1,35897,31787,2553,12765,14423
0,32841,12729,30168,7833,22070,21715
1,43518,29625,26813,18831,6955,32258
0,16259,14015,33767,39304
1,25070,22511,5706,3330,5787,47761
1,45838,24530,3931,3753,37089,23270
1,40579,32935,22782,47901,3753,7660,43266
1,19215,34907,19620,34410,48304,23629
1,27272,22871,25289,5706,12887,7280,36934
0,39042,3062,13345,43880,31787,39110,9173
1,38877,48759,14015,22268,38464,22595,32800
1,40683,34403,22456,8134,14015,25260,28972
0,20786,6000,2553,14015,26522,43143
1,47816,29112,22529,3753,34410,30926,46711
0,16597,14015,6773,6758,10022
1,2459,246,5706,1310,29636
0,41602,14284,14015,36831,766
1,42904,45451,40500,44747,24487,31277,30070,21678
1,39603,29625,6718,43760
1,17558,43363,17199,14015,42569,36840
0,12004,20974,5168,2905,14015,14273,17557
0,19212,16875,2553,64,38633,26902
0,44104,6010,38840,10172,14015,20262,33636,40593,39528,1119
0,11874,11508,11403,12469,14015,6923,35072
1,39965,20630,2553,30110,4839,7631
1,45562,37164,48935,246,48548,32907,14546
0,46214,25153,19620,4442,23312,2551
1,34852,33239,14015,7788,1056
0,7050,5706,48548,41552,13594
0,14923,40480,35052,47863,2553,5499,1377,18886
1,39326,45716,37908,36163,2545
0,40532,25557,22268,3422,32781,39310,26486
0,18795,1657,2553,31703,11410
0,43234,27976,5706,14015,12021
0,14211,21329,17697,14015,39930,11395,12460
0,16897,41596,14015,5721,6649
0,3654,13431,29894,14015,20553
1,43569,28629,14730,3753,41370,425
0,13196,29625,5706,42150,33938
0,6172,16305,7117,1843,45211,36121
0,35686,16005,42540,20630,259,26716,11850
0,49207,7968,5706,42149,31378,7639
0,18017,6669,36155,29625,19620,49517
0,3894,20630,3753,41614,37454,43745
1,49373,23118,34194,2553,46813,3385,26629,25956
0,15837,9459,2326,2553,42717,23822
0,10106,41674,14015,8639,12933
0,39243,5130,5706,2553,16986,37301
1,26469,20188,36104,6100,31870,43017
1,331,18326,20825,20630,24487,36652
0,11860,22231,22112,14015,24643,5636
0,46759,3663,12506,1108,46412,1385
0,4260,35411,39286,29625,44699,28142
0,36695,3753,2553,14280,19497,35667,24709
1,34678,45782,5198,5367,43997,33381,1143
0,24621,13151,30372,14015,4458
0,36019,17377,14015,29909,34332
0,12060,41447,14015,39762,15889
0,34240,26121,9176,5706,27885
0,44164,13971,14015,18827,12367
1,24358,23399,24643,3753,23083,4253
1,47952,38343,5706,10227,39787,17457
1,36895,47968,16136,23692,14015,44125,27280,43407,20490
1,24105,19848,22268,88,25058,3744,17275
1,34089,39609,1310,3753,25971
0,26565,12344,14015,36215,8193
0,48445,46036,14015,19676,16072,32143
0,49165,4118,14015,20171,21800
0,27486,14015,36428,6215,12767
1,18314,39647,45716,40948
1,148,3462,24166,12959,14015,40301,44442
0,45469,14015,33633,29043,48806
0,10146,32728,14015,13275,38535
