1,1032,1865,1310,1431
1,1465,634,1865,1326
1,1029,397,1310,1588,1643
1,1629,30,202,640,1607
1,143,1588,1310,1264,1871
1,1124,1108,292,814
1,1921,663,235,1723,501
1,1312,1099,264,1108,88,1055,104
1,826,446,88,1823,1676
1,306,885,1551,1088
1,1791,1108,7,627,510
1,815,1498,1546,1111
1,1911,1723,88,1592,1735,1751
1,745,1842,88,1823,132
1,1870,1690,88,1238,1879,538,1262,1897
1,583,1435,88,1310,117
1,1067,1309,88,1588,644,532
1,1787,1208,1865,1725
1,1645,88,246,1222
1,1281,1368,88,1797,855
1,1898,200,1323,1310,1208,689,1605
1,883,1225,1865,584,929
1,1661,246,1546,1082
1,972,88,1740,540
1,448,1723,1188,1463,1853
1,127,1824,196,1323,161,1183
1,1574,1274,88,110,1212
1,39,767,1723,885,1046,444
1,1989,1546,1656,1596
1,1748,755,88,203,47,40
1,1827,885,1369,1903,1370
1,1585,341,1057,1551,1382,1393
1,863,1108,88,704,1504
1,1619,1108,1546,604
1,1182,246,41,1498,1893
1,17,1529,455,1310,996,1446
1,769,834,966,88,1658,1116
1,170,246,1323,161,1183
1,609,88,1108,102
1,415,1330,1714,586,1865,380,889,1110
1,1437,235,88,1952,951,631,1942
1,1357,1786,847,246,1865,1757
1,45,47,203,246,1961,372,1509
1,282,213,1323,88,1369,220,1556
1,245,1323,1723,1848,637,355
1,1495,1569,1310,117
1,1272,1469,64,1310,1275
1,515,1657,1546,1824,127
1,1394,1310,1258,1005
1,1748,755,1546,1973,81
1,317,88,1582,1521
1,1394,1310,1108,183,1181
1,713,511,481,88,1466
1,597,1257,88,885,653
1,675,1588,88,292,797
1,1326,1865,246,381,1866,1154
1,1110,889,380,88,1179
1,1134,1415,202,88,1310,1994
1,1870,1690,88,64,576
1,1671,64,88,594,1075
1,1855,1086,88,202,1468,19
1,545,1886,130,88,1332,1648
1,1890,1310,1034,243,182,1126
1,555,1383,1690,294
1,1183,161,1323,1310,367,527
1,1838,38,1310,1040,1513
1,1503,4,1471,1310,88,1636,338
1,576,64,88,1560,1350
1,1532,1390,1310,168,913,279
1,993,670,1740,978,473
1,444,1046,88,1108,1318
1,1667,1197,1723,1685,1230,617
1,82,246,88,292,814
1,773,885,1108,1925
1,1318,1108,246,861,342,387
1,1983,866,634,1546,48
1,33,199,1865,1310,1492
1,1075,594,88,1108,1791
1,1547,232,380,88,1690,294
1,1242,246,1323,213,282
1,1080,1821,88,1690,294
1,1893,1498,1865,1729,1903,1370
1,122,453,88,1383,1970
1,922,1395,1383,824
1,1826,1569,88,365,175
1,1711,235,1108,1961,907
1,1036,1034,88,1055,104
1,1438,1865,1310,1851,1286,1107
1,1530,246,1843,712
1,129,584,88,1568
1,937,1621,246,966,834,769
1,1089,38,1723,822
1,462,927,1604,246,88,1823,132
1,1749,144,1546,1519,1638,908
1,153,1127,88,1369,1903,1531
1,1350,1560,38,1310,209,1687
1,1706,88,640,367,1376
1,745,1842,88,1865,766
1,417,88,1546,1308
1,432,640,141,1139
1,1667,1197,1860,851
1,537,1761,433,1108,64,69
2,1661,246,755,1215,1379,1168
1,1804,347,235,1843,987
1,1359,365,88,1310,1019,1678
1,1496,640,481,339
1,1029,397,1310,794,992,807,926
1,1080,1821,88,1309,1067
1,845,1690,246,1259,1968,152
1,737,1474,1546,692,1703
1,1897,1262,538,1879,1310,1004,686,887,625
1,1406,246,38,1089
1,1994,1310,1546,48
1,410,1023,235,1108,1520
1,761,1755,1865,9,635,1243
1,773,885,23,1821,190,1518
1,1916,456,88,775,1194
1,1993,1310,246,1824,26
1,580,1310,1208,535
1,1694,1622,1528,88,38,124
1,1946,640,1848,637,355
1,543,1528,88,1690,1870
1,1370,1903,1229,88,481,339
1,1643,1588,246,170
1,1557,1468,202,88,1592,1735,1751
1,146,1206,885,88,38,1322,362
1,1359,365,88,1685,1095,1526
1,407,1310,1797,1217
1,487,64,88,1368,1281
1,495,1723,246,1773,1377,1002
1,1801,1740,88,38,1089
1,572,772,88,202,1902
1,1634,1825,1108,1636,338
1,132,1823,88,235,1711
1,750,1723,1498,815
1,480,1046,88,24,1185,665
1,559,283,1588,992,1527
1,473,978,1740,1546,303,280
1,1509,372,1961,1551,1382,1393
1,501,1723,1310,1492
1,709,1000,88,1546,691
1,1428,634,88,1690,541
1,1633,885,246,168,913,279
1,1157,1546,88,446,826
1,1921,663,1373,885,1827
1,1933,1108,88,791
1,1142,88,246,1214,385
1,1420,885,88,1843,1427
1,580,1310,235,307
1,1270,1690,88,1390,1532
1,219,235,1268,1042,686,1221
1,1445,1965,88,155,1207
1,1867,634,88,1525,1462
1,1964,79,88,1813,1974
1,337,917,1310,1865,1737
1,238,486,206,1310,1976
1,410,1023,235,88,1184
1,1482,1546,1575,686,887,625
1,1236,394,1004,1310,1108,638
1,469,1865,1108,488
1,382,1754,88,1865,199,723,1844
1,918,1108,88,1258,1005
1,1607,640,246,1595,1011,482
1,163,701,1373,88,1229,1903,1531
1,304,1636,88,1690,1270
1,1402,1108,88,155,1207
1,945,1383,246,795,0
1,563,888,1274,866,1638,107
1,1946,640,88,594,1075
1,1488,1383,1367,1185,665
1,268,1238,246,1824,26
1,1681,635,1740,1373,1443,1901,1669
1,1329,1108,534,752
1,385,1214,246,1860,851
1,1523,88,1108,329,591
1,1545,1795,1865,246,1624,1240,1381,565
1,1943,1843,1310,590
1,1428,634,88,1390,1532
1,1119,1112,1551,640,1649,1940
1,1081,41,1310,119
1,505,1690,88,514,1283
1,765,858,1624,246,88,1257,1348
1,154,984,441,1865,446,1627
2,1394,1310,1865,35
1,1022,484,1709,88,1383,1859
1,1608,88,1108,1520
1,1360,88,634,1867
1,1667,1197,113,88,1372
1,393,1879,1310,1890
2,1921,663,235,64,202,1779,414
2,1629,30,246,1723,501
1,931,852,720,88,202,1779,748
1,1826,1569,88,1323,200,497
1,880,1876,1865,1208,535
1,1006,88,246,1288,560
1,1031,1257,1383,196,1208,689,1605
1,1054,246,1310,1394
1,1111,1546,1257,597
1,916,640,1546,364,1537,1252
1,883,1225,1310,168,913,279
1,532,644,1588,1108,863
1,898,88,525,648
1,1181,183,1108,1310,1994
2,745,1842,88,1876,880
1,1751,1735,1592,88,144,534,1478
1,746,966,433,1225,1017,923
2,1406,246,584,929
1,104,1055,88,1373,511,1567
1,803,88,1048,842
1,480,1046,88,1723,1197,1667
1,258,518,1310,1583,330
3,1661,246,1108,102
1,103,88,634,1428
2,1547,232,380,88,1575,838
1,1157,1546,303,280
1,1122,1155,1034,1519,1638,908
3,1360,88,841
1,608,986,1685,1095,1638,107
1,960,88,1546,1482
1,531,246,1546,303,280
1,674,828,64,1108,804,961
1,466,1048,88,1546,1157
1,330,1583,1310,1034,6
1,1700,1588,246,1530
1,1002,1377,1773,246,88,1930
1,648,525,88,1891,1463,1853
1,1648,1332,88,1395,922
1,1070,1865,292,797
1,1509,372,1961,246,30,1629
1,923,1017,1225,1865,1729,1903,1531
1,1107,1286,1550,1310,1797,855
1,1078,1525,1310,1773,1377,1002
1,1036,1034,88,1466
1,1331,1260,1310,1973,1502
1,124,38,640,511,1567
1,1111,1546,1108,804,374
1,950,1797,486,1102,471,903
1,1950,1865,1723,296
1,1605,689,1208,196,246,831,999
1,672,1373,88,594,1075
1,1439,88,1723,251
1,289,635,775,88,1904
1,1802,246,88,446,826
1,623,1218,988,1310,1019,1678
1,1648,1332,88,1108,980
1,1981,640,246,1334,1411,1314
1,950,1797,246,1961,1232
2,1648,1332,88,453,122
1,458,944,1551,88,1480,1227,1195
1,1266,1383,246,795,1514
1,671,1961,246,1048,284
2,480,1046,88,79,1964
1,251,1723,1188,174
1,1183,161,1323,88,640,1649,1940
1,233,246,88,1179
4,1629,30,246,354,1131
1,1587,1415,202,88,1392
1,1184,88,246,1182
1,92,1891,88,1046,444
1,572,772,88,1546,1951,1941,1481
1,324,367,885,514,1283
1,1678,1019,1310,1886,1237
2,1351,271,88,1723,479,25,1199
1,1598,1876,88,640,1841
1,1678,1019,1310,1108,1538,872
2,531,246,1564,1652
1,1166,144,88,1685,986,608
1,146,1206,885,640,600
1,323,1908,88,1310,1994
1,1890,1310,64,487
1,1902,202,88,1309,1067
2,1530,246,481,339
1,1329,1108,7,627,510
1,48,1546,88,446,826
1,1518,190,1821,88,1000,709
1,1333,88,240,795,1514
1,918,1108,1865,1070
2,219,235,1108,904
1,1326,1865,1433,372,1509
1,655,27,1310,88,1608
1,946,1732,1108,97,344,72
1,1083,380,88,1908,323
1,1532,1390,88,1754,382
1,1190,534,1310,481,511,713
2,251,1723,246,82
1,757,210,246,1373,965,172
1,871,1723,495
1,6,1034,246,227,513,1742
1,1482,1546,1108,102
1,746,966,640,511,713
1,90,1865,885,1785,1610
2,124,38,88,1865,298,940
1,1605,689,1208,1310,1092
1,716,956,1529,455,380,316
1,1251,62,1519,1546,1621,126,823
1,172,965,1373,88,1579,55
1,355,637,1000,88,24,164
1,565,1381,1240,1624,246,1865,1070
1,488,1108,88,1740,507
2,1503,4,1471,1170,246,1336
2,1081,41,88,1709,484,1022
1,1299,1383,235,663,1921
