0,1864,1543,1058
0,533,1370,1106,1665
1,136,1873,378,38,105,965
0,905,1585,1862,1493
0,943,268,378,1720,1219
1,152,1099,158,1543,188,1382
0,1852,479,1106,13
1,26,1106,1682,1731
0,471,1228,378,619,1430,284
0,557,1843,30,1862,200,172
0,1856,1682,378,125,861
0,360,1682,1548,1411
0,371,1637,1106,759
0,911,1106,638,288,729
0,1695,234,1729,1237
0,908,680,38,1543,1058
0,1947,638,1682,939
0,1048,885,1543,1862,1619,1707
0,1940,1558,638,1380,1001
0,534,1720,1840,586
0,1998,802,1106,125,861
0,871,1840,378,268,943
0,529,903,431,1106,685,636
0,707,1106,951,1252,1373
0,824,1720,523,604,1755
0,1187,632,38,1002,853
0,1532,236,1543,1682,69
0,637,1380,64,84,244
0,1079,1862,1257,1853
0,780,632,1862,843
0,1748,281,86,1255,1734
0,795,1111,1862,883,1528
0,1196,1763,638,5
0,1264,1751,451,1585,718,880,1437
0,729,288,638,1106,126
0,672,1186,638,1557,1367
0,1510,1370,638,1958,1783,173
0,1043,964,638,1453
0,1582,1720,234,1253,1181
1,13,1106,1682,578
0,1701,1862,964,1043
0,710,1495,143,1982,1930
0,970,1543,1320,1932
0,1391,1818,1720,1219
0,1731,1682,638,689
0,991,1272,1796,735
0,913,1074,1572,690,1223,151
0,1531,1252,1543,1370,273
0,853,1002,38,1840,1975
0,1045,1800,1106,378,944
0,1179,1763,883,749,1895
1,55,1641,1585,1958,748
1,1514,125,378,1720,574
1,1105,112,1585,718,880,1437
0,271,514,459,638,1543,1003
0,1673,1687,1106,1050,797
1,1856,1682,638,773,435
0,1101,1862,1682,360
0,667,1106,121
0,1989,638,1869
0,1489,1543,1106,375
0,1475,1648,1604,864,532,1236,1273
0,1645,883,1543,1790,1004
0,335,1171,1236,1794,372
1,244,84,64,1862,1143
0,1457,551,883,1032,1418
1,1279,41,38,1682,506
0,1323,1633,268,378,944
0,534,1720,523,601,1241
0,839,1561,109,901
1,119,1840,378,480
0,252,1620,70,1543,614
1,1416,137,1380,1106,707
0,249,1862,38,690,1112
0,1784,638,883,423
0,282,682,1704,1106,1543,813
0,939,1682,1862,906
1,145,638,1840,871
0,1678,1928,451,201,1522,1797
0,778,234,638,1723,1349
0,906,1862,1380,637
0,801,635,38,1543,1192
0,918,968,272,1543,337
0,1112,690,638,1751,1264
0,905,1585,867,1461,1210
0,445,633,883,1821,1928,1678
0,1496,964,1106,41,755
0,1367,1557,234,64,934
0,1463,690,1380,1670,1005,264
1,1416,137,1380,1106,1069
1,1467,150,585,1637,1068
0,557,1843,38,64,934
0,1219,1720,1451,1395
0,606,1236,632,1899
0,562,1791,212,1637,1106,417
0,1390,1106,365,1812,1456
0,1913,1430,1106,26
0,744,167,532,38,1564
0,315,1262,1211,1905,125,1514
0,445,633,883,1307,1076
0,1442,1099,632,1862,1143
0,1422,1397,638,219,937
0,1915,679,64,1106,121
0,1360,1380,1543,902
0,346,459,1720,479,1852
0,921,1736,1720,1271,307
0,534,1720,1682,1166
0,1665,1106,1380,1595
0,412,1236,883,1200,914
0,270,1106,1543,337
0,869,734,1106,417
0,1852,479,1720,822
1,494,125,1106,1366,1006,232
0,175,352,638,577
0,607,1129,1862,385
0,424,1809,378,1862,1493
0,860,638,1159,893,101
0,1989,638,1320,1037,1025
0,460,1380,984,210,1303
0,944,378,1495,1522,1967
0,1422,1397,1106,634,789
0,372,1794,352,1441
0,537,431,1543,319
0,1403,1836,964,1682,1897,1073
1,494,125,883,1397,1142
0,1798,531,1106,882,1839,788
0,1899,632,38,867,184
0,1463,690,1106,1818,464
0,1410,995,883,125,1514
0,408,864,1543,1918
0,1190,1106,864,312
1,934,64,1548,1006,232
1,155,254,730,1032,690,1112
1,40,1733,234,1862,845,713
0,1850,638,690,1112
1,1489,1543,883,423
0,235,1329,1585,281,1633,1323
0,445,633,1106,429
0,1025,1037,1320,1392,648,1544
0,1235,1571,883,1720,1697
1,771,38,41,883,1645
0,1054,1873,638,1947
1,118,195,1618,925,1193
0,768,1543,143,1982,855,581
0,222,1809,378,964,1593
0,1237,1729,1106,911
0,314,1044,1106,632,781
0,517,1543,1106,391
0,252,1620,1106,1307,1978
0,991,1272,201,64,934
0,1496,964,1106,1800,1045
1,1218,41,1106,1392,561
1,1582,1720,1198,1679
1,1467,150,9,1862,1619,1707
0,1326,454,1862,946,1939
0,1210,1461,64,322
0,1448,451,1106,632,469,1102
0,1779,242,1720,41,755
0,1544,648,1392,1794,792,767
0,1291,551,883,138,1414
0,1201,883,1106,1908
0,781,632,1543,1140
1,1913,1430,1862,946,1760
0,1688,431,751,1495,1013
0,517,1543,668,1194,66
1,72,1572,320,1607
0,1052,290,143,1071,884,1311
0,1850,638,1106,707
0,1121,548,1106,1682,772
0,1369,1720,479,773,1578
0,525,1380,1720,324
1,45,1543,64,42,309,1089
0,1811,1706,679,883,1007,1690,1230
0,1069,1106,186,1314
0,1348,1106,1862,1486
0,529,903,431,677
1,14,619,64,1706,1811
0,933,1585,1543,293
0,615,617,378,23,269,292
0,1924,1585,378,946,1760
0,423,883,1380,137,1416
0,1137,971,1106,142
0,1748,281,1543,946,1760
0,1425,1543,638,971,1137
0,412,1236,1106,1572,72
1,26,1106,1682,1897,1073
0,1854,1534,1106,1718,1478
0,1205,998,1543,321
0,282,682,1704,1106,1958,1783,173
1,147,1585,1682,772
0,1054,1873,523,431,537
0,1500,632,1543,650
0,1027,1821,1883,1901
0,615,617,378,1032,730,254,155
0,1484,633,1106,971,1137
2,26,1106,234,741,570
1,1864,1543,1002,853
0,385,1862,638,564,99,1250
1,1514,125,1106,1687,1673
0,273,1370,1548,893,101
1,1940,1558,1543,970
0,1908,1106,1840,750
1,1105,112,1720,38,771
0,1902,883,1106,58,413
0,266,802,38,1883,1901
0,315,1262,1211,1862,1701
0,1930,1982,1106,1199
0,561,1392,1561,493
0,464,1818,281,1543,1790,1004
0,360,1682,378,1049,63
0,503,290,1106,685,636
0,1754,195,129,64,322
0,1739,1380,638,627
0,1493,1862,1255,1734
0,704,1227,1862,1247,1700
1,59,161,638,1320,1505
0,1299,897,373,1862,1751,1264
0,1281,1440,1543,319
1,905,1585,1543,1109
0,521,946,1543,186,1314
0,1101,1862,269,23,1708
0,1175,1548,38,41,1279
0,1348,1106,186,1314
0,1025,1037,1320,1380,120
0,1166,1682,1548,1399
1,90,951,1106,1553
0,207,1618,1862,959
0,1068,1637,638,1375
0,418,1495,281,1320,1505
0,944,378,1032,1103
0,1367,1557,234,1862,1942,131
0,1230,1690,1007,883,1380,1257,1853
0,1749,1883,1106,1972,495
0,1977,338,1682,352,968,918
0,456,1862,1106,558
0,767,792,1380,1739
0,324,1720,1543,1425
0,1322,1380,1106,548,1121
1,1279,41,883,773,1209
0,1087,532,619,1585,1435
0,1753,504,1106,1821,1297
0,1866,1364,38,1543,902
0,423,883,1737,1492
1,861,125,378,1720,324
0,1030,1687,1737,153
1,1348,1106,38,1618,1124
0,1527,350,575,1032,1106,792,6
0,1824,1106,632,781
0,1103,1032,638,1642
1,1436,24,1380,454,195,1754
0,1559,1130,352,1840,1975
0,252,1620,1106,868,1434
1,90,951,1380,1668
0,1990,523,431,285,711
0,328,451,1106,802,1998
0,1297,1821,638,84,244
0,222,1809,1106,451,1448
0,1665,1106,38,1843,407
0,506,1682,638,1765,1065
0,1349,1723,638,1106,572
0,927,1737,1106,1908
0,1140,1543,523,734,808,500
1,66,1194,1383,1106,792,767
0,1688,431,638,1869
1,1725,41,632,864,408
0,430,1543,234,605
0,485,1420,774,1883,1794,372
1,761,76,990,444,838
0,1885,632,638,145
0,605,234,1106,391
0,1120,849,1949,964,1862,1493
0,1739,1380,638,459,346
0,278,1999,964,1862,1548,403
1,127,1106,964,1496
0,1034,827,1763,1682,506
0,708,389,454,1862,1266,289
0,1700,1247,1543,1255,1734
0,1902,883,138,1414
0,1142,1397,38,1370,1019
1,322,64,1543,1489
0,1838,1547,1682,1106,1428
0,918,968,352,1320,1505
0,265,1063,1862,749,1895
0,417,1106,1543,813
0,346,459,638,1982,1930
0,600,234,1106,759
