0,6484,23675,20630,22268,47983
2,19660,8129,1546,30168,31072,2571,47703
0,31769,13994,88,14015,13663,44852
0,29739,22268,5706,47773,2985,37916
0,36027,14318,41432,20751,5706,8481,34554,11695,2634
0,44392,49731,10568,7660,8639,3975,7303,39131
1,21110,3753,23035,24580,25199
1,4393,3271,8131,14015,30830,27618,38282,6802
0,23786,31884,48226,14015,43419,6986
1,3232,4935,26716,38180,38801,15080,46351
0,12518,14290,22160,2553,43712,12214,28930
0,30338,46779,14015,39459,25084,15645,24767
0,26639,32298,14015,38791,4026
0,44314,31803,1310,1588,33974,8967,13129,16381,5620
0,16138,11653,48548,29625,35366
0,37213,29625,20751,32374,18943,45160
0,16510,34410,5706,33451,8415,33276,23729
0,44164,9965,38334,39425,14482,5706,2553,41333
0,41831,45075,1944,22068,5706,49294,21321,36589,32179,54
0,27312,2385,9423,48548,2553,30697,12058
1,13889,2684,31260,48548,5706,7159,22563,39072
2,30025,5706,246,1546,26263
1,31529,3871,38409,3753,20630,13538
0,18806,19662,16083,14015,19620,24293,20623
0,35294,49149,20780,2553,45716,9379,13517
0,31573,18966,9698,20630,16320,32208,19866
2,8302,32826,38045,3753,5081,36335,20052,46354,32667
0,25196,21198,38828,5414,19620,7660,8045,45033
0,32057,12292,14015,18633,20884,48751,33721,46021
1,3133,40048,26151,5706,25449,46205,43828
0,2003,34696,41057,14015,48481,48573
1,4491,42566,14015,49365,47317
0,13070,16779,22948,19620,48239,41993,12963,32264
3,16429,7305,40401,14686,9139,31260,49494
0,22961,45326,5706,47863,28509,4593
0,29126,24957,27660,6718,14015,18037,28045,4377,42327
0,19966,42187,575,3753,12313,8967,692,28215,40504,32534,38995
0,40491,17759,37089,14015,42564,7814,48890
0,18765,11091,14015,21835,49062,29524,7511,30108
0,37183,42800,8752,5706,4613,30420,19251,16498
0,12301,14015,36144
0,8615,15578,5706,13034,9637
2,10308,5706,14015,19522,49073
0,41060,13829,24487,38180,36212,30154,385
0,13310,19620,42007,6475,21032
0,46514,19620,29625,38842,19247,36623,45730
0,10704,24601,45716,2553,36206,6361
0,36071,18950,45326,5556,24384,29071
0,33913,39971,47857,11130,28176,45695,44841,9941
0,34832,15809,48214,23215,38534,5612
1,48022,3175,10822,14015,43086,36206,4165
0,35559,48925,20231,14908,14588,26934,5706,48548,22677,12154
0,34883,48603,49288,31733,42007,1108,18293,37608,44578
0,49913,40845,20082,46412,3753,20262,35198,43338
0,29132,1995,41756,14253,3753,10633,35561,16057,40408
0,17879,40622,7766,14015,22839,11892,14518,11813,23233
0,39906,37483,14015,42566,6989,1225,2511,19807
0,382,29456,10828,14015,26934,36078,29298,9223,8036
1,4131,14602,2085,14015,19620,6313,28936,8983
0,44176,24792,19154,14015,37668,13744,42021
0,444,2553,14015,44678,3027
0,22591,25415,29625,39420,31454
2,5967,24184,30908,16040,7660,14015,17368,19634,42129,4533
0,24648,16931,29457,19620,25838
1,2626,47921,23514,14015,37814,29697,38762
0,21716,42007,8673,37732
0,45994,34333,16255,30521,20630,22948,18387,41151,14644
0,48487,13601,88,3753,45265,15575,30424
0,17304,41110,34712,23989,14015,30585,27230,42911
0,29827,19647,300,10311,5706,8673,49714,9671
