0,900,970,1034,1546,569,586,170
0,1526,246,88,1973,54
0,245,1310,88,511,1738
0,774,569,1546,621,755,1535
0,780,319,1310,88,1519,1972,1453,628,1336
0,935,1785,229,1108,246,1734
0,316,277,1726,246,1108,1564,437
0,999,1213,640,1310,1709,1941,636,427,1833
0,1869,504,1108,88,1373,928,1582,672
0,1419,1383,292,433,1252
0,63,1450,1448,1620,966,1208,1295
0,176,1108,1843,1057,1975,424
0,737,1685,88,1579,1033,1701
0,20,216,406,246,1108,1563,552
0,1807,1604,246,640,1188,1594,1935
0,1868,246,1588,218,1235,1857
0,415,283,1723,866,736,330
0,1603,1373,88,606,1632
0,123,380,64,1850,254
0,1362,1762,246,1546,569,1871
0,1496,489,1753,141,1310,899
0,1993,1924,1546,1588,36,1057,1217
0,1370,885,88,271,1487
0,410,1551,1498,1305
0,468,246,775,997,282
0,174,492,1965,1986,1519,88,1865,41,209
0,251,88,1108,446,1765,1689,1333
0,1490,548,73,640,1310,1709,699,1520
0,1016,211,614,550,640,1310,1323,1990,1458,1904
0,1041,643,1588,1240,283,839,763
0,536,1546,202,534,1273,1353,1626
0,1632,606,88,1108,176
0,901,741,1140,246,1657,797
0,1195,491,225,1208,966,1383,1950
0,778,885,240,621,141,422,399
0,510,1599,141,1309,88,1525,1562
0,1976,1008,948,1823,1766,1640,523
0,990,367,88,885,633
0,920,182,413,1569,88,1238,1543,99
0,291,1367,1564,1108,246,1734
2,1643,88,1588,390,1074
0,1688,292,1383,534,1830,1326
0,121,1294,88,640,183,613
0,1798,1886,640,1048,203,33
0,1182,1035,1561,1093,88,1546,1541,823
0,54,1973,88,640,73,147,450,989
0,1439,686,1566,57,1221
0,1204,372,230,906,1323,1127,1944,1825,1158
0,1927,1968,64,1865,88,1862,1621,590
0,980,1732,246,1108,1161,1918
0,234,88,1310,319,780
2,123,380,1108,616
0,286,1309,88,1108,1824,1054
0,1149,1546,1310,5
0,465,1824,1416,76,110,1962
0,254,1850,64,76,1401,1774
0,1005,1108,235,1160,339
0,1967,1225,446,144,1310,1323,906,332
0,1436,1464,1108,1383,1405,908
0,1671,283,587,88,692,248,1021
0,633,885,88,1588,1052,1199
1,1927,1968,64,1675,1323,906,230,1091
0,873,1732,1886,1865,1464,1138,1994
0,503,1368,869,818,88,1274,1040,802,477,378,815
0,1523,110,88,1908,398
0,1666,1300,1542,1310,992,1406
0,487,1498,88,1569,726
0,472,1007,397,1690,1766,1732,980
0,316,277,252,1546,844,692,248,1021
0,175,1108,379,1075
0,317,959,635,1740,126,584,67
1,251,88,1891,601
0,1737,1000,1108,433,393
0,247,1561,144,235,1023,1220
0,291,1367,1564,1108,246,1382,750
0,1619,1323,1310,640,872
0,630,1948,1208,380,1108,1661
0,1192,365,73,640,88,1720,1793,1915,694
0,1869,504,1108,64,76,1401,1774
0,1492,498,1265,429,670,893,869,292,280
0,407,481,1575,640,1188,1594,1935
0,930,640,88,1723,115,1007,472
0,679,1555,776,1034,246,793,1060
0,1527,151,1238,1345,682,1061
0,205,1919,518,1876,246,1108,1000,863
0,117,88,1723,1803,707,1482
0,1460,1383,736,866,249,1585
0,233,1973,88,1108,1812,47,648
0,258,168,1309,1443,1323,1564,428,965,14
0,583,1455,1310,88,1723,533,1943
0,1379,1048,1588,246,833,1278
0,160,38,88,640,1400,1627
0,1060,793,235,1108,1005
0,908,1405,246,1726,1763
1,873,1732,168,640,354,21,1056
0,156,1390,1546,553,382
0,564,88,885,171,495
0,1333,1689,1765,968,1310,354,1601,1844
0,1911,1657,246,88,9,607
0,1633,680,1973,533,1943
0,1061,682,1739,1723,866,955
0,1610,1345,1238,1034,776,1555,679
0,1279,1709,1310,88,1519,1972,1453,628,1336
0,653,1147,68,1723,866,830,211,1016
0,985,897,1257,1238,1197,1383,237
0,1347,1546,88,192,866,279
0,1427,1723,88,1310,1369,1997
0,1632,606,88,1257,380,1549
0,1859,692,1304,1121,1876,518,1919,205
0,497,888,640,88,1108,1824,1508
0,1245,723,88,1108,380,1794,185
0,119,1876,246,1310,164
0,1451,1433,1588,1865,1850,55
0,1970,986,1034,1310,235,1902
1,117,88,640,1383,1988
0,838,47,1812,525,380,1797,1574
0,1092,1214,1171,1739,1723,1378
0,1211,953,1046,1373,640,283,1142
0,1080,1291,1108,88,39
0,287,1342,1225,446,144,1865,1850,254
0,1372,932,246,1586,1704
0,1932,380,3,1310,141,1753,1098
0,1156,525,380,1108,661,490,1827
0,710,264,1986,1519,1723,1004,1625
0,672,1582,928,1373,88,1464,1703
0,1682,106,1525,88,1230,257,1966,721,731
0,1916,1410,1834,1903,1879,1108,1865,1897
0,1137,427,636,1941,885,88,723,1245
0,769,631,970,640,88,992,1406
0,241,794,1824,1108,446,1225,790
0,205,1919,518,1876,640,283,1242
0,865,534,546,271,246,425
1,160,38,1771,347,292,6
0,1337,1435,700,1685,966,1208,1022
0,785,1310,246,1732,980
0,778,885,88,1108,379,1075
0,1749,38,88,1238,1543,1423,155,116
0,355,1604,1108,1564,1452,1942
0,1221,57,1117,1108,456,1002
0,124,1033,1579,88,1546,508
0,132,627,202,1412,1395,1579,1033,1701
0,891,1175,1540,165,1961,1723,1766,1640,1050
0,1281,144,1108,1117,57,1221
0,384,807,1723,88,1464,1436
0,862,182,413,1569,1264,433,1920,1246,1855
0,424,1975,1057,1886,640,246,180
0,1853,1259,800,975,1395,1546,38,1749
0,791,1948,1208,1433,1588,1310,470
0,1126,1659,1546,88,1985,690,284
0,1431,460,852,88,1498,1125
0,1224,88,634,997,996,842
0,67,584,958,1767,88,1373,1951,1282
0,1744,1373,88,1723,1057,1217
0,26,246,1310,288,476
0,923,464,283,640,1310,307
0,515,375,481,885,246,1544,657
1,1221,57,1117,1108,235,1023,1483
1,63,1450,1448,1310,144,1108,175
0,1897,1865,202,1208,478
0,1441,1821,1723,88,354,21,1056
0,563,1051,1865,1552,834,1954,72
0,174,492,1965,1986,1519,88,1569,726
0,258,168,640,88,886,1205,278
0,915,1864,1522,1108,1661
0,841,1443,751,1310,638
1,20,216,406,246,367,64,1459
0,420,792,1383,553,1843,1945,978,878
0,1691,1850,1865,88,246,162
0,1967,1225,446,1886,640,1373,1603
0,32,1922,636,1941,885,1865,1850,1691
0,536,1546,1108,1879,1250
0,127,1551,988,1865,101,718,48
0,505,1865,885,1941,1709,699,1520
0,1679,1310,88,867
0,1791,953,966,88,649,1057,708,272
1,1149,1546,246,270,1380,848,1641
0,39,88,246,433,1338,663,1925
0,18,1395,1373,88,1230,257,1966,1954,72
0,1030,1579,88,992,1406
0,679,1555,776,1034,1310,1551,410
2,1682,106,1525,88,1862,1418
0,40,1310,88,1685,1440
0,803,1014,1216,380,1740,1723,1502
1,564,88,246,180
0,1871,569,1546,966,953,645,350,1015
0,1022,1208,380,1108,1117,1232
1,679,1555,776,1034,1310,1323,906,332
0,601,1891,88,354,1551,1489
0,872,640,1373,1046,953,1211
0,247,1561,1093,88,1634
0,451,688,640,88,1132,188
0,420,792,1383,640,73,365,1123
0,903,1739,88,1310,1079,304
0,865,534,546,271,246,1032
0,245,1310,246,433,1338,663,1925
0,1757,1377,341,1310,226,1903,1834,1410,1916
0,1272,1426,1108,1546,747,1488
0,580,1566,57,1117,1108,1564,1110
0,388,1713,1188,640,88,606,238
0,212,1575,88,1373,1395,1825,1158
0,901,741,441,885,1723,1821,383,1385
0,1201,1087,818,88,246,468
0,1801,885,88,1310,447
0,1763,1726,246,88,1617
0,1633,680,1973,88,1132,188
0,920,182,413,1569,88,1739,682,1061
0,1517,1311,894,1825,1395,1373,640,1400,1302
0,1242,283,1723,885,1569,637,1495
0,1003,1723,1766,809,1752
0,180,246,456,1907,1366,1340
0,1527,151,1238,1310,1529,622
1,920,182,413,1569,726
0,1243,735,850,1373,1383,1310,341,1377,1757
0,1548,681,1865,88,1147,653
0,1700,1522,1383,736,866,705
0,1189,88,1546,53
0,523,1640,1766,1723,866,955
1,1545,1108,1685,1440
0,1502,1723,1979,968,1709,1817,519
0,573,1341,246,88,1498,1718
0,738,1260,1208,1373,640,634,545
0,1404,88,1843,436,345,748
0,1988,1383,640,246,377
0,279,866,1723,795,1400,1152,198
0,1667,970,640,88,1464,62,945
0,1184,252,1546,88,1973,1006
1,901,741,441,885,1723,807,384
0,709,481,1575,640,1213,999
0,1137,427,636,1941,885,38,1546,1148,1104
0,754,1310,245
0,153,1424,1108,88,1723,866,955
1,234,88,640,1766,1207
0,1710,1310,1546,446,1963
0,1441,1821,1723,88,1464,625
0,1495,637,1569,88,110,1523
0,1855,1246,1920,433,246,1685,1114
0,1122,1969,1747,1646,246,1310,1109,1577
0,470,1310,1690,281
0,495,171,885,38,160
0,1625,1004,1723,1519,1986,1965,1890
0,1956,1310,88,1973,54
0,1688,292,1108,1546,439,1422,1750
0,1094,1323,1498,885,1941,636,427,1137
0,1285,1689,1765,446,1108,344,345,748
0,733,1395,1546,1108,566,1467
0,867,88,1373,850,1782
0,1496,489,171,885,88,1685,125,1800
0,1406,992,88,1862,1621,1838
0,1056,21,354,88,246,1231,145
1,1998,852,88,640,1383,59
0,1222,1546,1347
1,903,1739,88,1108,1661
0,1669,771,847,1886,446,1108,379,1075
0,1517,1311,894,1825,1395,1546,1310,453,1953,109,782
0,1358,41,1373,640,283,464,923
0,1445,847,38,88,39
0,1031,479,1740,126,885,1801
0,1199,1052,1588,1865,681,559
0,665,640,183,613
0,865,534,1383,1108,779,1809
0,1364,194,1876,1865,966,953,1211
0,1210,1117,1108,1865,1552,834,1668
0,1198,354,640,1383,12,609
1,838,47,1812,1108,1865,988,655
1,54,1973,88,246,80,1376
0,1942,1452,1564,1108,88,1132,188
1,63,1450,1448,1310,354,1543,1423,155,116
0,1146,325,1034,246,88,1309,1112
0,1439,686,1690,229,1108,1005
0,1131,1011,1621,1862,88,1238,1743,799
1,120,41,64,1642
1,1131,1011,1621,1862,88,1858,1323,1990,1458,1904
0,1681,1310,88,1723,1378
0,336,1685,1383,534,1273,1353,1626
0,710,264,1986,1519,88,640,1468,598,929
0,931,292,1108,1865,1595,904
0,1281,144,1310,219
0,167,88,885,1801
1,916,1843,88,640,1468,598,929
0,683,821,1369,640,354,1543,1423,155,116
1,1281,144,1310,640,194,1364
0,1997,1369,1108,1812,47,648
0,1308,548,73,640,1400,1302
3,63,1450,1448,1620,966,1865,101,718,48
0,1133,1188,640,1335,206,835,561
0,387,970,640,88,1309,1785,935
1,1370,885,38,1546,191,1223
0,1337,1435,700,1685,966,635,959,317
1,1526,246,640,220,250
0,90,471,1310,88,885,633
0,768,1865,88,1843,311,230,372,1111
0,592,1084,1310,88,606,1632
0,1833,427,636,1941,885,1498,1208,1022
1,1527,151,1865,9,38,591
0,1918,1161,1108,1685,1739,903
1,1614,1865,88,1546,569,1871
1,891,1175,1540,165,1961,1310,553,382
1,867,88,640,1383,1786
0,1642,64,1865,1876,119
0,633,885,1723,1821,1441
0,1174,88,1525,608
0,1482,707,1803,1723,1274,1697,557
0,1890,1965,1986,1519,88,1310,1348
0,1688,292,1213,640,688,451
0,987,235,1108,829,283,464,923
0,1802,1865,202,534,1109,1577
0,366,808,1767,88,246,377
0,1142,283,829,1108,639
0,1312,885,88,1310,1255,676,102
1,999,1213,1588,1865,1850,55
0,407,481,1575,1310,1084,592
0,1631,1739,88,1310,1709,1817,519
1,943,44,1528,1865,1552,834,1954,759,1020,1153
0,956,1723,1739,682,1428
0,1520,699,1709,1310,447
0,393,433,246,1546,1395,18
0,1239,367,88,354,1198
0,824,88,367,64,1968,1273,1629
0,1868,246,1034,183,613
0,414,1196,84,1821,1723,1865,202,31,856,45
0,1021,248,692,1170,1323,60,821,1283
1,1094,1323,1310,640,898
0,1241,88,1373,41,1358
0,938,1454,328,88,1660
0,1871,569,1546,202,1208,1948,630
0,1671,283,640,1310,1229,1561,1035,1182
0,1482,707,1803,1723,88,723,1245
0,1428,682,1739,88,852,1484,963,1694
0,336,1685,88,1519,1972,1453,628,1729,1064,1804
1,1312,885,246,162
0,1067,511,88,1723,1821,383,1385
0,691,866,1723,1805,1323,1564,1110
0,507,1310,1546,1824,716
1,653,1147,88,1588,1213,528
0,926,88,1723,1821,1441
0,1019,1865,885,481,709
0,654,934,1052,1588,1213,999
0,262,1611,634,88,1108,379,1075
1,1370,885,246,270,1380,673,610,698
0,694,1915,1260,1208,1373,1040,802,477,378,815
0,914,1690,1310,553,382
0,1031,479,1740,1034,1238,809,139,1251
0,632,235,1310,141,422,399
4,63,1450,1448,1147,246,270,1117,57,462
1,1633,680,1973,88,1274,1040,802,477,378,815
0,1809,779,1108,1383,203,1124
0,931,292,1383,1373,850,1782
0,399,422,141,1310,1588,1536,712
0,1195,491,225,1208,1197,1034,970,900
0,368,1163,687,1982,1723,88,1224
0,330,736,88,1310,5
0,1895,885,240,621,141,422,399
0,1302,1400,640,246,1995,667
0,788,611,1086,246,88,723,1245
0,1943,533,1973,1558,1108,1824,1508
1,1502,1723,88,1310,5
0,1363,1860,88,1373,850,735,1243
0,1627,1400,640,183,1034,1900,268
1,1047,1127,1323,1310,319,780
0,1988,1383,640,634,1470
0,539,1108,1383,1950
0,782,109,1953,1685,820,144,1281
1,838,47,1812,1108,1865,202,31,856,45
0,1574,1797,1811,640,634,545
0,1072,1493,1939,9,88,354,1543,1423,155,116
0,1774,1401,76,1813,1310,1323,1350
0,989,450,147,73,640,88,1434,760
0,233,1973,88,1309,141,1599,510
0,237,1383,640,88,1241
0,185,1794,380,1797,1443,481,709
0,783,1033,1579,88,1230,257,1966,721,731
0,560,285,634,88,246,1359
0,410,1551,354,640,1400,1627
0,355,1604,246,1310,154
0,1301,1310,1546,1824,794,241
0,527,1803,1723,1740,635,959,317
0,604,202,1176,1274,833,1278
0,1266,1310,88,1498,1718
0,1905,260,184,720,1127,1323,1990,1458,419
0,1499,1369,640,1796,1864,915
1,891,1175,1540,165,1961,354,640,1188,1594,1935
1,1047,1127,34,1010,511,1738
0,1535,755,1886,719,1723,795,840
2,1523,110,88,1310,1709,1817,519
0,799,1743,1238,88,246,1352
0,1703,1464,1865,202,1940
1,1137,427,636,1941,1709,525,1139
0,1704,1586,88,640,1369,821,1283
0,668,621,1310,88,723,1245
0,1082,1383,553,775,997,996,842
0,768,1865,88,246,406,216,20
1,128,433,246,406,1152,198
1,117,88,511,1738
0,170,586,569,1546,1310,1109,1577
0,1054,1824,1546,1310,785
0,1684,1369,640,88,39
0,1060,793,246,88,1334,1144
0,898,640,246,425
0,1496,489,1753,141,1310,754
1,160,38,885,126,486,335
0,1983,1824,1108,1299
0,573,1341,246,1546,1515
1,1998,852,88,1093,1561,1035,1182
0,445,1028,246,88,354,1198
0,462,57,1117,1108,1161,1918
0,49,1307,1052,1588,88,1891,601
0,783,1033,1579,88,1373,1603
0,1107,1721,1108,88,354,1601,1844
0,557,1697,1274,88,640,898
0,1921,500,595,866,192,88,38,1749
0,851,1551,1383,740,1097
0,416,106,1525,88,511,1738
1,862,182,413,1569,88,246,425
0,1427,1723,292,433,1920,1246,1855
1,1060,793,235,1345,60,821,683
0,766,567,1169,151,1257,354,1961,1317
0,145,1231,246,640,1188,1133
0,1567,64,1108,1564,1367,291
0,1710,1310,640,1400,1627
2,1241,88,246,1604,355
0,561,835,206,1335,640,88,818,869,1368,503
1,842,996,997,775,246,1310,507
0,173,548,73,640,970,64,1459
0,1228,885,88,1843,177
0,361,605,722,481,885,246,1537,1571,152
0,1806,587,88,1891,601
0,1868,246,1685,737
0,212,1575,88,246,425
0,539,1108,64,41,1705,381,530
0,1194,38,88,246,1382,103
0,1940,202,1865,1685,700,1435,1337
1,1872,87,1811,640,970,631,769
1,1691,1850,1865,1051,642,543
0,1678,1471,1310,1323,1094
1,914,1690,1310,992,1380,673,610,698
0,1488,747,246,640,898
0,706,112,178,1591,635,246,88,1973,233
0,1243,735,850,1795,1586,246,468
0,1222,1546,88,511,1067
1,1994,1138,1464,1108,380,1640,1050
1,926,88,1108,1564,428,965,14
0,324,1433,1588,1546,1515
0,655,988,1865,88,571,974,1327
0,669,847,1886,1865,1464,1436
0,1607,178,1591,635,246,1546,1222
1,1993,1924,1546,88,1268,1828
0,470,1310,88,885,976,558
0,162,246,1034,847,771,1669
1,1022,1208,1498,885,246,1868
0,1031,479,1740,1723,866,279
0,745,292,1108,88,1579,1033,783
2,1927,1968,64,1865,885,481,709
0,1738,511,88,1274,187,1493,1072
0,102,676,1255,1310,88,1685,125,1800
1,1642,64,1865,1723,1803,527
0,1074,390,1588,1546,1515
0,1123,365,73,640,246,1604,355
0,1943,533,885,246,1646,1747,1969,1122
1,824,88,110,1962
0,1158,1825,1395,1373,640,354,1543,1423,155,116
0,447,1310,88,1189
0,608,1525,88,992,1380,673,610,698
0,1282,1951,1373,1208,380,1216,1014,803
0,1950,1383,553,1843,950
0,1639,1051,1865,1108,1355,134
0,1376,80,246,1310,1709,699,1520
1,916,1843,1108,751,1443,841
0,1012,1588,88,354,1711
