Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,19856,247770,18908,136,1821.838235,13.103977,19792,4,25694,247770,18908,537,461.396648,13.103977,1000,8
2,1,19803,247770,18872,136,1821.838235,13.128974,19792,4,22333,247770,10624,537,461.396648,23.321724,1000,14
3,1,19807,247770,18847,136,1821.838235,13.146389,19792,4,19157,247770,7779,535,463.121495,31.851138,1000,16
4,1,19735,247770,18783,136,1821.838235,13.191184,19792,4,16760,247770,6185,571,433.922942,40.059822,1000,14
5,1,19681,247770,18795,136,1821.838235,13.182761,19792,4,15151,247770,5118,571,433.922942,48.411489,1000,16
6,1,19751,247770,18808,136,1821.838235,13.173650,19792,4,13892,247770,4372,571,433.922942,56.672004,1000,16
7,1,19847,247770,18907,136,1821.838235,13.104670,19792,4,12900,247770,3813,571,433.922942,64.980330,1000,16
8,1,19866,247770,18957,136,1821.838235,13.070106,19792,4,12033,247770,3369,571,433.922942,73.544078,1000,16
9,1,19819,247770,18818,136,1821.838235,13.166649,19792,4,11403,247770,3037,571,433.922942,81.583800,1000,17
10,1,19748,247770,18831,136,1821.838235,13.157559,19792,4,10799,247770,2753,571,433.922942,90.000000,1000,20
15,1,19724,247770,18815,136,1821.838235,13.168748,19792,4,8830,247770,1870,571,433.922942,132.497326,1000,18
20,1,19860,247770,18954,136,1821.838235,13.072175,19792,4,7699,247770,1424,571,433.922942,173.995787,1000,22
25,1,19915,247770,18990,136,1821.838235,13.047393,19792,4,6971,247770,1150,556,445.629496,215.452174,1000,20
30,1,19776,247770,18872,136,1821.838235,13.128974,19792,4,6471,247770,967,556,445.629496,256.225440,1000,20
35,1,19876,247770,18956,136,1821.838235,13.070796,19792,4,6028,247770,832,556,445.629496,297.800481,1000,24
40,1,19919,247770,19032,136,1821.838235,13.018600,19792,4,5701,247770,730,556,445.629496,339.410959,1000,26
45,1,19856,247770,18910,136,1821.838235,13.102591,19792,4,5446,247770,650,545,454.623853,381.184615,1000,24
50,1,19842,247770,18912,136,1821.838235,13.101206,19792,4,5184,247770,586,571,433.922942,422.815700,1000,24
