Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,75,6874,20,46,149.434783,343.700000,8041,10,600,6874,20,492,13.971545,343.700000,5000,130
2,1,82,6874,28,48,143.208333,245.500000,8041,9,601,6874,15,504,13.638889,458.266667,5000,140
3,1,92,6874,36,48,143.208333,190.944444,8041,9,600,6874,13,503,13.666004,528.769231,5000,252
4,1,101,6874,43,48,143.208333,159.860465,8041,9,599,6874,13,503,13.666004,528.769231,5000,262
5,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
6,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
7,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
8,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
9,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
10,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
15,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
20,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
25,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
30,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
35,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
40,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
45,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
50,1,101,6874,43,48,143.208333,159.860465,8041,9,598,6874,11,502,13.693227,624.909091,5000,264
