Epoch,Total Events,Max events per LP,Min events per LP,Mean,Std Dev,Fifty,Seventy five,Total LP
0,107,1,0,0.058953168,0.235601942,54,81,19792
1,117,2,0,0.063864629,0.246801316,58,87,19792
2,139,2,0,0.074411135,0.266558592,68,103,19792
3,171,2,0,0.090812533,0.298304683,80,123,19792
4,134,2,0,0.072707542,0.271978704,62,95,19792
5,158,2,0,0.084946237,0.292066974,73,112,19792
6,105,2,0,0.056756757,0.233764939,52,78,19792
7,91,2,0,0.049242424,0.218919604,45,68,19792
8,115,2,0,0.0625,0.246577994,56,85,19792
9,99,2,0,0.054246575,0.233712399,47,72,19792
10,91,1,0,0.049429658,0.216822284,46,69,19792
11,91,2,0,0.049376017,0.219201471,45,68,19792
12,86,1,0,0.046968869,0.211629996,44,65,19792
13,92,2,0,0.05013624,0.223225422,45,68,19792
14,93,2,0,0.050653595,0.231438124,42,65,19792
15,112,2,0,0.061002179,0.243909748,55,83,19792
16,100,1,0,0.054318305,0.226706295,51,76,19792
17,99,2,0,0.053629469,0.230106235,48,73,19792
18,95,2,0,0.051462622,0.223438333,47,71,19792
19,93,1,0,0.050708833,0.219462318,47,70,19792
20,99,2,0,0.053980371,0.228441365,49,74,19792
21,84,2,0,0.045776567,0.214209979,41,62,19792
22,98,2,0,0.053376906,0.227255948,49,73,19792
23,88,2,0,0.047800109,0.225775945,40,62,19792
24,87,2,0,0.047385621,0.215069156,43,65,19792
25,88,2,0,0.047982552,0.218831813,43,65,19792
26,85,1,0,0.046372068,0.210346945,43,64,19792
27,86,2,0,0.046866485,0.216507273,42,63,19792
28,89,2,0,0.048317047,0.224394632,41,63,19792
29,88,2,0,0.047904192,0.218661544,43,65,19792
30,91,1,0,0.049781182,0.217552078,46,69,19792
31,90,2,0,0.049180328,0.221301101,44,66,19792
32,72,2,0,0.039151713,0.199538473,35,53,19792
33,72,1,0,0.039087948,0.19385686,37,55,19792
34,67,1,0,0.036692223,0.188056565,34,51,19792
35,73,2,0,0.040043884,0.20163546,35,53,19792
36,60,2,0,0.032804811,0.181218389,30,45,19792
37,55,1,0,0.029972752,0.170558609,28,42,19792
38,66,2,0,0.035928144,0.194741243,31,47,19792
39,101,2,0,0.055191257,0.240085736,46,71,19792
40,111,2,0,0.06058952,0.258418671,47,75,19792
41,141,2,0,0.076257436,0.275484325,66,101,19792
42,146,2,0,0.078833693,0.281320381,68,104,19792
43,143,2,0,0.077548807,0.273549567,69,105,19792
44,134,2,0,0.072393301,0.265390378,65,98,19792
45,118,2,0,0.064060803,0.249323719,58,87,19792
46,132,3,0,0.07173913,0.27247325,61,94,19792
47,121,3,0,0.065689468,0.266805162,54,84,19792
48,134,2,0,0.072198276,0.271091863,62,95,19792
49,124,2,0,0.067208672,0.258967293,59,90,19792
50,128,2,0,0.069716776,0.26726616,59,91,19792
51,135,3,0,0.073329712,0.272967279,63,97,19792
52,108,2,0,0.05856833,0.239454322,53,80,19792
53,124,3,0,0.066918511,0.262590214,58,89,19792
54,132,3,0,0.071505959,0.274045487,60,93,19792
55,136,2,0,0.073712737,0.273539375,63,97,19792
56,134,2,0,0.072354212,0.265324013,65,98,19792
57,126,2,0,0.068366793,0.254584228,63,94,19792
58,112,1,0,0.060737527,0.238913026,57,85,19792
59,105,2,0,0.057127312,0.23908011,50,76,19792
60,92,3,0,0.049945711,0.230019004,43,66,19792
61,69,1,0,0.037561241,0.190184342,35,52,19792
62,63,1,0,0.034351145,0.182179144,32,48,19792
63,72,1,0,0.039538715,0.194926321,37,55,19792
64,96,2,0,0.052545156,0.230428508,46,70,19792
65,85,1,0,0.046170559,0.209911346,43,64,19792
66,94,1,0,0.050701187,0.219446009,48,71,19792
67,95,2,0,0.051686616,0.226316714,46,70,19792
68,92,2,0,0.050218341,0.223398986,45,68,19792
69,106,2,0,0.057797165,0.238051625,52,78,19792
70,101,2,0,0.055040872,0.235183485,48,73,19792
71,98,2,0,0.05320304,0.229287092,48,72,19792
72,92,2,0,0.04989154,0.220257308,46,69,19792
73,80,2,0,0.043668122,0.209686966,39,59,19792
74,80,2,0,0.043763676,0.207282448,40,60,19792
75,81,2,0,0.044334975,0.216272397,37,57,19792
76,83,2,0,0.045404814,0.22099863,37,58,19792
77,98,2,0,0.053405995,0.234400105,46,70,19792
78,89,2,0,0.048554283,0.222479415,42,64,19792
79,95,2,0,0.051742919,0.228827628,45,69,19792
80,114,2,0,0.062091503,0.245861183,56,84,19792
81,97,2,0,0.052774755,0.226065311,48,72,19792
82,105,2,0,0.056910569,0.236368483,51,77,19792
83,98,2,0,0.053289831,0.229464054,48,72,19792
84,91,2,0,0.049699618,0.222353697,44,67,19792
85,87,2,0,0.047411444,0.222598911,40,62,19792
86,66,2,0,0.035967302,0.189164146,33,49,19792
87,64,2,0,0.034915439,0.189468073,31,47,19792
88,76,2,0,0.041552761,0.207678096,36,55,19792
89,70,2,0,0.038335159,0.200433146,33,50,19792
90,73,2,0,0.03989071,0.211852175,31,49,19792
91,78,2,0,0.04271632,0.207619419,38,57,19792
92,75,2,0,0.041050903,0.203906511,36,55,19792
93,102,2,0,0.055525313,0.238386481,48,73,19792
94,101,2,0,0.054772234,0.232315954,49,74,19792
95,111,2,0,0.060097455,0.24224615,54,82,19792
96,109,2,0,0.058950784,0.237882029,54,81,19792
97,93,2,0,0.050543478,0.221590789,46,69,19792
98,93,2,0,0.050543478,0.221590789,46,69,19792
99,75,1,0,0.040849673,0.197995781,38,57,19792
100,87,2,0,0.047411444,0.217644779,42,64,19792
101,93,2,0,0.050819672,0.224611651,45,68,19792
102,91,2,0,0.049402823,0.219257974,45,68,19792
103,99,2,0,0.053775122,0.228030632,49,74,19792
104,99,2,0,0.053950954,0.228382554,49,74,19792
105,90,2,0,0.049099836,0.21864636,45,67,19792
106,95,2,0,0.051574376,0.226083527,46,70,19792
107,85,3,0,0.046245919,0.220195757,40,61,19792
108,82,2,0,0.044589451,0.211661731,40,60,19792
109,86,2,0,0.046688382,0.218613476,41,62,19792
110,75,1,0,0.040827436,0.197944148,38,57,19792
111,96,2,0,0.052259118,0.227450496,47,71,19792
112,99,2,0,0.053775122,0.237372692,45,70,19792
113,96,2,0,0.052230686,0.229773331,46,70,19792
114,91,2,0,0.049429658,0.219314521,45,68,19792
115,74,1,0,0.040393013,0.196932951,38,56,19792
116,73,1,0,0.039912521,0.195807236,37,55,19792
117,59,1,0,0.032258065,0.176733017,30,45,19792
118,68,2,0,0.037097654,0.194741682,33,50,19792
