Epoch,Total Events,Max events per LP,Min events per LP,Mean,Std Dev,Fifty,Seventy five,Total LP
0,107,1,0,0.05895316804407723,0.2356019420406392,54,81,19792
1,10,1,0,0.005509641873278231,0.0740425976997528,6,8,19792
2,22,1,0,0.012121212121212109,0.109457249092533,12,17,19792
3,32,2,0,0.017630853994490336,0.13576483631076014,16,24,19792
4,17,1,0,0.00936639118457299,0.09635235819304981,9,13,19792
5,138,3,0,0.07532751091703067,0.27012629638487057,68,102,19792
6,125,2,0,0.06691648822269798,0.2520780681101684,62,93,19792
7,38,1,0,0.020255863539445664,0.1409118441873046,20,29,19792
8,100,2,0,0.05296610169491523,0.23329554145141074,47,72,19792
9,61,1,0,0.03203781512605043,0.17614678419844332,31,46,19792
10,55,2,0,0.02875065342394146,0.173293704996047,26,40,19792
11,167,2,0,0.08643892339544525,0.2847447909216195,82,124,19792
12,104,2,0,0.055172413793103454,0.23297903298761777,51,77,19792
13,92,2,0,0.048677248677248736,0.22011317787797,45,68,19792
14,122,1,0,0.06444796619123086,0.2456141159111489,62,92,19792
15,87,2,0,0.04617834394904457,0.21738376323578482,41,63,19792
16,81,1,0,0.043085106382978695,0.20310273721513006,41,61,19792
17,144,2,0,0.07688200747463973,0.2763167687455558,68,104,19792
18,66,2,0,0.03521878335112057,0.18725481965677365,33,49,19792
19,120,2,0,0.06386375731772219,0.2510217131860913,58,88,19792
20,117,2,0,0.062433297758804795,0.24637825515679265,57,86,19792
21,83,2,0,0.04417243214475784,0.21065050641531138,40,61,19792
22,103,2,0,0.054758107389686325,0.23447532526679493,49,75,19792
23,83,2,0,0.044219499200852413,0.21575693794645504,38,59,19792
24,77,2,0,0.04100106496272635,0.20364671896933148,37,56,19792
25,96,2,0,0.05103668261562996,0.22491189583415191,47,71,19792
26,111,2,0,0.058979808714133955,0.2423231102410606,53,81,19792
27,94,2,0,0.050053248136315266,0.22054201971236717,47,70,19792
28,95,2,0,0.05069370330843106,0.22895582074150148,44,68,19792
29,64,1,0,0.034169781099839876,0.1817136113327653,33,49,19792
30,89,2,0,0.047517351841964796,0.21529516075043637,44,66,19792
31,94,2,0,0.050133333333333356,0.22549301691164614,45,68,19792
32,95,2,0,0.05066666666666665,0.22418673925782007,46,70,19792
33,91,2,0,0.04874129619710761,0.22272373897867895,43,66,19792
34,64,1,0,0.03435319377348364,0.1821836097687326,33,49,19792
35,82,2,0,0.04392072844134971,0.20757170569530167,41,61,19792
36,82,2,0,0.04373333333333338,0.2122374914029704,39,59,19792
37,84,2,0,0.04479999999999997,0.20948277005481888,42,63,19792
38,73,2,0,0.03918411164787979,0.20221591953842682,34,52,19792
39,100,2,0,0.05373455131649647,0.23489478869736033,47,72,19792
40,68,2,0,0.0365198711063373,0.1932730175270553,33,50,19792
41,113,3,0,0.06046013911182452,0.24937609974143574,53,81,19792
42,86,2,0,0.04631125471190087,0.21776840367067002,41,62,19792
43,82,2,0,0.044276457883369355,0.21849805374119305,37,57,19792
44,91,2,0,0.04892473118279562,0.22552055551274375,42,65,19792
45,123,2,0,0.06546035125066542,0.24954524859205607,61,92,19792
46,128,3,0,0.06801275239107332,0.2641974674449568,60,92,19792
47,121,2,0,0.06429330499468643,0.2580140385133832,55,85,19792
48,102,2,0,0.0539112050739958,0.22823102525668112,51,76,19792
49,86,3,0,0.045406546990496316,0.21572496841164587,42,63,19792
50,128,2,0,0.06747496046389044,0.25918079831154184,61,93,19792
51,156,2,0,0.08232189973614784,0.2862179035289501,73,112,19792
52,122,3,0,0.06410930110352078,0.2595987614837893,56,86,19792
53,125,2,0,0.06592827004219422,0.2545200524933685,60,91,19792
54,124,2,0,0.06550449022715271,0.2579368492249069,58,89,19792
55,107,2,0,0.05658381808566896,0.24008985472356315,50,77,19792
56,138,2,0,0.07263157894736848,0.261619739108374,69,103,19792
57,132,2,0,0.06962025316455688,0.25663761149100667,66,99,19792
58,103,2,0,0.05458399576046634,0.22954823126183235,51,77,19792
59,135,2,0,0.07120253164556939,0.2672913663524676,63,97,19792
60,115,3,0,0.06049447659126779,0.25344275300040275,52,81,19792
61,89,2,0,0.04671916010498686,0.21601090604112064,43,65,19792
62,112,2,0,0.05888538380651953,0.2398983181646273,55,83,19792
63,116,2,0,0.061343204653622356,0.2443912513482116,57,86,19792
64,118,2,0,0.06230200633579745,0.24609830500760327,58,87,19792
65,100,2,0,0.05310674455655871,0.2266623858625455,50,75,19792
66,79,1,0,0.04211087420042647,0.20089564911587499,40,60,19792
67,75,2,0,0.040257648953301174,0.2020048232566718,36,55,19792
68,104,2,0,0.05570433851098019,0.23403670070064608,51,77,19792
69,134,2,0,0.07161945483698551,0.2660897209587708,64,97,19792
70,112,2,0,0.059542796384901724,0.23893737139554022,56,84,19792
71,66,2,0,0.035275253874933174,0.18739964621990257,33,49,19792
72,67,2,0,0.035676251331203425,0.18838077259259653,33,50,19792
73,59,1,0,0.03136629452418934,0.17435197437861027,30,45,19792
74,121,2,0,0.0641569459172851,0.25360740513334035,57,87,19792
75,143,2,0,0.07610431080361892,0.2750903458477561,67,103,19792
76,84,2,0,0.04489577765900588,0.21223127667792982,41,62,19792
77,72,2,0,0.03856454204606324,0.20078003429588342,34,52,19792
78,56,1,0,0.030010718113611976,0.17066248425231903,29,43,19792
79,84,2,0,0.045064377682403484,0.21760245367343922,39,60,19792
80,145,2,0,0.07778969957081543,0.27580993163933054,69,105,19792
81,108,2,0,0.058095750403442704,0.24301397205025171,51,78,19792
82,89,2,0,0.047978436657681985,0.2236428796420731,41,63,19792
83,70,2,0,0.0375738056897478,0.19301696747279487,35,52,19792
84,77,2,0,0.04133118625872251,0.20178779180257062,38,57,19792
85,104,3,0,0.05546666666666666,0.2490445634674078,45,71,19792
86,103,2,0,0.05478723404255316,0.23679260342667435,48,74,19792
87,79,2,0,0.04211087420042644,0.21124802602712134,36,56,19792
88,100,2,0,0.05336179295624336,0.2318290290730851,48,73,19792
89,65,2,0,0.03470368392952481,0.18597206581975578,32,48,19792
90,77,2,0,0.041022908897176365,0.2010649101384303,38,57,19792
91,98,2,0,0.05243445692883893,0.2300514596805758,47,71,19792
92,73,2,0,0.03922622246104239,0.19964550001841805,35,53,19792
93,109,2,0,0.05863367401828945,0.2461861180076584,50,77,19792
94,85,2,0,0.045698924731182804,0.21647524993457934,40,61,19792
95,72,2,0,0.038876889848812095,0.19612791988066927,36,54,19792
96,84,2,0,0.04538087520259319,0.2107746413833046,42,63,19792
97,83,2,0,0.04469574582660206,0.20928121689702797,41,62,19792
98,96,2,0,0.05150214592274678,0.22349369827289373,48,72,19792
99,98,2,0,0.05223880597014925,0.22964389477615185,47,71,19792
100,87,2,0,0.046301224055348575,0.2176598766167289,41,63,19792
101,82,1,0,0.04350132625994691,0.20403687487628425,42,62,19792
102,77,1,0,0.04076230809952357,0.19779143681381453,39,58,19792
103,92,2,0,0.04878048780487817,0.21791414745608517,46,69,19792
104,95,2,0,0.05047821466524974,0.2237904693374924,46,70,19792
105,88,2,0,0.047058823529411764,0.21681435909060873,43,65,19792
106,110,2,0,0.05863539445628989,0.23949959678163138,54,81,19792
107,81,1,0,0.04333868378812197,0.2036728685250273,41,61,19792
108,84,2,0,0.04484783769353979,0.21462646645624836,40,61,19792
109,99,2,0,0.052912880812399844,0.22864589159459384,48,73,19792
110,81,2,0,0.04313099041533546,0.2058111410328234,40,60,19792
111,103,2,0,0.054816391697711526,0.2368522630070324,48,74,19792
112,111,3,0,0.059136920618007426,0.2491304727181748,51,79,19792
113,68,1,0,0.03628601921024547,0.18705083333640524,35,52,19792
114,77,2,0,0.041001064962726305,0.20101357179491267,38,57,19792
115,82,2,0,0.04364023416711016,0.20693706862674507,41,61,19792
116,88,2,0,0.04688332445391582,0.21642849615717652,43,65,19792
117,102,2,0,0.05422647527910689,0.23346248903849287,49,74,19792
118,91,2,0,0.04840425531914892,0.2171409520641118,45,68,19792
119,61,2,0,0.03253333333333335,0.1833744334771811,29,44,19792
120,78,2,0,0.04159999999999997,0.2023807078432887,39,58,19792
121,74,2,0,0.039614561027837315,0.1978303884776475,37,55,19792
122,83,1,0,0.0444087747458534,0.20605667462221958,42,63,19792
123,77,1,0,0.04139784946236559,0.19926217533518584,39,58,19792
124,83,2,0,0.04462365591397856,0.21420284755976282,39,60,19792
125,62,1,0,0.03327965646806223,0.17941404402628844,32,47,19792
126,68,1,0,0.03642206748794867,0.18738812226479773,35,52,19792
127,69,3,0,0.03701716738197429,0.20256780930051901,31,48,19792
128,56,1,0,0.0300751879699248,0.17084011755936304,29,43,19792
129,66,2,0,0.03552206673842837,0.18803112689771673,33,49,19792
130,62,2,0,0.03336921420882679,0.18262005768994807,31,46,19792
131,85,1,0,0.0458715596330275,0.20926297363239715,43,64,19792
132,86,3,0,0.046536796536796585,0.22318004305418834,40,61,19792
133,53,2,0,0.028695181375203042,0.1702066098173699,26,39,19792
134,64,2,0,0.03466955579631631,0.1859293633233299,32,48,19792
135,66,2,0,0.03561791689152724,0.19392670996146744,31,47,19792
136,79,1,0,0.04251883745963397,0.201823955236265,40,60,19792
137,125,2,0,0.0669164882226982,0.25837388463102623,59,90,19792
138,70,1,0,0.03723404255319149,0.18938518074307184,36,53,19792
139,70,2,0,0.03733333333333332,0.19788997226781135,33,50,19792
