Epoch,Total Event,Max,Min,Mean,Std Dev
410,12,2,1,1.2,0.421637
411,13,2,1,1.3,0.483046
412,14,2,1,1.4,0.516398
413,10,1,1,1,0
414,13,2,1,1.3,0.483046
415,10,1,1,1,0
416,10,1,1,1,0
417,14,2,1,1.4,0.516398
418,12,2,1,1.2,0.421637
419,13,2,1,1.3,0.483046
420,13,2,1,1.3,0.483046
421,15,2,1,1.5,0.527046
422,14,2,1,1.4,0.516398
423,10,1,1,1,0
424,12,2,1,1.2,0.421637
425,13,2,1,1.3,0.483046
426,12,2,1,1.2,0.421637
427,12,2,1,1.2,0.421637
428,13,2,1,1.3,0.483046
429,14,2,1,1.4,0.516398
430,15,2,1,1.5,0.527046
431,11,2,1,1.1,0.316228
432,12,2,1,1.2,0.421637
433,12,2,1,1.2,0.421637
434,14,2,1,1.4,0.516398
435,13,2,1,1.3,0.483046
436,15,2,1,1.5,0.527046
437,16,3,1,1.6,0.699206
438,14,3,1,1.4,0.699206
439,13,2,1,1.3,0.483046
440,15,2,1,1.5,0.527046
441,13,2,1,1.3,0.483046
442,14,2,1,1.4,0.516398
443,14,3,1,1.4,0.699206
444,14,2,1,1.4,0.516398
445,13,2,1,1.3,0.483046
446,13,2,1,1.3,0.483046
447,11,2,1,1.1,0.316228
448,10,1,1,1,0
449,10,1,1,1,0
450,11,2,1,1.1,0.316228
451,12,2,1,1.2,0.421637
452,12,2,1,1.2,0.421637
453,11,2,1,1.1,0.316228
454,11,2,1,1.1,0.316228
455,11,2,1,1.1,0.316228
456,10,1,1,1,0
457,11,2,1,1.1,0.316228
458,12,2,1,1.2,0.421637
459,14,2,1,1.4,0.516398
460,14,2,1,1.4,0.516398
461,11,2,1,1.1,0.316228
462,12,2,1,1.2,0.421637
463,13,2,1,1.3,0.483046
464,17,2,1,1.7,0.483046
465,13,2,1,1.3,0.483046
466,11,2,1,1.1,0.316228
467,13,2,1,1.3,0.483046
468,12,2,1,1.2,0.421637
469,11,2,1,1.1,0.316228
470,13,2,1,1.3,0.483046
471,14,2,1,1.4,0.516398
472,10,1,1,1,0
473,11,2,1,1.1,0.316228
474,11,2,1,1.1,0.316228
475,14,2,1,1.4,0.516398
476,10,1,1,1,0
477,12,2,1,1.2,0.421637
478,11,2,1,1.1,0.316228
479,14,2,1,1.4,0.516398
480,13,2,1,1.3,0.483046
481,11,2,1,1.1,0.316228
482,14,2,1,1.4,0.516398
483,12,2,1,1.2,0.421637
484,13,2,1,1.3,0.483046
485,11,2,1,1.1,0.316228
486,11,2,1,1.1,0.316228
487,10,1,1,1,0
488,11,2,1,1.1,0.316228
489,11,2,1,1.1,0.316228
490,10,1,1,1,0
491,10,1,1,1,0
492,11,2,1,1.1,0.316228
493,11,2,1,1.1,0.316228
494,10,1,1,1,0
495,10,1,1,1,0
496,11,2,1,1.1,0.316228
497,10,1,1,1,0
498,11,2,1,1.1,0.316228
499,11,2,1,1.1,0.316228
500,12,2,1,1.2,0.421637
501,10,1,1,1,0
502,12,2,1,1.2,0.421637
503,12,2,1,1.2,0.421637
504,11,2,1,1.1,0.316228
505,14,2,1,1.4,0.516398
506,11,2,1,1.1,0.316228
507,10,1,1,1,0
508,11,2,1,1.1,0.316228
509,16,3,1,1.6,0.699206
510,16,3,1,1.6,0.699206
511,15,2,1,1.5,0.527046
512,10,1,1,1,0
513,11,2,1,1.1,0.316228
514,11,2,1,1.1,0.316228
515,12,2,1,1.2,0.421637
516,12,2,1,1.2,0.421637
517,12,2,1,1.2,0.421637
518,12,2,1,1.2,0.421637
519,13,2,1,1.3,0.483046
520,13,2,1,1.3,0.483046
521,16,3,1,1.6,0.843274
522,13,2,1,1.3,0.483046
523,12,2,1,1.2,0.421637
524,14,2,1,1.4,0.516398
525,10,1,1,1,0
526,11,2,1,1.1,0.316228
527,11,2,1,1.1,0.316228
528,13,2,1,1.3,0.483046
529,12,2,1,1.2,0.421637
530,13,2,1,1.3,0.483046
531,13,2,1,1.3,0.483046
532,12,2,1,1.2,0.421637
533,10,1,1,1,0
534,10,1,1,1,0
535,10,1,1,1,0
536,11,2,1,1.1,0.316228
537,11,2,1,1.1,0.316228
538,15,2,1,1.5,0.527046
539,18,2,1,1.8,0.421637
540,15,2,1,1.5,0.527046
541,12,2,1,1.2,0.421637
542,11,2,1,1.1,0.316228
543,11,2,1,1.1,0.316228
544,11,2,1,1.1,0.316228
545,12,2,1,1.2,0.421637
546,11,2,1,1.1,0.316228
547,10,1,1,1,0
548,14,2,1,1.4,0.516398
549,13,2,1,1.3,0.483046
550,12,2,1,1.2,0.421637
551,11,2,1,1.1,0.316228
552,10,1,1,1,0
553,11,2,1,1.1,0.316228
554,11,2,1,1.1,0.316228
555,12,2,1,1.2,0.421637
556,14,2,1,1.4,0.516398
557,14,2,1,1.4,0.516398
558,14,2,1,1.4,0.516398
559,14,2,1,1.4,0.516398
560,13,2,1,1.3,0.483046
561,13,2,1,1.3,0.483046
562,14,2,1,1.4,0.516398
563,11,2,1,1.1,0.316228
564,15,2,1,1.5,0.527046
565,12,2,1,1.2,0.421637
566,18,2,1,1.8,0.421637
567,14,2,1,1.4,0.516398
568,14,3,1,1.4,0.699206
569,13,2,1,1.3,0.483046
570,12,2,1,1.2,0.421637
571,12,2,1,1.2,0.421637
572,14,2,1,1.4,0.516398
573,15,3,1,1.5,0.707107
574,17,3,1,1.7,0.674949
575,17,3,1,1.7,0.674949
576,12,2,1,1.2,0.421637
577,14,2,1,1.4,0.516398
578,12,2,1,1.2,0.421637
579,11,2,1,1.1,0.316228
580,12,2,1,1.2,0.421637
581,12,2,1,1.2,0.421637
582,11,2,1,1.1,0.316228
583,11,2,1,1.1,0.316228
584,14,2,1,1.4,0.516398
585,16,2,1,1.6,0.516398
586,13,2,1,1.3,0.483046
587,12,2,1,1.2,0.421637
588,13,2,1,1.3,0.483046
589,11,2,1,1.1,0.316228
590,11,2,1,1.1,0.316228
591,14,3,1,1.4,0.699206
592,11,2,1,1.1,0.316228
593,12,2,1,1.2,0.421637
594,12,2,1,1.2,0.421637
595,12,2,1,1.2,0.421637
596,10,1,1,1,0
597,10,1,1,1,0
598,11,2,1,1.1,0.316228
599,15,2,1,1.5,0.527046
600,13,2,1,1.3,0.483046
601,13,2,1,1.3,0.483046
602,13,2,1,1.3,0.483046
603,14,2,1,1.4,0.516398
604,15,3,1,1.5,0.707107
605,14,2,1,1.4,0.516398
606,13,2,1,1.3,0.483046
607,14,2,1,1.4,0.516398
608,13,2,1,1.3,0.483046
609,14,2,1,1.4,0.516398
610,11,2,1,1.1,0.316228
611,11,2,1,1.1,0.316228
612,10,1,1,1,0
613,12,2,1,1.2,0.421637
614,16,2,1,1.6,0.516398
615,14,2,1,1.4,0.516398
616,11,2,1,1.1,0.316228
617,12,2,1,1.2,0.421637
618,11,2,1,1.1,0.316228
619,12,2,1,1.2,0.421637
620,10,1,1,1,0
621,11,2,1,1.1,0.316228
622,13,2,1,1.3,0.483046
623,11,2,1,1.1,0.316228
624,10,1,1,1,0
625,11,2,1,1.1,0.316228
626,13,2,1,1.3,0.483046
627,10,1,1,1,0
628,10,1,1,1,0
629,11,2,1,1.1,0.316228
630,13,2,1,1.3,0.483046
631,11,2,1,1.1,0.316228
632,11,2,1,1.1,0.316228
633,12,2,1,1.2,0.421637
634,11,2,1,1.1,0.316228
635,11,2,1,1.1,0.316228
636,11,2,1,1.1,0.316228
637,12,2,1,1.2,0.421637
638,11,2,1,1.1,0.316228
639,13,2,1,1.3,0.483046
640,15,2,1,1.5,0.527046
641,13,2,1,1.3,0.483046
642,15,2,1,1.5,0.527046
643,12,2,1,1.2,0.421637
644,13,2,1,1.3,0.483046
645,12,2,1,1.2,0.421637
646,20,2,2,2,0
647,17,2,1,1.7,0.483046
648,16,2,1,1.6,0.516398
649,14,2,1,1.4,0.516398
650,10,1,1,1,0
651,10,1,1,1,0
652,10,1,1,1,0
653,11,2,1,1.1,0.316228
654,12,2,1,1.2,0.421637
655,16,3,1,1.6,0.699206
656,15,2,1,1.5,0.527046
657,16,2,1,1.6,0.516398
658,14,2,1,1.4,0.516398
659,14,2,1,1.4,0.516398
660,18,2,1,1.8,0.421637
661,12,2,1,1.2,0.421637
662,12,2,1,1.2,0.421637
663,12,2,1,1.2,0.421637
664,10,1,1,1,0
665,14,2,1,1.4,0.516398
666,11,2,1,1.1,0.316228
667,11,2,1,1.1,0.316228
668,15,2,1,1.5,0.527046
669,14,2,1,1.4,0.516398
670,11,2,1,1.1,0.316228
671,10,1,1,1,0
672,11,2,1,1.1,0.316228
673,13,2,1,1.3,0.483046
674,13,2,1,1.3,0.483046
675,12,2,1,1.2,0.421637
676,11,2,1,1.1,0.316228
677,10,1,1,1,0
678,10,1,1,1,0
679,10,1,1,1,0
680,11,2,1,1.1,0.316228
681,13,2,1,1.3,0.483046
682,14,2,1,1.4,0.516398
683,20,2,2,2,0
684,17,2,1,1.7,0.483046
685,18,3,1,1.8,0.632456
686,13,2,1,1.3,0.483046
687,12,2,1,1.2,0.421637
688,10,1,1,1,0
689,11,2,1,1.1,0.316228
690,10,1,1,1,0
691,10,1,1,1,0
692,11,2,1,1.1,0.316228
693,10,1,1,1,0
694,10,1,1,1,0
695,11,2,1,1.1,0.316228
696,10,1,1,1,0
697,11,2,1,1.1,0.316228
698,13,2,1,1.3,0.483046
699,13,2,1,1.3,0.483046
700,14,2,1,1.4,0.516398
701,14,2,1,1.4,0.516398
702,13,2,1,1.3,0.483046
703,13,3,1,1.3,0.674949
704,12,2,1,1.2,0.421637
705,11,2,1,1.1,0.316228
706,11,2,1,1.1,0.316228
707,12,2,1,1.2,0.421637
708,12,2,1,1.2,0.421637
709,17,2,1,1.7,0.483046
710,15,2,1,1.5,0.527046
711,14,2,1,1.4,0.516398
712,15,2,1,1.5,0.527046
713,14,3,1,1.4,0.699206
714,14,4,1,1.4,0.966092
715,10,1,1,1,0
716,14,2,1,1.4,0.516398
717,11,2,1,1.1,0.316228
718,10,1,1,1,0
719,10,1,1,1,0
720,12,2,1,1.2,0.421637
721,11,2,1,1.1,0.316228
722,10,1,1,1,0
723,11,2,1,1.1,0.316228
724,10,1,1,1,0
725,10,1,1,1,0
726,14,3,1,1.4,0.699206
727,13,2,1,1.3,0.483046
728,10,1,1,1,0
729,11,2,1,1.1,0.316228
730,10,1,1,1,0
731,11,2,1,1.1,0.316228
732,11,2,1,1.1,0.316228
733,10,1,1,1,0
734,10,1,1,1,0
735,10,1,1,1,0
736,11,2,1,1.1,0.316228
737,11,2,1,1.1,0.316228
738,14,2,1,1.4,0.516398
739,11,2,1,1.1,0.316228
740,14,2,1,1.4,0.516398
741,20,3,1,2,0.471405
742,17,3,1,1.7,0.674949
743,17,2,1,1.7,0.483046
744,13,2,1,1.3,0.483046
745,17,2,1,1.7,0.483046
746,14,2,1,1.4,0.516398
747,14,2,1,1.4,0.516398
748,15,2,1,1.5,0.527046
749,16,2,1,1.6,0.516398
750,15,2,1,1.5,0.527046
751,12,2,1,1.2,0.421637
752,13,2,1,1.3,0.483046
753,15,2,1,1.5,0.527046
754,16,2,1,1.6,0.516398
755,13,2,1,1.3,0.483046
756,12,2,1,1.2,0.421637
757,13,2,1,1.3,0.483046
758,12,2,1,1.2,0.421637
759,13,2,1,1.3,0.483046
760,12,2,1,1.2,0.421637
761,11,2,1,1.1,0.316228
762,11,2,1,1.1,0.316228
763,11,2,1,1.1,0.316228
764,11,2,1,1.1,0.316228
765,12,2,1,1.2,0.421637
766,11,2,1,1.1,0.316228
767,12,2,1,1.2,0.421637
768,12,2,1,1.2,0.421637
769,12,2,1,1.2,0.421637
770,13,3,1,1.3,0.674949
771,17,2,1,1.7,0.483046
772,14,2,1,1.4,0.516398
773,13,2,1,1.3,0.483046
774,13,2,1,1.3,0.483046
775,12,2,1,1.2,0.421637
776,12,2,1,1.2,0.421637
777,12,2,1,1.2,0.421637
778,14,2,1,1.4,0.516398
779,14,2,1,1.4,0.516398
780,10,1,1,1,0
781,10,1,1,1,0
782,10,1,1,1,0
783,10,1,1,1,0
784,11,2,1,1.1,0.316228
785,12,2,1,1.2,0.421637
786,14,2,1,1.4,0.516398
787,12,2,1,1.2,0.421637
788,11,2,1,1.1,0.316228
789,12,2,1,1.2,0.421637
790,11,2,1,1.1,0.316228
791,11,2,1,1.1,0.316228
792,12,3,1,1.2,0.632456
793,12,2,1,1.2,0.421637
794,12,2,1,1.2,0.421637
795,11,2,1,1.1,0.316228
796,11,2,1,1.1,0.316228
797,11,2,1,1.1,0.316228
798,13,2,1,1.3,0.483046
799,11,2,1,1.1,0.316228
800,11,2,1,1.1,0.316228
801,14,2,1,1.4,0.516398
802,15,3,1,1.5,0.707107
803,12,2,1,1.2,0.421637
804,11,2,1,1.1,0.316228
805,10,1,1,1,0
806,10,1,1,1,0
807,12,2,1,1.2,0.421637
808,11,2,1,1.1,0.316228
809,13,2,1,1.3,0.483046
810,15,2,1,1.5,0.527046
811,12,2,1,1.2,0.421637
812,12,2,1,1.2,0.421637
813,15,2,1,1.5,0.527046
814,14,3,1,1.4,0.699206
815,14,2,1,1.4,0.516398
816,14,2,1,1.4,0.516398
817,12,2,1,1.2,0.421637
818,12,2,1,1.2,0.421637
819,13,2,1,1.3,0.483046
820,10,1,1,1,0
821,14,2,1,1.4,0.516398
822,11,2,1,1.1,0.316228
823,13,2,1,1.3,0.483046
824,14,2,1,1.4,0.516398
825,13,2,1,1.3,0.483046
826,13,2,1,1.3,0.483046
827,11,2,1,1.1,0.316228
828,10,1,1,1,0
829,13,2,1,1.3,0.483046
830,12,2,1,1.2,0.421637
831,13,2,1,1.3,0.483046
832,13,2,1,1.3,0.483046
833,13,2,1,1.3,0.483046
834,13,2,1,1.3,0.483046
835,13,2,1,1.3,0.483046
836,11,2,1,1.1,0.316228
837,11,2,1,1.1,0.316228
838,11,2,1,1.1,0.316228
839,13,2,1,1.3,0.483046
840,13,2,1,1.3,0.483046
841,11,2,1,1.1,0.316228
842,12,2,1,1.2,0.421637
843,11,2,1,1.1,0.316228
844,10,1,1,1,0
845,10,1,1,1,0
846,10,1,1,1,0
847,11,2,1,1.1,0.316228
848,12,2,1,1.2,0.421637
849,14,2,1,1.4,0.516398
850,15,2,1,1.5,0.527046
851,12,2,1,1.2,0.421637
852,10,1,1,1,0
853,11,2,1,1.1,0.316228
854,12,2,1,1.2,0.421637
855,10,1,1,1,0
856,10,1,1,1,0
