Epoch,Total Event,Max,Min,Mean,Std Dev
133,25,4,2,2.5,0.849837
134,21,3,2,2.1,0.316228
135,21,3,2,2.1,0.316228
136,20,2,2,2,0
137,29,4,2,2.9,0.567646
138,22,3,2,2.2,0.421637
139,21,3,1,2.1,0.567646
140,22,3,2,2.2,0.421637
141,22,4,2,2.2,0.632456
142,20,2,2,2,0
143,20,2,2,2,0
144,19,4,1,1.9,0.994429
145,23,4,2,2.3,0.674949
146,18,3,1,1.8,0.632456
147,22,4,2,2.2,0.632456
148,20,2,2,2,0
149,21,3,2,2.1,0.316228
150,20,2,2,2,0
151,24,3,2,2.4,0.516398
152,21,3,2,2.1,0.316228
153,21,3,2,2.1,0.316228
154,22,3,2,2.2,0.421637
155,22,3,2,2.2,0.421637
156,17,2,1,1.7,0.483046
157,23,3,2,2.3,0.483046
158,24,4,2,2.4,0.699206
159,21,3,2,2.1,0.316228
160,21,3,2,2.1,0.316228
161,18,2,1,1.8,0.421637
162,21,3,2,2.1,0.316228
163,20,3,1,2,0.666667
164,22,3,2,2.2,0.421637
165,20,2,2,2,0
166,22,3,2,2.2,0.421637
167,24,4,2,2.4,0.699206
168,24,4,2,2.4,0.699206
169,18,2,1,1.8,0.421637
170,23,4,1,2.3,0.823273
171,19,3,1,1.9,0.567646
172,21,3,2,2.1,0.316228
173,23,3,2,2.3,0.483046
174,24,3,2,2.4,0.516398
175,25,4,2,2.5,0.707107
176,19,3,1,1.9,0.567646
177,21,3,2,2.1,0.316228
178,21,3,2,2.1,0.316228
179,25,4,2,2.5,0.849837
180,24,5,2,2.4,0.966092
181,21,3,2,2.1,0.316228
182,23,3,2,2.3,0.483046
183,25,4,2,2.5,0.707107
184,26,5,2,2.6,0.966092
185,26,5,2,2.6,0.966092
186,27,5,2,2.7,0.948683
187,23,3,2,2.3,0.483046
188,36,4,3,3.6,0.516398
189,25,4,2,2.5,0.707107
190,24,4,2,2.4,0.699206
191,26,4,2,2.6,0.699206
192,26,5,2,2.6,1.074968
193,27,4,2,2.7,0.948683
194,23,3,2,2.3,0.483046
195,25,3,2,2.5,0.527046
196,25,4,2,2.5,0.707107
197,23,3,2,2.3,0.483046
198,20,2,2,2,0
199,17,2,1,1.7,0.483046
200,12,2,1,1.2,0.421637
201,22,3,2,2.2,0.421637
202,22,3,2,2.2,0.421637
203,23,3,2,2.3,0.483046
204,20,2,2,2,0
205,21,3,2,2.1,0.316228
206,24,4,2,2.4,0.699206
207,22,3,2,2.2,0.421637
208,21,3,2,2.1,0.316228
209,21,3,2,2.1,0.316228
210,24,4,2,2.4,0.699206
211,23,3,2,2.3,0.483046
212,21,3,2,2.1,0.316228
213,22,3,2,2.2,0.421637
214,25,5,2,2.5,0.971825
215,19,4,1,1.9,0.875595
216,21,3,2,2.1,0.316228
217,21,3,1,2.1,0.567646
218,15,3,1,1.5,0.849837
219,20,4,1,2,0.816497
220,21,3,2,2.1,0.316228
221,25,4,2,2.5,0.849837
222,24,4,2,2.4,0.699206
223,19,3,1,1.9,0.567646
224,18,2,1,1.8,0.421637
225,19,2,1,1.9,0.316228
226,16,2,1,1.6,0.516398
227,22,3,2,2.2,0.421637
228,15,3,1,1.5,0.707107
229,20,5,1,2,1.154701
230,21,3,2,2.1,0.316228
231,14,2,1,1.4,0.516398
232,21,3,2,2.1,0.316228
233,20,2,2,2,0
234,18,2,1,1.8,0.421637
235,20,3,1,2,0.471405
236,17,2,1,1.7,0.483046
237,16,3,1,1.6,0.699206
238,20,3,1,2,0.666667
239,16,2,1,1.6,0.516398
240,14,2,1,1.4,0.516398
241,15,2,1,1.5,0.527046
242,14,2,1,1.4,0.516398
243,16,2,1,1.6,0.516398
244,14,2,1,1.4,0.516398
245,17,2,1,1.7,0.483046
246,18,4,1,1.8,0.918937
247,17,4,1,1.7,0.948683
248,16,2,1,1.6,0.516398
249,15,2,1,1.5,0.527046
250,15,2,1,1.5,0.527046
251,21,3,2,2.1,0.316228
252,21,3,2,2.1,0.316228
253,24,4,2,2.4,0.699206
254,22,3,2,2.2,0.421637
255,22,3,2,2.2,0.421637
256,23,3,2,2.3,0.483046
257,24,5,2,2.4,0.966092
258,22,5,1,2.2,1.135292
259,22,3,2,2.2,0.421637
260,14,3,1,1.4,0.699206
261,20,4,1,2,1.154701
262,14,3,1,1.4,0.699206
263,19,3,1,1.9,0.737865
264,22,3,2,2.2,0.421637
265,22,3,2,2.2,0.421637
266,21,3,2,2.1,0.316228
267,21,3,2,2.1,0.316228
268,23,3,2,2.3,0.483046
269,23,3,2,2.3,0.483046
270,22,3,2,2.2,0.421637
271,16,3,1,1.6,0.843274
272,10,1,1,1,0
273,14,2,1,1.4,0.516398
274,17,3,1,1.7,0.948683
275,21,3,2,2.1,0.316228
276,24,3,2,2.4,0.516398
277,22,3,2,2.2,0.421637
278,28,4,2,2.8,0.918937
279,31,4,2,3.1,0.567646
280,23,3,2,2.3,0.483046
281,21,3,2,2.1,0.316228
282,23,3,2,2.3,0.483046
283,23,3,2,2.3,0.483046
284,21,3,2,2.1,0.316228
285,21,3,2,2.1,0.316228
286,21,3,2,2.1,0.316228
287,22,3,2,2.2,0.421637
288,20,2,2,2,0
289,22,4,2,2.2,0.632456
290,23,3,2,2.3,0.483046
291,19,3,1,1.9,0.567646
292,22,3,2,2.2,0.421637
293,20,2,2,2,0
294,24,3,2,2.4,0.516398
295,22,3,2,2.2,0.421637
296,21,3,2,2.1,0.316228
297,20,3,1,2,0.666667
298,21,3,2,2.1,0.316228
299,19,3,1,1.9,0.567646
300,16,2,1,1.6,0.516398
301,24,4,2,2.4,0.699206
302,24,4,2,2.4,0.699206
303,22,3,2,2.2,0.421637
304,21,3,2,2.1,0.316228
305,23,5,1,2.3,1.159502
306,25,4,2,2.5,0.707107
307,22,4,2,2.2,0.632456
308,22,3,2,2.2,0.421637
309,23,5,2,2.3,0.948683
310,17,3,1,1.7,0.674949
311,22,3,2,2.2,0.421637
312,17,2,1,1.7,0.483046
313,25,4,2,2.5,0.849837
314,20,3,1,2,0.666667
315,24,4,2,2.4,0.699206
316,23,4,2,2.3,0.674949
317,24,4,2,2.4,0.699206
318,16,2,1,1.6,0.516398
319,16,3,1,1.6,0.699206
320,17,2,1,1.7,0.483046
321,15,2,1,1.5,0.527046
322,20,4,1,2,0.816497
323,19,4,1,1.9,0.994429
324,18,2,1,1.8,0.421637
325,14,2,1,1.4,0.516398
326,15,2,1,1.5,0.527046
327,17,4,1,1.7,0.948683
328,18,4,1,1.8,0.918937
329,22,3,2,2.2,0.421637
330,18,3,1,1.8,0.918937
331,15,2,1,1.5,0.527046
332,20,2,2,2,0
333,20,2,2,2,0
334,24,3,2,2.4,0.516398
335,30,5,2,3,0.942809
336,33,5,2,3.3,0.823273
337,30,5,2,3,0.942809
338,23,4,2,2.3,0.674949
339,21,3,2,2.1,0.316228
340,20,2,2,2,0
341,22,3,2,2.2,0.421637
342,20,2,2,2,0
343,21,3,2,2.1,0.316228
344,17,2,1,1.7,0.483046
345,20,2,2,2,0
346,22,3,2,2.2,0.421637
347,21,3,2,2.1,0.316228
348,22,3,2,2.2,0.421637
349,20,2,2,2,0
350,21,3,2,2.1,0.316228
351,17,2,1,1.7,0.483046
352,23,4,2,2.3,0.674949
353,21,3,2,2.1,0.316228
354,23,4,2,2.3,0.674949
355,20,5,1,2,1.247219
356,18,3,1,1.8,0.788811
357,22,3,2,2.2,0.421637
358,23,4,2,2.3,0.674949
359,24,4,2,2.4,0.699206
360,26,4,2,2.6,0.699206
361,26,4,2,2.6,0.699206
362,22,3,2,2.2,0.421637
363,20,2,2,2,0
364,27,4,2,2.7,0.823273
365,21,3,1,2.1,0.567646
366,17,2,1,1.7,0.483046
367,15,2,1,1.5,0.527046
368,20,3,1,2,0.471405
369,17,3,1,1.7,0.674949
370,23,3,2,2.3,0.483046
371,20,2,2,2,0
372,23,4,2,2.3,0.674949
373,22,5,1,2.2,1.032796
374,21,3,2,2.1,0.316228
375,24,3,2,2.4,0.516398
376,25,4,2,2.5,0.707107
377,22,3,2,2.2,0.421637
378,23,3,2,2.3,0.483046
379,20,2,2,2,0
380,20,2,2,2,0
381,21,3,2,2.1,0.316228
382,23,3,2,2.3,0.483046
383,20,2,2,2,0
384,15,2,1,1.5,0.527046
385,17,3,1,1.7,0.674949
386,21,3,2,2.1,0.316228
387,24,4,2,2.4,0.699206
388,21,4,1,2.1,0.875595
389,19,4,1,1.9,0.875595
390,19,2,1,1.9,0.316228
391,20,2,2,2,0
392,22,3,2,2.2,0.421637
393,20,2,2,2,0
394,24,4,2,2.4,0.843274
395,24,3,2,2.4,0.516398
396,26,4,2,2.6,0.699206
397,22,3,2,2.2,0.421637
398,21,3,2,2.1,0.316228
399,19,3,1,1.9,0.567646
400,19,3,1,1.9,0.567646
401,17,3,1,1.7,0.674949
402,16,2,1,1.6,0.516398
403,20,3,1,2,0.471405
404,15,3,1,1.5,0.707107
405,15,3,1,1.5,0.707107
406,20,2,2,2,0
407,21,3,2,2.1,0.316228
408,20,3,1,2,0.816497
409,20,2,2,2,0
410,17,2,1,1.7,0.483046
411,26,3,2,2.6,0.516398
412,22,3,2,2.2,0.421637
413,18,4,1,1.8,1.032796
414,22,3,2,2.2,0.421637
415,17,2,1,1.7,0.483046
416,13,2,1,1.3,0.483046
417,26,4,2,2.6,0.699206
418,21,6,1,2.1,1.449138
419,20,4,1,2,1.154701
420,21,3,2,2.1,0.316228
421,21,3,2,2.1,0.316228
422,21,3,2,2.1,0.316228
423,20,2,2,2,0
424,24,4,2,2.4,0.699206
425,21,3,2,2.1,0.316228
426,21,3,2,2.1,0.316228
427,22,3,2,2.2,0.421637
428,21,3,2,2.1,0.316228
429,21,3,2,2.1,0.316228
430,24,5,2,2.4,0.966092
431,24,4,2,2.4,0.699206
432,24,4,2,2.4,0.699206
433,24,4,2,2.4,0.699206
434,20,2,2,2,0
435,21,3,2,2.1,0.316228
436,24,5,2,2.4,0.966092
437,27,6,2,2.7,1.337494
438,23,3,2,2.3,0.483046
439,19,2,1,1.9,0.316228
440,24,4,2,2.4,0.699206
441,22,3,2,2.2,0.421637
442,26,4,2,2.6,0.699206
443,24,4,2,2.4,0.699206
444,24,4,2,2.4,0.699206
445,20,3,1,2,0.471405
446,19,2,1,1.9,0.316228
447,17,4,1,1.7,1.05935
448,20,3,1,2,0.666667
449,16,2,1,1.6,0.516398
450,14,2,1,1.4,0.516398
451,22,3,2,2.2,0.421637
452,17,2,1,1.7,0.483046
453,22,3,1,2.2,0.632456
454,17,3,1,1.7,0.674949
455,18,3,1,1.8,0.632456
456,20,3,1,2,0.471405
457,20,2,2,2,0
458,22,4,2,2.2,0.632456
459,24,4,2,2.4,0.699206
460,25,4,2,2.5,0.707107
461,23,4,2,2.3,0.674949
462,20,3,1,2,0.471405
463,31,5,2,3.1,1.286684
464,20,2,2,2,0
465,21,3,2,2.1,0.316228
466,22,4,2,2.2,0.632456
467,19,3,1,1.9,0.567646
468,20,2,2,2,0
469,19,3,1,1.9,0.567646
470,22,4,2,2.2,0.632456
471,22,3,2,2.2,0.421637
472,24,4,2,2.4,0.699206
473,21,3,1,2.1,0.567646
474,22,3,2,2.2,0.421637
475,21,3,2,2.1,0.316228
476,16,2,1,1.6,0.516398
477,15,2,1,1.5,0.527046
478,16,2,1,1.6,0.516398
479,20,3,1,2,0.471405
480,25,4,2,2.5,0.707107
481,23,4,2,2.3,0.674949
482,24,4,2,2.4,0.699206
483,23,4,2,2.3,0.674949
484,24,3,2,2.4,0.516398
485,18,3,1,1.8,0.788811
486,19,2,1,1.9,0.316228
487,21,3,1,2.1,0.567646
488,19,3,1,1.9,0.567646
489,14,2,1,1.4,0.516398
490,17,2,1,1.7,0.483046
491,17,4,1,1.7,0.948683
492,19,4,1,1.9,0.994429
493,17,3,1,1.7,0.674949
494,14,2,1,1.4,0.516398
495,20,3,1,2,0.471405
496,12,2,1,1.2,0.421637
497,21,5,1,2.1,1.100505
498,16,5,1,1.6,1.264911
499,14,2,1,1.4,0.516398
500,21,3,2,2.1,0.316228
501,22,3,2,2.2,0.421637
502,21,3,2,2.1,0.316228
503,22,3,2,2.2,0.421637
504,23,5,1,2.3,1.05935
505,23,4,2,2.3,0.674949
506,20,3,1,2,0.666667
507,16,3,1,1.6,0.699206
508,20,2,2,2,0
509,22,3,2,2.2,0.421637
510,25,4,2,2.5,0.707107
511,26,4,2,2.6,0.843274
512,20,2,2,2,0
513,12,2,1,1.2,0.421637
514,16,2,1,1.6,0.516398
515,14,2,1,1.4,0.516398
516,21,3,2,2.1,0.316228
517,16,3,1,1.6,0.699206
518,16,2,1,1.6,0.516398
519,26,5,2,2.6,1.074968
520,24,3,2,2.4,0.516398
521,25,4,2,2.5,0.849837
522,21,3,2,2.1,0.316228
523,18,3,1,1.8,0.632456
524,15,2,1,1.5,0.527046
525,19,3,1,1.9,0.567646
526,17,2,1,1.7,0.483046
527,16,2,1,1.6,0.516398
528,17,3,1,1.7,0.674949
529,17,2,1,1.7,0.483046
530,19,4,1,1.9,0.875595
531,13,2,1,1.3,0.483046
532,19,2,1,1.9,0.316228
533,22,3,1,2.2,0.632456
534,20,3,1,2,0.471405
535,18,4,1,1.8,0.918937
536,19,4,1,1.9,0.875595
537,19,3,1,1.9,0.737865
538,17,3,1,1.7,0.674949
539,21,3,2,2.1,0.316228
540,24,4,2,2.4,0.699206
541,26,5,2,2.6,1.074968
542,18,2,1,1.8,0.421637
543,16,2,1,1.6,0.516398
544,19,3,1,1.9,0.567646
545,22,3,2,2.2,0.421637
546,22,3,2,2.2,0.421637
547,21,3,1,2.1,0.737865
548,21,3,2,2.1,0.316228
549,16,2,1,1.6,0.516398
550,17,4,1,1.7,0.948683
551,16,5,1,1.6,1.264911
552,16,3,1,1.6,0.699206
553,19,3,1,1.9,0.567646
554,18,2,1,1.8,0.421637
555,19,2,1,1.9,0.316228
556,21,3,1,2.1,0.567646
557,20,4,1,2,0.816497
558,24,3,2,2.4,0.516398
559,32,4,3,3.2,0.421637
560,23,3,2,2.3,0.483046
561,21,3,2,2.1,0.316228
562,20,2,2,2,0
563,20,3,1,2,0.471405
564,25,4,2,2.5,0.849837
565,28,4,2,2.8,0.788811
566,28,6,2,2.8,1.229273
567,24,4,2,2.4,0.699206
568,20,3,1,2,0.471405
569,20,2,2,2,0
570,22,3,2,2.2,0.421637
571,22,4,1,2.2,0.788811
572,21,3,2,2.1,0.316228
573,24,5,2,2.4,0.966092
574,28,5,2,2.8,0.918937
575,21,3,2,2.1,0.316228
576,21,3,2,2.1,0.316228
577,20,3,1,2,0.471405
578,24,4,2,2.4,0.699206
579,19,3,1,1.9,0.567646
580,21,3,1,2.1,0.567646
581,20,2,2,2,0
582,22,3,2,2.2,0.421637
583,23,3,2,2.3,0.483046
584,21,3,2,2.1,0.316228
585,21,3,2,2.1,0.316228
586,20,2,2,2,0
587,17,2,1,1.7,0.483046
588,23,3,2,2.3,0.483046
589,22,4,1,2.2,0.788811
590,23,3,2,2.3,0.483046
591,21,3,2,2.1,0.316228
592,21,3,2,2.1,0.316228
593,26,4,2,2.6,0.699206
594,21,3,2,2.1,0.316228
595,21,3,2,2.1,0.316228
596,23,4,2,2.3,0.674949
597,14,3,1,1.4,0.699206
598,13,2,1,1.3,0.483046
599,25,4,2,2.5,0.707107
600,24,4,2,2.4,0.699206
601,23,3,2,2.3,0.483046
602,26,4,2,2.6,0.843274
603,25,3,2,2.5,0.527046
604,25,3,2,2.5,0.527046
605,26,7,2,2.6,1.577621
606,25,6,2,2.5,1.269296
607,19,3,1,1.9,0.737865
608,22,3,2,2.2,0.421637
609,21,3,2,2.1,0.316228
610,17,3,1,1.7,0.674949
611,24,3,2,2.4,0.516398
612,18,3,1,1.8,0.632456
613,22,3,2,2.2,0.421637
614,22,3,2,2.2,0.421637
615,21,4,1,2.1,0.737865
616,24,4,2,2.4,0.699206
617,18,2,1,1.8,0.421637
618,16,2,1,1.6,0.516398
619,20,3,1,2,0.471405
620,16,2,1,1.6,0.516398
621,18,3,1,1.8,0.632456
622,21,3,2,2.1,0.316228
623,19,2,1,1.9,0.316228
624,16,2,1,1.6,0.516398
625,18,3,1,1.8,0.632456
626,21,3,2,2.1,0.316228
627,20,2,2,2,0
628,17,3,1,1.7,0.674949
629,21,3,2,2.1,0.316228
630,19,3,1,1.9,0.567646
631,20,3,1,2,0.471405
632,18,2,1,1.8,0.421637
633,23,3,2,2.3,0.483046
634,17,2,1,1.7,0.483046
635,18,3,1,1.8,0.632456
636,20,2,2,2,0
637,23,4,2,2.3,0.674949
638,26,4,2,2.6,0.699206
639,21,3,2,2.1,0.316228
640,24,3,2,2.4,0.516398
641,23,5,2,2.3,0.948683
642,22,3,2,2.2,0.421637
643,22,3,2,2.2,0.421637
644,24,3,2,2.4,0.516398
645,24,3,2,2.4,0.516398
646,23,3,2,2.3,0.483046
647,32,5,2,3.2,1.032796
648,25,4,2,2.5,0.707107
649,27,5,2,2.7,1.05935
650,23,3,2,2.3,0.483046
651,17,2,1,1.7,0.483046
652,15,2,1,1.5,0.527046
653,20,3,1,2,0.471405
654,21,3,2,2.1,0.316228
655,31,6,2,3.1,1.197219
656,29,5,2,2.9,1.100505
657,30,3,3,3,0
658,26,4,2,2.6,0.843274
659,24,3,2,2.4,0.516398
660,23,3,2,2.3,0.483046
661,21,6,1,2.1,1.66333
662,24,5,2,2.4,0.966092
663,15,2,1,1.5,0.527046
664,15,3,1,1.5,0.707107
665,20,3,1,2,0.471405
666,15,2,1,1.5,0.527046
667,19,3,1,1.9,0.737865
668,24,3,2,2.4,0.516398
669,24,4,2,2.4,0.843274
670,22,3,2,2.2,0.421637
671,17,3,1,1.7,0.674949
672,15,3,1,1.5,0.707107
673,22,3,2,2.2,0.421637
674,19,3,1,1.9,0.567646
675,16,2,1,1.6,0.516398
676,14,2,1,1.4,0.516398
677,21,3,2,2.1,0.316228
678,15,3,1,1.5,0.707107
679,14,2,1,1.4,0.516398
680,18,2,1,1.8,0.421637
681,22,3,1,2.2,0.632456
682,21,3,2,2.1,0.316228
683,24,3,2,2.4,0.516398
684,28,5,2,2.8,1.032796
685,25,3,2,2.5,0.527046
686,21,3,2,2.1,0.316228
687,18,3,1,1.8,0.632456
688,16,2,1,1.6,0.516398
689,20,2,2,2,0
690,17,2,1,1.7,0.483046
691,17,2,1,1.7,0.483046
692,15,3,1,1.5,0.707107
693,21,3,2,2.1,0.316228
694,20,4,1,2,0.816497
695,17,3,1,1.7,0.674949
696,21,3,2,2.1,0.316228
697,22,4,1,2.2,0.788811
698,22,3,2,2.2,0.421637
699,17,2,1,1.7,0.483046
700,25,3,2,2.5,0.527046
701,22,3,2,2.2,0.421637
702,18,3,1,1.8,0.632456
703,20,4,1,2,0.816497
704,20,3,1,2,0.816497
705,23,3,2,2.3,0.483046
706,23,3,2,2.3,0.483046
707,22,3,2,2.2,0.421637
708,23,3,2,2.3,0.483046
709,24,3,2,2.4,0.516398
710,26,4,2,2.6,0.699206
711,22,4,2,2.2,0.632456
712,24,3,2,2.4,0.516398
713,25,3,2,2.5,0.527046
714,21,4,1,2.1,0.737865
715,18,3,1,1.8,0.632456
716,24,3,2,2.4,0.516398
717,17,2,1,1.7,0.483046
718,15,2,1,1.5,0.527046
719,22,4,2,2.2,0.632456
720,23,4,2,2.3,0.674949
721,21,3,1,2.1,0.567646
722,18,3,1,1.8,0.632456
723,14,2,1,1.4,0.516398
724,17,3,1,1.7,0.674949
725,23,4,2,2.3,0.674949
726,18,3,1,1.8,0.918937
727,19,3,1,1.9,0.567646
728,16,2,1,1.6,0.516398
729,12,2,1,1.2,0.421637
730,15,2,1,1.5,0.527046
731,13,2,1,1.3,0.483046
732,24,3,2,2.4,0.516398
733,17,2,1,1.7,0.483046
734,19,3,1,1.9,0.737865
735,17,2,1,1.7,0.483046
736,20,3,1,2,0.666667
737,26,4,2,2.6,0.699206
738,19,3,1,1.9,0.567646
739,20,2,2,2,0
740,24,3,2,2.4,0.516398
741,22,3,2,2.2,0.421637
742,24,3,2,2.4,0.516398
743,22,3,2,2.2,0.421637
744,21,3,2,2.1,0.316228
745,23,4,2,2.3,0.674949
746,26,4,2,2.6,0.843274
747,22,3,2,2.2,0.421637
748,20,3,1,2,0.666667
749,22,3,2,2.2,0.421637
750,23,5,2,2.3,0.948683
751,21,3,2,2.1,0.316228
752,23,3,2,2.3,0.483046
753,24,3,2,2.4,0.516398
754,23,3,2,2.3,0.483046
755,23,3,2,2.3,0.483046
756,23,3,2,2.3,0.483046
757,21,3,2,2.1,0.316228
758,22,3,1,2.2,0.632456
759,24,4,2,2.4,0.699206
760,16,2,1,1.6,0.516398
761,20,3,1,2,0.666667
762,20,3,1,2,0.471405
763,17,3,1,1.7,0.674949
764,20,2,2,2,0
765,21,3,2,2.1,0.316228
766,22,3,2,2.2,0.421637
767,23,3,2,2.3,0.483046
768,24,4,2,2.4,0.699206
769,22,3,2,2.2,0.421637
770,22,3,2,2.2,0.421637
771,24,6,2,2.4,1.264911
772,24,5,2,2.4,0.966092
773,22,3,2,2.2,0.421637
774,23,3,2,2.3,0.483046
775,21,3,2,2.1,0.316228
776,22,3,2,2.2,0.421637
777,21,3,2,2.1,0.316228
778,21,3,2,2.1,0.316228
779,21,3,1,2.1,0.567646
780,21,3,2,2.1,0.316228
781,15,2,1,1.5,0.527046
782,14,2,1,1.4,0.516398
783,22,3,2,2.2,0.421637
784,22,3,2,2.2,0.421637
785,19,3,1,1.9,0.737865
786,21,3,2,2.1,0.316228
787,18,2,1,1.8,0.421637
788,16,2,1,1.6,0.516398
789,19,2,1,1.9,0.316228
790,21,3,2,2.1,0.316228
791,23,3,2,2.3,0.483046
792,19,5,1,1.9,1.197219
793,20,2,2,2,0
794,19,3,1,1.9,0.737865
795,18,2,1,1.8,0.421637
796,20,2,2,2,0
797,16,2,1,1.6,0.516398
798,27,4,2,2.7,0.674949
799,21,4,1,2.1,0.875595
800,22,3,2,2.2,0.421637
801,22,4,2,2.2,0.632456
802,18,2,1,1.8,0.421637
803,23,3,2,2.3,0.483046
804,20,3,1,2,0.471405
805,17,3,1,1.7,0.674949
806,25,3,2,2.5,0.527046
807,22,3,2,2.2,0.421637
808,23,3,2,2.3,0.483046
809,22,3,2,2.2,0.421637
810,22,3,2,2.2,0.421637
811,23,3,2,2.3,0.483046
812,26,4,2,2.6,0.699206
813,22,4,2,2.2,0.632456
814,26,4,2,2.6,0.843274
815,22,3,2,2.2,0.421637
816,21,3,2,2.1,0.316228
817,23,3,2,2.3,0.483046
818,23,5,2,2.3,0.948683
819,19,3,1,1.9,0.737865
820,15,3,1,1.5,0.707107
821,26,3,2,2.6,0.516398
822,18,3,1,1.8,0.632456
823,21,3,2,2.1,0.316228
824,20,2,2,2,0
825,21,3,2,2.1,0.316228
826,21,3,2,2.1,0.316228
827,24,4,2,2.4,0.699206
828,23,4,2,2.3,0.674949
829,20,2,2,2,0
830,18,3,1,1.8,0.632456
831,18,3,1,1.8,0.788811
832,21,3,1,2.1,0.567646
833,17,2,1,1.7,0.483046
834,23,3,2,2.3,0.483046
835,20,2,2,2,0
836,20,2,2,2,0
837,15,2,1,1.5,0.527046
838,21,3,2,2.1,0.316228
839,22,3,2,2.2,0.421637
840,21,4,1,2.1,0.875595
841,21,3,2,2.1,0.316228
842,22,3,2,2.2,0.421637
