Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,103,6062,30,65,93.261538,202.066667,2140,9,284,6062,30,267,22.704120,202.066667,1999,32
2,1,120,6062,44,67,90.477612,137.772727,2140,9,286,6062,23,267,22.704120,263.565217,1999,53
3,1,130,6062,53,67,90.477612,114.377358,2140,9,289,6062,19,267,22.704120,319.052632,1999,57
4,1,140,6062,63,67,90.477612,96.222222,2140,9,290,6062,18,267,22.704120,336.777778,1999,53
5,1,150,6062,73,67,90.477612,83.041096,2140,9,289,6062,18,267,22.704120,336.777778,1999,63
6,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
7,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
8,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
9,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
10,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
15,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
20,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
25,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
30,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
35,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
40,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
45,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
50,1,150,6062,73,67,90.477612,83.041096,2140,9,290,6062,16,267,22.704120,378.875000,1999,64
