Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,102,6576,34,62,106.064516,193.411765,5452,7,399,6576,34,370,17.772973,193.411765,5000,45
2,1,108,6576,48,62,106.064516,137.000000,5452,7,400,6576,25,367,17.918256,263.040000,5000,85
3,1,121,6576,61,62,106.064516,107.803279,5452,7,399,6576,22,367,17.918256,298.909091,5000,90
4,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
5,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
6,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
7,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
8,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
9,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
10,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
15,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
20,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
25,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
30,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
35,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
40,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
45,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
50,1,121,6576,61,62,106.064516,107.803279,5452,7,394,6576,18,368,17.869565,365.333333,5000,90
