11,2.0,249,21,240,240
12,2.0,249,21,240,240
8,2.0,230,12,236,236
14,2.0,249,12,230,230
15,2.0,230,21,240,240
8,2.0,240,21,249,249
18,2.0,230,12,249,249
8,2.0,238,21,248,248
11,2.0,240,21,247,247
15,2.0,238,12,230,230
15,2.0,249,7,236,236
8,2.0,248,11,246,246
16,2.0,249,1,246,246
8,2.0,247,21,240,240
16,2.0,238,5,246,246
16,2.0,240,5,238,238
11,2.0,248,21,238,238
16,2.0,248,21,236,236
34,2.0,249,8,248,248
17,2.0,238,12,249,249
35,2.0,249,12,247,247
27,2.0,248,3,240,240
29,2.0,248,8,249,249
8,2.0,236,21,248,248
11,2.0,246,23,247,247
21,2.0,230,11,246,246
34,2.0,248,11,246,246
27,2.0,240,5,246,246
29,2.0,240,21,230,230
23,2.0,238,5,246,246
8,2.0,247,12,249,249
9,2.0,247,21,240,240
23,2.0,230,11,248,248
15,2.0,236,12,230,230
24,2.0,246,5,236,236
32,2.0,230,11,246,246
28,2.0,246,1,249,249
27,2.0,238,6,247,247
33,2.0,230,11,246,246
36,2.0,230,21,240,240
29,2.0,238,5,240,240
37,2.0,248,21,238,238
43,2.0,248,21,236,236
31,2.0,238,5,246,246
34,2.0,240,5,238,238
16,2.0,236,21,248,248
42,2.0,246,1,249,249
37,2.0,240,21,249,249
37,2.0,230,12,247,247
43,2.0,240,3,248,248
34,2.0,238,5,246,246
38,2.0,230,12,236,236
50,2.0,249,12,247,247
48,2.0,246,23,247,247
52,2.0,230,12,247,247
14,2.0,247,21,240,240
46,2.0,238,5,246,246
52,2.0,238,5,236,236
22,2.0,247,12,230,230
17,2.0,236,5,246,246
53,2.0,249,12,247,247
57,2.0,230,11,246,246
49,2.0,246,11,248,248
58,2.0,249,12,247,247
44,2.0,240,21,247,247
45,2.0,240,5,236,236
64,2.0,238,12,230,230
69,2.0,249,12,230,230
58,2.0,230,12,238,238
69,2.0,249,12,238,238
50,2.0,246,11,230,230
69,2.0,249,8,248,248
69,2.0,249,7,236,236
64,2.0,238,12,249,249
62,2.0,230,12,238,238
23,2.0,236,5,240,240
27,2.0,236,5,246,246
28,2.0,247,12,236,236
29,2.0,236,5,238,238
29,2.0,247,12,249,249
52,2.0,246,5,238,238
56,2.0,240,5,236,236
92,2.0,249,21,240,240
29,2.0,247,23,246,246
54,2.0,246,5,240,240
63,2.0,230,21,240,240
66,2.0,238,6,247,247
99,2.0,249,8,248,248
66,2.0,238,6,247,247
44,2.0,248,8,249,249
61,2.0,246,5,240,240
31,2.0,247,21,240,240
61,2.0,246,5,236,236
45,2.0,248,13,247,247
71,2.0,230,12,249,249
56,2.0,248,21,236,236
63,2.0,246,11,230,230
57,2.0,240,5,246,246
71,2.0,238,6,247,247
78,2.0,230,11,248,248
60,2.0,240,5,238,238
57,2.0,248,11,246,246
99,2.0,249,21,240,240
52,2.0,247,12,236,236
66,2.0,246,5,236,236
79,2.0,230,11,246,246
62,2.0,240,5,236,236
66,2.0,246,5,240,240
58,2.0,247,12,236,236
68,2.0,246,11,230,230
31,2.0,236,7,249,249
82,2.0,238,6,247,247
60,2.0,248,11,230,230
64,2.0,240,5,238,238
83,2.0,238,6,247,247
70,2.0,240,21,249,249
85,2.0,238,5,246,246
91,2.0,230,12,249,249
34,2.0,236,12,230,230
100,2.0,249,21,240,240
75,2.0,246,11,230,230
61,2.0,247,21,240,240
83,2.0,246,23,247,247
75,2.0,240,3,248,248
92,2.0,230,11,246,246
91,2.0,246,5,238,238
92,2.0,246,11,248,248
92,2.0,230,12,247,247
46,2.0,236,5,246,246
86,2.0,238,5,246,246
67,2.0,247,12,236,236
62,2.0,248,21,238,238
101,2.0,249,21,240,240
95,2.0,246,1,249,249
52,2.0,236,21,248,248
94,2.0,230,12,249,249
94,2.0,230,11,246,246
96,2.0,246,5,238,238
107,2.0,249,8,248,248
87,2.0,238,6,247,247
130,2.0,249,12,238,238
112,2.0,246,1,249,249
81,2.0,240,5,246,246
138,2.0,249,21,240,240
136,2.0,246,5,236,236
149,2.0,246,11,248,248
154,2.0,246,23,247,247
83,2.0,240,21,230,230
138,2.0,249,7,236,236
89,2.0,238,5,240,240
165,2.0,246,5,236,236
107,2.0,240,21,230,230
64,2.0,236,21,248,248
171,2.0,246,11,230,230
71,2.0,247,12,236,236
90,2.0,238,6,247,247
109,2.0,240,21,230,230
64,2.0,236,5,246,246
64,2.0,248,8,249,249
178,2.0,246,11,248,248
85,2.0,247,12,230,230
92,2.0,247,23,246,246
95,2.0,230,12,238,238
91,2.0,238,12,249,249
181,2.0,246,5,240,240
70,2.0,248,21,236,236
115,2.0,247,13,248,248
97,2.0,238,5,236,236
75,2.0,248,21,238,238
111,2.0,240,21,230,230
102,2.0,238,5,240,240
120,2.0,247,13,248,248
95,2.0,230,12,249,249
113,2.0,240,3,248,248
107,2.0,238,5,246,246
131,2.0,247,23,246,246
66,2.0,236,5,238,238
141,2.0,249,12,247,247
81,2.0,248,8,249,249
117,2.0,238,21,248,248
143,2.0,249,21,240,240
145,2.0,249,7,236,236
98,2.0,230,12,238,238
119,2.0,240,3,248,248
135,2.0,240,21,247,247
117,2.0,238,12,230,230
83,2.0,248,3,240,240
137,2.0,240,5,246,246
189,2.0,246,1,249,249
137,2.0,240,21,247,247
189,2.0,246,11,230,230
107,2.0,248,11,230,230
134,2.0,247,21,240,240
147,2.0,249,1,246,246
105,2.0,230,12,247,247
66,2.0,236,5,240,240
146,2.0,240,21,247,247
71,2.0,236,5,246,246
109,2.0,248,11,246,246
148,2.0,240,5,238,238
117,2.0,238,12,230,230
111,2.0,248,11,246,246
109,2.0,230,21,240,240
110,2.0,230,12,247,247
143,2.0,247,12,236,236
144,2.0,247,21,240,240
196,2.0,246,5,236,236
112,2.0,230,11,248,248
202,2.0,246,5,236,236
115,2.0,230,21,240,240
123,2.0,238,12,230,230
145,2.0,247,23,246,246
154,2.0,249,12,230,230
155,2.0,249,12,230,230
150,2.0,240,5,236,236
113,2.0,248,3,240,240
156,2.0,240,21,230,230
149,2.0,247,12,236,236
82,2.0,236,12,230,230
204,2.0,246,11,230,230
160,2.0,240,21,230,230
159,2.0,249,12,230,230
119,2.0,248,8,249,249
163,2.0,240,5,238,238
135,2.0,248,21,236,236
137,2.0,248,13,247,247
164,2.0,240,3,248,248
218,2.0,246,5,238,238
137,2.0,248,13,247,247
115,2.0,230,12,249,249
134,2.0,238,12,249,249
139,2.0,238,21,248,248
159,2.0,247,23,246,246
145,2.0,238,6,247,247
167,2.0,247,12,230,230
83,2.0,236,12,230,230
146,2.0,248,11,230,230
153,2.0,238,12,249,249
166,2.0,238,6,247,247
178,2.0,238,5,240,240
159,2.0,249,12,230,230
85,2.0,236,12,247,247
160,2.0,249,12,247,247
168,2.0,249,8,248,248
169,2.0,240,5,236,236
148,2.0,248,11,246,246
169,2.0,247,13,248,248
173,2.0,247,13,248,248
191,2.0,249,12,238,238
150,2.0,248,3,240,240
180,2.0,238,5,246,246
192,2.0,247,12,230,230
121,2.0,230,21,240,240
171,2.0,240,5,238,238
156,2.0,248,13,247,247
160,2.0,248,13,247,247
223,2.0,246,5,238,238
191,2.0,249,8,248,248
223,2.0,246,5,236,236
193,2.0,247,21,240,240
186,2.0,240,21,230,230
188,2.0,240,5,238,238
131,2.0,230,12,236,236
196,2.0,240,21,230,230
193,2.0,249,21,240,240
225,2.0,246,5,240,240
133,2.0,230,12,236,236
193,2.0,249,8,248,248
199,2.0,240,5,246,246
183,2.0,238,21,248,248
86,2.0,236,12,230,230
163,2.0,248,8,249,249
139,2.0,230,21,240,240
187,2.0,238,12,230,230
188,2.0,238,5,246,246
194,2.0,238,12,230,230
87,2.0,236,5,246,246
89,2.0,236,5,246,246
90,2.0,236,5,246,246
143,2.0,230,11,248,248
211,2.0,240,21,249,249
230,2.0,246,5,236,236
143,2.0,230,12,236,236
195,2.0,238,5,246,246
213,2.0,240,5,246,246
217,2.0,240,5,238,238
193,2.0,249,7,236,236
155,2.0,230,12,236,236
196,2.0,238,12,230,230
233,2.0,246,5,238,238
240,2.0,246,1,249,249
91,2.0,236,21,248,248
241,2.0,246,23,247,247
222,2.0,240,21,230,230
195,2.0,249,21,240,240
195,2.0,247,12,230,230
164,2.0,248,11,230,230
259,2.0,246,23,247,247
161,2.0,230,11,246,246
199,2.0,247,13,248,248
97,2.0,236,5,246,246
226,2.0,240,5,238,238
265,2.0,246,11,230,230
208,2.0,247,12,230,230
102,2.0,236,12,230,230
107,2.0,236,12,230,230
228,2.0,240,5,238,238
169,2.0,248,11,230,230
200,2.0,249,21,240,240
197,2.0,238,5,240,240
165,2.0,230,11,248,248
211,2.0,247,6,238,238
117,2.0,236,12,230,230
200,2.0,249,21,240,240
198,2.0,238,5,240,240
167,2.0,230,21,240,240
171,2.0,248,11,230,230
186,2.0,248,21,238,238
205,2.0,249,12,247,247
213,2.0,247,13,248,248
188,2.0,248,21,238,238
209,2.0,249,12,230,230
281,2.0,246,11,230,230
168,2.0,230,12,247,247
282,2.0,246,1,249,249
228,2.0,240,21,249,249
117,2.0,236,21,248,248
291,2.0,246,5,240,240
178,2.0,230,21,240,240
211,2.0,249,12,247,247
201,2.0,238,21,248,248
238,2.0,240,21,247,247
196,2.0,248,11,230,230
328,2.0,246,11,230,230
199,2.0,248,13,247,247
206,2.0,238,12,230,230
211,2.0,248,21,238,238
182,2.0,230,21,240,240
186,2.0,230,21,240,240
215,2.0,249,8,248,248
187,2.0,230,12,247,247
213,2.0,248,21,236,236
330,2.0,246,11,230,230
333,2.0,246,23,247,247
117,2.0,236,21,248,248
336,2.0,246,1,249,249
215,2.0,247,13,248,248
343,2.0,246,5,236,236
123,2.0,236,21,248,248
217,2.0,248,21,236,236
214,2.0,238,21,248,248
228,2.0,249,8,248,248
219,2.0,247,21,240,240
230,2.0,249,12,238,238
344,2.0,246,11,248,248
229,2.0,247,12,236,236
237,2.0,249,8,248,248
191,2.0,230,21,240,240
199,2.0,230,12,249,249
347,2.0,246,11,248,248
134,2.0,236,12,247,247
139,2.0,236,5,240,240
252,2.0,249,8,248,248
259,2.0,249,1,246,246
218,2.0,238,12,230,230
201,2.0,230,21,240,240
349,2.0,246,11,248,248
145,2.0,236,5,238,238
263,2.0,249,1,246,246
222,2.0,248,3,240,240
153,2.0,236,5,238,238
240,2.0,240,5,238,238
218,2.0,230,12,236,236
357,2.0,246,1,249,249
223,2.0,238,12,249,249
241,2.0,240,5,238,238
233,2.0,238,12,230,230
365,2.0,246,1,249,249
228,2.0,230,12,249,249
239,2.0,238,5,236,236
273,2.0,249,7,236,236
245,2.0,240,21,230,230
234,2.0,247,13,248,248
226,2.0,248,13,247,247
239,2.0,238,21,248,248
369,2.0,246,11,230,230
245,2.0,238,12,249,249
371,2.0,246,5,236,236
228,2.0,248,11,246,246
274,2.0,249,12,247,247
280,2.0,249,7,236,236
231,2.0,230,12,238,238
372,2.0,246,11,248,248
242,2.0,230,11,248,248
166,2.0,236,12,230,230
252,2.0,240,21,247,247
287,2.0,249,7,236,236
228,2.0,248,3,240,240
246,2.0,230,11,246,246
238,2.0,248,11,246,246
178,2.0,236,5,238,238
374,2.0,246,5,236,236
289,2.0,249,8,248,248
180,2.0,236,5,246,246
375,2.0,246,5,238,238
306,2.0,249,12,247,247
323,2.0,249,21,240,240
258,2.0,240,5,238,238
240,2.0,248,3,240,240
265,2.0,240,21,230,230
250,2.0,230,11,246,246
267,2.0,240,21,249,249
377,2.0,246,5,240,240
329,2.0,249,7,236,236
242,2.0,247,12,236,236
379,2.0,246,5,236,236
386,2.0,246,1,249,249
330,2.0,249,12,230,230
337,2.0,249,21,240,240
389,2.0,246,5,238,238
391,2.0,246,5,236,236
250,2.0,247,6,238,238
247,2.0,238,5,240,240
183,2.0,236,21,248,248
276,2.0,240,3,248,248
250,2.0,230,12,238,238
393,2.0,246,23,247,247
187,2.0,236,5,246,246
241,2.0,248,11,246,246
416,2.0,246,5,236,236
245,2.0,248,8,249,249
280,2.0,240,3,248,248
284,2.0,240,5,236,236
262,2.0,230,11,246,246
253,2.0,238,6,247,247
338,2.0,249,1,246,246
285,2.0,240,5,236,236
343,2.0,249,12,230,230
345,2.0,249,1,246,246
188,2.0,236,5,238,238
272,2.0,238,5,236,236
258,2.0,247,12,236,236
265,2.0,247,12,230,230
268,2.0,247,12,249,249
426,2.0,246,11,248,248
194,2.0,236,7,249,249
289,2.0,240,3,248,248
430,2.0,246,5,240,240
277,2.0,238,6,247,247
348,2.0,249,7,236,236
252,2.0,248,21,236,236
258,2.0,248,21,238,238
269,2.0,247,13,248,248
265,2.0,248,8,249,249
264,2.0,230,12,247,247
267,2.0,248,13,247,247
266,2.0,230,12,249,249
434,2.0,246,5,236,236
303,2.0,240,3,248,248
269,2.0,230,12,249,249
195,2.0,236,5,238,238
280,2.0,238,21,248,248
271,2.0,247,12,236,236
275,2.0,230,12,238,238
282,2.0,238,5,240,240
435,2.0,246,23,247,247
303,2.0,240,5,246,246
307,2.0,240,5,246,246
276,2.0,248,3,240,240
283,2.0,238,21,248,248
292,2.0,238,5,236,236
277,2.0,247,21,240,240
315,2.0,240,21,249,249
291,2.0,230,12,247,247
196,2.0,236,7,249,249
437,2.0,246,11,230,230
449,2.0,246,5,236,236
292,2.0,230,12,238,238
298,2.0,238,5,246,246
303,2.0,230,12,238,238
450,2.0,246,5,238,238
280,2.0,248,11,246,246
453,2.0,246,5,236,236
284,2.0,248,3,240,240
313,2.0,230,12,247,247
315,2.0,240,5,246,246
353,2.0,249,12,247,247
317,2.0,240,21,247,247
318,2.0,240,21,230,230
285,2.0,248,21,238,238
289,2.0,248,13,247,247
314,2.0,230,12,249,249
362,2.0,249,12,230,230
362,2.0,249,12,247,247
365,2.0,249,12,238,238
367,2.0,249,8,248,248
278,2.0,247,13,248,248
455,2.0,246,5,238,238
281,2.0,247,23,246,246
368,2.0,249,21,240,240
315,2.0,238,6,247,247
322,2.0,230,12,247,247
317,2.0,238,5,246,246
286,2.0,247,12,236,236
303,2.0,248,8,249,249
323,2.0,240,3,248,248
327,2.0,240,5,238,238
303,2.0,248,11,246,246
197,2.0,236,5,238,238
286,2.0,247,13,248,248
322,2.0,230,12,249,249
335,2.0,230,21,240,240
326,2.0,238,5,240,240
328,2.0,240,21,230,230
198,2.0,236,7,249,249
335,2.0,230,11,248,248
328,2.0,238,6,247,247
307,2.0,248,21,238,238
328,2.0,238,21,248,248
370,2.0,249,8,248,248
303,2.0,247,13,248,248
388,2.0,249,7,236,236
343,2.0,230,11,248,248
343,2.0,230,12,249,249
315,2.0,248,21,236,236
391,2.0,249,7,236,236
332,2.0,240,21,249,249
334,2.0,240,21,247,247
459,2.0,246,1,249,249
201,2.0,236,5,246,246
306,2.0,247,23,246,246
206,2.0,236,5,238,238
348,2.0,240,21,249,249
308,2.0,247,12,230,230
214,2.0,236,7,249,249
356,2.0,240,5,238,238
218,2.0,236,5,240,240
403,2.0,249,21,240,240
315,2.0,248,11,246,246
363,2.0,240,5,238,238
373,2.0,240,21,230,230
317,2.0,248,11,230,230
318,2.0,248,13,247,247
323,2.0,248,13,247,247
327,2.0,248,21,236,236
331,2.0,238,5,246,246
405,2.0,249,8,248,248
412,2.0,249,12,247,247
223,2.0,236,5,240,240
415,2.0,249,21,240,240
415,2.0,249,7,236,236
333,2.0,238,21,248,248
334,2.0,238,5,236,236
328,2.0,248,8,249,249
233,2.0,236,7,249,249
339,2.0,238,5,240,240
356,2.0,238,5,240,240
351,2.0,230,12,247,247
364,2.0,230,12,247,247
322,2.0,247,13,248,248
461,2.0,246,11,230,230
463,2.0,246,1,249,249
332,2.0,248,13,247,247
463,2.0,246,11,230,230
364,2.0,238,6,247,247
334,2.0,248,3,240,240
348,2.0,248,11,246,246
356,2.0,248,21,236,236
385,2.0,240,5,246,246
385,2.0,240,5,236,236
463,2.0,246,11,248,248
239,2.0,236,12,247,247
323,2.0,247,21,240,240
239,2.0,236,12,230,230
363,2.0,248,21,238,238
245,2.0,236,7,249,249
373,2.0,248,13,247,247
370,2.0,230,12,236,236
386,2.0,240,21,249,249
380,2.0,230,12,247,247
324,2.0,247,12,230,230
417,2.0,249,1,246,246
326,2.0,247,12,230,230
365,2.0,238,5,240,240
330,2.0,247,12,249,249
332,2.0,247,23,246,246
247,2.0,236,5,246,246
253,2.0,236,21,248,248
388,2.0,240,21,249,249
433,2.0,249,7,236,236
436,2.0,249,12,238,238
346,2.0,247,12,236,236
446,2.0,249,21,240,240
452,2.0,249,12,230,230
390,2.0,240,21,230,230
470,2.0,246,23,247,247
353,2.0,247,13,248,248
354,2.0,247,12,236,236
355,2.0,247,12,236,236
454,2.0,249,7,236,236
454,2.0,249,1,246,246
395,2.0,240,21,247,247
459,2.0,249,12,247,247
385,2.0,248,8,249,249
272,2.0,236,5,246,246
472,2.0,246,5,240,240
385,2.0,248,11,246,246
386,2.0,248,11,246,246
397,2.0,230,12,236,236
388,2.0,248,11,246,246
399,2.0,240,3,248,248
366,2.0,238,12,230,230
400,2.0,240,21,230,230
277,2.0,236,5,246,246
475,2.0,246,5,238,238
360,2.0,247,6,238,238
390,2.0,248,13,247,247
280,2.0,236,21,248,248
395,2.0,248,21,236,236
399,2.0,248,21,236,236
408,2.0,240,21,249,249
282,2.0,236,5,240,240
419,2.0,240,21,247,247
424,2.0,240,5,236,236
476,2.0,246,11,230,230
400,2.0,248,13,247,247
367,2.0,238,5,236,236
408,2.0,248,13,247,247
427,2.0,240,21,230,230
401,2.0,230,11,248,248
372,2.0,238,21,248,248
402,2.0,230,12,236,236
372,2.0,247,21,240,240
464,2.0,249,7,236,236
476,2.0,246,23,247,247
378,2.0,247,21,240,240
475,2.0,249,7,236,236
402,2.0,230,12,238,238
283,2.0,236,5,246,246
292,2.0,236,7,249,249
419,2.0,248,11,246,246
482,2.0,246,5,240,240
424,2.0,248,21,236,236
429,2.0,240,21,247,247
440,2.0,240,5,246,246
381,2.0,247,12,249,249
373,2.0,238,5,240,240
482,2.0,246,23,247,247
479,2.0,249,21,240,240
443,2.0,240,5,238,238
403,2.0,230,12,247,247
427,2.0,248,3,240,240
298,2.0,236,5,238,238
429,2.0,248,11,246,246
373,2.0,238,5,236,236
385,2.0,238,21,248,248
480,2.0,249,7,236,236
440,2.0,248,11,230,230
403,2.0,230,12,249,249
384,2.0,247,6,238,238
480,2.0,249,8,248,248
481,2.0,249,8,248,248
386,2.0,247,6,238,238
315,2.0,236,12,230,230
388,2.0,238,5,236,236
405,2.0,230,11,246,246
406,2.0,230,12,249,249
483,2.0,246,5,238,238
412,2.0,230,11,246,246
443,2.0,248,21,238,238
393,2.0,247,21,240,240
482,2.0,249,8,248,248
399,2.0,247,12,230,230
491,2.0,246,11,230,230
446,2.0,248,11,230,230
405,2.0,247,13,248,248
389,2.0,238,5,236,236
395,2.0,238,5,246,246
491,2.0,246,11,230,230
400,2.0,238,5,236,236
447,2.0,248,11,246,246
413,2.0,230,11,246,246
446,2.0,240,5,246,246
492,2.0,246,11,230,230
448,2.0,248,21,236,236
447,2.0,240,5,246,246
482,2.0,249,1,246,246
428,2.0,247,6,238,238
317,2.0,236,7,249,249
326,2.0,236,21,248,248
448,2.0,240,3,248,248
328,2.0,236,12,230,230
440,2.0,247,12,230,230
453,2.0,240,21,230,230
455,2.0,240,5,238,238
401,2.0,238,12,249,249
441,2.0,247,21,240,240
493,2.0,246,11,230,230
441,2.0,247,21,240,240
453,2.0,248,11,246,246
463,2.0,240,5,246,246
455,2.0,248,21,238,238
442,2.0,247,23,246,246
417,2.0,238,5,236,236
463,2.0,248,11,230,230
419,2.0,230,12,249,249
464,2.0,240,5,238,238
420,2.0,238,12,230,230
482,2.0,249,1,246,246
464,2.0,240,5,236,236
423,2.0,238,5,246,246
442,2.0,247,12,249,249
494,2.0,246,11,248,248
426,2.0,230,12,249,249
328,2.0,236,7,249,249
497,2.0,246,5,238,238
331,2.0,236,5,238,238
484,2.0,249,12,230,230
333,2.0,236,5,246,246
463,2.0,247,12,249,249
464,2.0,248,11,246,246
472,2.0,247,6,238,238
503,2.0,246,5,240,240
489,2.0,249,1,246,246
465,2.0,240,5,236,236
507,2.0,246,1,249,249
508,2.0,246,5,240,240
464,2.0,248,8,249,249
474,2.0,247,13,248,248
485,2.0,247,13,248,248
427,2.0,238,12,230,230
487,2.0,247,13,248,248
334,2.0,236,5,240,240
487,2.0,247,12,236,236
432,2.0,238,21,248,248
339,2.0,236,12,230,230
356,2.0,236,5,240,240
468,2.0,240,21,247,247
433,2.0,238,21,248,248
473,2.0,240,5,238,238
364,2.0,236,5,238,238
465,2.0,248,11,230,230
489,2.0,249,12,247,247
434,2.0,238,5,240,240
490,2.0,247,12,230,230
427,2.0,230,11,248,248
468,2.0,248,3,240,240
477,2.0,240,5,236,236
473,2.0,248,11,246,246
519,2.0,246,5,240,240
533,2.0,246,11,230,230
539,2.0,246,11,248,248
446,2.0,230,11,246,246
455,2.0,230,12,247,247
491,2.0,249,8,248,248
496,2.0,249,12,238,238
493,2.0,247,21,240,240
438,2.0,238,5,236,236
365,2.0,236,5,246,246
504,2.0,249,12,238,238
477,2.0,240,21,249,249
541,2.0,246,5,238,238
477,2.0,248,3,240,240
477,2.0,240,5,236,236
543,2.0,246,11,248,248
456,2.0,230,11,248,248
439,2.0,238,5,236,236
495,2.0,247,23,246,246
509,2.0,249,12,247,247
511,2.0,247,12,230,230
366,2.0,236,12,247,247
477,2.0,248,8,249,249
444,2.0,238,5,236,236
367,2.0,236,5,240,240
551,2.0,246,5,236,236
514,2.0,249,1,246,246
444,2.0,238,21,248,248
481,2.0,240,3,248,248
489,2.0,240,5,238,238
458,2.0,230,21,240,240
490,2.0,240,21,249,249
526,2.0,249,8,248,248
516,2.0,247,13,248,248
477,2.0,248,8,249,249
449,2.0,238,5,236,236
462,2.0,230,11,248,248
463,2.0,230,11,246,246
451,2.0,238,6,247,247
530,2.0,249,12,238,238
452,2.0,238,5,240,240
534,2.0,249,1,246,246
469,2.0,230,21,240,240
481,2.0,248,11,230,230
555,2.0,246,11,248,248
475,2.0,230,12,249,249
475,2.0,230,12,249,249
456,2.0,238,21,248,248
477,2.0,230,12,247,247
458,2.0,238,6,247,247
535,2.0,249,1,246,246
480,2.0,230,21,240,240
372,2.0,236,21,248,248
537,2.0,249,12,238,238
516,2.0,247,6,238,238
495,2.0,240,21,249,249
516,2.0,247,13,248,248
565,2.0,246,23,247,247
496,2.0,240,21,230,230
569,2.0,246,11,230,230
489,2.0,248,8,249,249
538,2.0,249,8,248,248
569,2.0,246,5,240,240
373,2.0,236,7,249,249
490,2.0,248,3,240,240
572,2.0,246,5,236,236
598,2.0,246,23,247,247
373,2.0,236,5,240,240
487,2.0,230,11,248,248
548,2.0,249,12,247,247
549,2.0,249,21,240,240
496,2.0,240,21,249,249
495,2.0,248,13,247,247
460,2.0,238,12,249,249
552,2.0,249,8,248,248
496,2.0,248,21,236,236
488,2.0,230,12,238,238
626,2.0,246,23,247,247
501,2.0,240,5,246,246
496,2.0,248,3,240,240
518,2.0,247,21,240,240
501,2.0,248,8,249,249
563,2.0,249,21,240,240
520,2.0,247,21,240,240
385,2.0,236,12,230,230
502,2.0,248,13,247,247
492,2.0,230,12,249,249
466,2.0,238,5,246,246
503,2.0,248,3,240,240
497,2.0,230,12,247,247
498,2.0,230,12,238,238
576,2.0,249,8,248,248
502,2.0,240,5,238,238
631,2.0,246,1,249,249
523,2.0,247,21,240,240
579,2.0,249,12,230,230
539,2.0,247,21,240,240
498,2.0,230,11,246,246
543,2.0,247,12,249,249
632,2.0,246,23,247,247
388,2.0,236,12,247,247
503,2.0,240,3,248,248
514,2.0,230,12,247,247
517,2.0,230,12,249,249
468,2.0,238,12,230,230
475,2.0,238,6,247,247
522,2.0,230,12,238,238
505,2.0,240,21,249,249
