9,962,29,946
8,937,2,872
8,797,768,449,900
9,978,410,209,981
8,775,43,458,936
8,860,796,357,900
9,714,80,851
8,999,662,463,623
9,815,250,481,896
8,931,862,185,886
8,914,10,988
9,982,541,373,979
8,985,660,317,922
8,893,20,5,993
8,979,655,480,807
10,982,849,30,835
9,975,811,230,883
8,996,429,519,929
8,938,13,951
8,994,44,870
8,911,53,729
8,929,27,718,978
9,999,7,994
9,877,21,368,797
9,943,15,24,859
9,787,456,181,636
9,912,221,178,835
8,824,13,940
9,824,23,647,787
8,950,751,453,973
10,962,57,171,992
8,984,18,939
8,803,20,222,833
8,969,18,760,950
8,729,45,408,994
10,943,26,227,988
21,994,33,886
9,964,781,224,956
8,944,43,765
8,833,120,42,993
9,936,723,70,982
8,623,60,984
9,729,614,608,938
8,896,53,434,903
8,857,127,38,841
8,983,11,911
8,992,128,860
21,929,584,150,824
8,942,17,12,913
8,989,522,618,974
21,833,120,42,991
8,953,20,702
8,981,33,590,917
9,944,34,406,872
10,936,38,158,903
8,940,768,797
8,904,16,996
21,914,78,991
9,980,11,983
8,973,11,700,933
8,851,197,243,922
9,913,12,559,938
10,729,245,373,979
8,702,19,636
9,922,17,697,872
9,775,43,206,969
9,991,646,644,714
9,803,373,675,787
11,979,307,925
9,896,64,858
8,882,372,972
10,775,686,157,996
9,983,177,150,824
9,868,441,623
10,975,723,194,775
24,914,1,965
10,953,419,944
8,974,93,946
11,938,22,965
21,851,248,461,962
10,912,36,127,857
25,914,466,185,886
9,724,11,944
10,922,17,787
12,982,48,320,946
21,882,581,975
10,991,646,644,714
8,883,10,11,992
12,962,278,107,904
12,922,7,714
11,940,29,964
9,992,50,936
12,991,861,402,985
10,824,136,800
8,903,779,937
18,982,86,944
8,961,13,974
9,917,441,522,989
10,964,18,73,851
21,702,2,919
10,787,63,93,974
21,857,12,868
11,860,13,912
12,938,415,203,911
8,946,274,172,763
9,989,57,962
21,729,89,728,904
9,995,181,531,987
8,636,527,250,815
9,993,43,765
12,964,148,579,896
8,889,723,194,775
10,978,210,904
24,833,113,48,877
13,775,43,765
10,724,378,714
11,974,738,164,987
25,833,374,200,729
21,824,48,882
9,636,68,103,882
33,833,374,196,995
9,998,107,929
8,807,13,912
9,973,8,807
10,913,293,266,797
9,841,38,963
10,893,70,267,859
10,917,281,857
10,868,478,211,904
8,808,3,928
8,939,894,513,855
9,870,4,877
10,636,47,991
11,889,36,841
8,963,75,348,702
21,946,38,239,912
9,873,437,414,763
24,994,1,972
9,835,20,136,824
8,948,190,861,922
9,935,11,913
8,925,14,413,913
25,938,630,531,991
9,682,47,636
38,833,227,230,942
8,951,109,942
10,973,67,488,882
12,917,838,942
8,763,30,714
24,702,284,413,775
18,991,6,815
10,935,4,900
12,868,23,974
8,919,95,933
10,993,43,169,937
10,983,177,872
10,903,716,249,919
29,729,8,913
9,996,632,224,917
12,936,38,52,860
33,914,4,870
21,919,6,868
10,998,45,227,833
8,855,98,944
10,999,74,969
10,984,776,536,956
12,953,577,974
9,807,8,988
12,984,60,833
18,936,5,964
21,925,210,60,815
21,969,5,724
21,937,34,951
12,979,376,197,931
25,979,607,448,972
18,964,212,263,714
8,908,250,519,929
10,877,524,925
10,714,7,912
24,969,728,883
10,942,274,210,904
25,994,7,912
12,912,221,892,993
16,984,60,983
12,993,413,247,973
9,883,38,936
10,873,33,963
38,914,23,992
9,939,884,89,925
8,956,700,484,985
18,912,7,913
8,965,1,824
24,882,315,983
12,975,5,969
10,904,56,332,936
9,950,751,909,998
39,833,3,928
10,989,504,172,975
10,841,5,911
9,933,13,975
8,859,22,938
27,991,78,914
10,815,488,210,855
39,914,720,859
12,889,358,854,882
27,982,17,940
10,859,424,467,974
10,682,10,714
12,815,488,210,636
25,889,14,995
27,936,50,992
18,962,95,938
8,800,2,702
21,999,7,943
21,965,1,824
27,964,5,972
12,859,50,936
10,763,30,378,724
15,775,44,860
12,860,466,985
21,985,41,223,987
12,682,32,280,983
12,787,6,991
24,965,36,877
37,964,36,950
12,903,301,867,985
24,937,169,479,797
25,882,91,152,973
8,972,15,956
25,965,1,914
24,985,10,980
18,922,328,84,858
8,872,63,250,775
14,948,902,838,917
10,807,21,154,815
25,969,52,877
10,835,20,572,950
29,824,150,872
24,857,463,662,931
16,903,281,917
12,714,13,940
18,775,11,980
11,951,12,868
21,800,606,509,987
24,946,29,962
12,951,473,903
10,933,35,985
34,824,0,803
9,988,228,86,982
21,972,32,996
18,993,592,70,982
11,961,58,999
10,908,36,174,911
12,913,150,872
8,858,64,868
10,992,171,729
8,987,101,246,951
16,953,906,66,913
24,800,11,981
12,873,491,984
9,931,20,917
24,929,394,543,982
12,933,18,969
27,938,786,883
38,824,547,928
9,855,210,978
8,928,7,139,983
8,765,111,900
24,851,248,93,974
18,913,28,882
12,908,38,883
24,925,210,812,917
16,908,26,663,933
25,702,2,765
12,943,26,212,964
11,956,442,112,963
18,933,7,808
27,962,29,965
29,999,26,575,987
13,807,123,290,943
12,956,242,302,914
21,808,389,381,942
10,870,650,358,868
24,972,5,964
9,797,479,407,942
33,969,18,194,787
18,975,13,914
9,623,46,480,933
12,893,622,39,808
38,969,2,800
10,950,101,981
12,835,4,995
25,800,731,903
10,939,905,144,860
39,914,14,944
12,841,272,950
21,765,111,900
13,989,694,408,994
12,940,29,946
25,972,141,183,983
18,815,60,623
18,787,149,26,882
13,992,275,945,994
37,962,60,983
12,763,267,70,682
25,860,354,495,803
12,961,501,201,889
15,807,21,53,896
12,942,838,618,974
10,996,210,137,860
39,969,18,161,953
18,868,23,855
8,900,221,912
12,998,33,892,993
13,939,905,144,860
18,998,45,351,946
12,870,11,939
25,937,169,948
25,940,214,48,882
33,937,795,940
37,982,782,824
27,979,884,828,912
19,908,32,808
27,860,120,893
24,808,225,614,729
33,860,466,590,917
12,974,304,127,937
27,922,34,232,911
27,975,13,961
25,961,24,859
20,908,684,566,985
10,980,60,858
10,995,196,903
33,965,22,938
25,946,57,803
25,929,27,807
19,775,194,623
18,682,260,86,807
33,702,55,219,855
34,729,8,873
10,944,27,855
12,980,10,988
25,974,750,206,969
39,833,227,344,911
10,623,608,860
27,993,30,808
11,987,37,36,999
25,985,2,851
27,868,478,890,928
24,775,29,964
71,964,21,139,886
12,935,14,972
37,975,723,258,950
10,988,10,914
10,797,587,315,882
27,961,30,993
37,936,587,73,851
33,929,2,13,933
16,763,30,378,962
38,729,70,893
33,938,630,164,987
25,857,469,844,948
21,872,820,476,855
46,833,804,515,987
27,815,685,700,956
18,873,748,354,931
33,994,44,565,974
21,911,11,870
16,942,407,374,833
18,870,228,969
11,963,33,68,636
13,983,207,102,940
71,962,29,978
10,855,123,841
12,724,501,961
33,972,32,808
10,883,89,173,935
18,917,514,360,851
77,962,95,933
13,623,46,203,985
10,896,300,933
18,807,145,451,963
15,992,774,434,903
17,948,844,551,763
16,859,770,225,953
10,931,862,539,938
15,623,8,870
18,980,303,216,636
13,896,699,463,787
16,893,173,886
27,787,21,130,929
12,978,927,176,860
43,824,136,868
47,833,63,96,981
13,883,728,301,903
18,943,236,841
15,883,728,904
33,857,850,413,933
18,987,647,816,939
27,913,11,981
37,868,856,454,872
8,886,173,457,995
21,928,890,192,908
34,775,686,157,996
19,942,381,128,992
77,964,18,984
27,912,78,623
27,889,36,912
33,979,778,441,917
47,979,49,577,974
18,978,348,943
25,956,15,943
47,938,95,235,870
46,914,1,994
19,763,30,557,938
38,929,584,999
39,969,959,354,931
18,841,36,965
12,904,16,763
18,987,164,857
43,729,200,920,984
24,765,107,584,948
13,973,11,700,933
37,815,60,351,946
19,987,224,636
11,858,107,998
71,815,488,210,800
39,929,107,998
27,974,769,152,973
27,956,63,948
34,999,676,938
15,896,9,1,855
13,944,692,284,763
33,961,206,574,936
18,623,46,480,933
25,951,13,975
71,975,14,944
20,942,147,824
38,965,737,411,913
47,860,608,623
27,841,272,950
15,973,651,239,912
33,882,175,724
49,860,44,994
18,714,263,531,991
15,939,894,513,855
27,682,6,815
37,991,646,316,933
33,800,411,252,835
27,917,224,636
34,775,43,86,807
24,919,683,679,859
20,763,30,139,983
16,904,298,72,919
25,919,36,266,797
25,851,73,815
38,702,225,378,940
21,950,517,474,917
55,824,34,944
83,962,5,841
27,998,37,992
33,956,242,951
18,963,535,640,984
19,859,142,824
71,982,26,765
27,978,308,883
37,978,24,979
27,933,35,946
38,937,779,135,868
37,922,128,860
38,999,3,919
18,963,528,991
33,974,750,662,929
21,855,1,900
10,886,33,998
39,965,393,414,763
21,942,840,316,933
13,931,91,164,857
15,931,694,989
18,724,311,855
18,935,102,974
25,925,307,866,900
27,980,253,999
37,933,13,914
33,946,274,172,763
49,979,59,996
46,969,2,882
19,948,63,33,998
47,956,825,136,868
24,928,143,995
43,999,584,694,989
37,917,281,903
13,996,23,914
38,994,60,833
49,956,63,948
19,807,8,996
10,803,142,102,886
38,800,136,751,860
33,985,41,181,636
71,868,478,912
38,985,41,178,900
47,969,2,851
21,797,0,636
21,636,181,889
21,763,24,859
18,883,10,17,982
37,841,272,450,989
77,975,14,800
30,763,62,908
18,835,4,978
12,988,662,567,995
71,933,535,281,787
77,982,48,311,855
33,851,9,989
27,870,262,559,938
24,948,846,610,974
47,914,78,913
25,765,2,969
25,808,11,911
21,900,428,530,883
33,919,95,418,973
29,950,10,985
29,636,343,102,940
34,950,409,599,946
19,953,161,42,993
21,908,26,540,987
38,882,48,675,787
30,908,812,441,623
48,833,63,956
20,859,24,674,872
25,928,651,387,803
15,983,315,325,969
83,982,48,201,883
39,965,188,631,724
39,800,11,870
38,919,475,623
18,983,723,760,857
33,808,505,978
33,889,723,194,623
46,965,22,873
19,903,731,961
37,787,21,244,998
39,985,10,980
71,841,8,870
47,974,146,883
39,882,315,713,859
84,982,48,320,939
27,940,29,965
15,944,692,860
18,896,9,868
19,896,699,189,937
19,883,146,974
37,912,7,917
33,940,378,92,998
77,815,60,833
12,886,618,972
34,636,567,206,961
37,980,138,986,993
20,953,120,267,956
19,983,723,644,714
18,931,862,267,859
24,896,633,763
19,963,508,377,983
19,623,475,520,797
18,944,27,33,998
15,989,57,520,893
19,944,34,922
34,763,16,956
24,944,34,556,956
20,903,622,238,724
34,908,32,808
27,714,34,937
85,982,86,944
84,962,278,101,913
47,940,642,178,900
21,903,541,396,908
37,682,260,942
77,841,8,623
38,950,89,925
83,841,272,450,989
21,803,152,931
15,996,278,962
39,985,41,178,835
37,714,263,962
24,872,820,128,912
37,913,12,752,893
37,998,976,269,855
77,933,13,824
52,775,9,939
57,824,83,995
27,935,590,113,999
83,964,18,765
24,623,441,886
39,919,865,155,993
38,636,548,189,808
84,841,123,981
29,855,52,969
37,870,90,102,974
27,835,30,961
18,988,662,194,942
49,974,146,229,928
71,922,23,914
71,991,49,702
24,883,18,933
77,868,9,978
27,873,8,973
16,886,173,870
29,803,4,914
27,951,307,734,935
38,808,11,981
18,973,254,858
77,922,7,994
38,972,32,682
38,857,12,877
71,998,4,935
71,870,8,729
39,994,7,933
83,815,33,962
47,889,471,866,900
38,946,476,796,860
71,980,11,724
18,996,568,142,859
83,975,33,998
56,956,30,714
90,982,7,714
34,623,608,458,936
71,978,505,808
46,985,2,872
85,841,8,996
21,859,75,423,943
33,928,918,329,859
39,972,5,988
57,956,205,60,994
34,883,201,942
12,995,143,928
39,882,26,999
38,851,65,245,942
57,956,224,230,883
48,969,2,911
39,919,36,965
22,963,38,936
33,765,2,969
49,940,768,797
39,800,213,463,623
46,800,11,980
19,886,139,210,978
77,870,173,272,950
33,925,65,807
34,855,27,747,859
71,917,7,922
55,999,344,896
24,900,16,904
29,797,479,407,942
84,964,5,993
61,775,178,835
43,636,216,571,964
83,868,136,946
18,989,225,808
77,978,210,925
37,873,22,859
37,993,970,26,943
19,904,56,502,928
39,702,284,413,993
77,991,149,90,929
47,961,17,984
38,925,3,808
34,797,451,833
57,999,7,982
25,900,380,73,937
92,982,17,787
49,969,2,702
33,900,654,514,886
34,908,36,665,870
39,851,839,593,787
18,995,4,917
71,936,723,70,982
27,943,41,963
19,996,277,379,889
49,889,63,228,870
85,964,212,660,985
71,993,317,922
55,636,68,327,877
27,724,39,490,951
49,938,95,65,851
47,965,29,978
37,835,16,904
21,953,419,210,800
57,636,527,953
34,944,11,851
38,765,24,369,992
34,763,30,216,636
39,946,29,940
37,908,32,833
71,912,828,77,948
24,996,676,402,985
84,975,5,964
39,702,49,979
38,900,576,527,953
49,833,82,940
77,980,4,835
77,993,5,873
83,870,4,835
37,935,590,740,873
18,992,11,775
39,808,7,982
71,787,63,928
37,943,861,936
43,950,184,539,938
83,993,892,221,994
37,763,30,216,636
38,797,434,965
39,851,11,931
19,973,651,928
33,951,12,913
90,964,21,112,963
38,928,7,345,984
18,939,11,944
19,989,457,36,964
55,729,70,982
25,872,25,253,763
24,911,203,47,991
39,994,7,714
43,763,267,413,933
12,877,577,953
47,763,414,893
22,987,681,127,937
84,815,6,868
27,995,457,939
90,841,36,906,922
46,851,2,937
83,980,11,931
39,808,386,914
83,991,646,644,714
20,904,107,994
19,931,11,775
39,972,402,985
46,702,584,466,860
71,873,470,625,935
34,883,786,896
48,965,434,114,951
18,877,36,908
19,893,70,985
55,833,82,940
85,962,33,815
27,988,10,682
39,937,29,964
85,975,13,938
71,682,129,886
19,992,82,833
48,914,1,946
22,963,38,936
83,933,13,914
24,983,966,98,636
90,975,5,797
46,972,141,662,931
49,914,302,501,724
24,973,152,136,919
46,882,56,904
20,893,20,4,900
20,886,201,751,877
9,981,123,67,858
30,859,142,956
39,937,166,98,855
56,889,723,194,775
90,962,95,938
47,972,14,981
84,868,23,576,900
85,815,79,724
47,951,307,734,935
39,928,927,176,807
56,974,750,857
39,946,136,919
24,989,522,618,972
34,803,373,675,787
71,714,686,320,939
61,636,47,991
56,940,13,961
56,979,884,208,943
46,937,2,882
39,928,817,308,950
57,940,264,342,936
71,935,222,962
77,935,590,167,984
61,999,136,800
77,917,7,808
37,724,11,943
71,943,11,581,975
71,835,434,797
55,914,4,917
21,893,20,7,928
19,984,22,873
39,929,2,969
52,883,786,896
83,917,107,278,996
94,982,7,922
30,903,245,729
63,775,9,896
38,803,581,975
39,765,111,900
61,883,743,354,940
30,942,274,73,808
59,956,16,44,870
83,978,29,965
37,988,235,796,860
34,859,720,914
34,983,119,956
57,889,36,912
56,860,407,391,988
49,961,77,913
57,889,108,682
77,998,4,935
34,623,475,146,974
28,963,694,884,939
77,682,32,789,979
24,992,11,944
34,983,293,527,928
56,961,731,800
47,851,646,843,883
77,714,582,235,870
92,964,5,841
57,729,170,713,908
84,993,915,178,917
55,969,18,78,623
56,938,559,224,917
77,912,210,24,859
57,974,750,206,969
34,896,9,775
83,922,23,914
22,987,801,466,985
71,913,293,266,797
47,985,484,791,877
83,998,45,729
61,824,142,978
92,962,29,965
26,948,63,19,636
57,938,95,65,851
84,933,413,988
57,979,778,246,942
65,824,83,953
77,873,236,706,714
57,961,501,201,883
34,896,355,962
47,937,46,946
46,919,312,201,883
46,928,7,926,951
34,992,82,975
39,765,150,636
47,702,25,841
67,824,150,913
85,868,136,824
46,808,272,950
92,975,581,803
46,765,40,858
46,994,1,972
55,950,36,403,873
30,893,20,980
43,908,32,996
46,946,575,907,928
63,775,686,157,996
77,936,723,70,982
84,870,11,931
57,950,89,800
57,961,42,65,851
48,702,369,399,682
72,824,34,944
52,623,475,953
27,877,21,526,938
47,882,48,259,912
34,989,57,254,858
77,787,21,348,943
77,943,26,227,988
94,964,781,328,922
84,978,210,304,974
36,963,38,205,956
34,859,747,353,933
52,763,252,857
84,991,355,998
34,903,432,682
47,928,927,842,963
47,808,16,451,797
85,870,262,585,972
55,969,2,851
85,978,29,940
34,942,245,914
83,682,32,342,936
34,944,77,168,988
59,889,14,787
28,987,531,104,765
83,912,210,24,979
49,951,12,995
85,991,646,132,870
92,841,236,943
57,969,18,408,973
90,991,12,913
34,989,457,36,889
71,956,142,803
92,991,21,988
83,935,29,235,988
85,993,5,797
47,946,476,796,904
59,961,206,969
48,851,65,807
57,940,13,938
84,922,17,787
53,763,50,77,944
94,841,36,940
90,993,393,63,872
39,857,281,946
90,870,233,546,702
77,913,12,857
34,903,16,904
25,911,24,891,995
95,964,21,807
65,636,548,962
83,913,11,944
21,904,107,765
57,860,44,177,872
19,939,320,946
71,724,5,972
77,775,43,927,928
48,808,11,724
92,993,30,956
94,993,5,972
39,925,839,621,714
92,870,11,943
95,841,197,376,979
83,936,5,724
24,931,11,943
71,988,662,931
85,933,521,402,948
95,993,30,288,950
94,975,723,50,991
65,999,366,250,775
95,975,13,860
52,896,699,634,985
36,987,37,168,988
49,965,354,73,980
57,938,630,77,944
39,857,21,888,962
37,903,158,751,877
96,975,13,860
57,860,466,882
96,993,30,808
30,953,577,47,775
37,877,36,912
48,946,71,75,859
61,950,751,909,998
34,942,194,623
96,841,414,763
24,807,21,857
71,961,24,979
84,936,930,551,623
49,851,65,807
52,944,86,850,857
96,964,712,325,981
58,969,206,567,995
55,914,4,877
55,833,451,236,873
56,951,13,961
84,912,210,636
34,973,8,983
78,775,232,83,824
30,904,37,992
61,729,89,883
48,928,143,975
47,800,291,557,938
43,803,84,488,815
18,858,360,105,935
59,860,751,158,943
34,807,123,290,943
77,724,5,964
33,911,24,683,946
34,953,577,47,775
61,944,11,931
34,904,56,332,936
49,946,29,978
106,975,39,623
59,938,630,77,944
37,942,381,128,965
18,858,60,224,682
84,935,11,775
49,928,527,953
39,900,4,682
85,922,17,961
61,623,46,568,998
106,993,393,868
84,913,11,800
47,919,6,991
78,824,150,177,983
37,995,123,855
92,775,11,981
85,912,78,623
71,889,471,866,900
47,765,2,985
49,808,7,922
54,763,594,883
84,998,909,751,950
67,636,68,103,882
59,940,36,403,873
63,883,89,248,851
55,808,11,775
73,961,13,951
71,995,484,539,938
48,972,141,194,942
48,937,22,938
106,841,327,179,775
77,835,4,917
72,636,19,702
86,824,23,902,948
48,919,3,833
77,988,21,167,984
67,999,26,207,983
37,859,24,683,919
54,763,253,91,931
46,857,10,980
88,824,48,896
94,962,941,603,857
57,951,307,981
71,940,869,810,963
83,988,662,929
48,985,968,166,912
85,913,12,161,908
94,870,228,210,912
83,787,17,886
85,998,45,888,893
71,860,95,770,859
65,729,278,177,872
21,886,63,226,988
120,993,915,178,917
43,942,551,197,931
90,933,13,961
83,943,81,833
63,944,34,566,978
95,870,650,358,868
57,951,428,502,928
65,950,36,113,833
73,860,466,584,702
49,702,225,378,940
63,623,432,682
84,787,260,962
30,886,17,922
55,702,55,219,855
47,908,36,266,797
78,636,567,285,724
86,636,219,140,870
49,937,14,914
85,936,5,969
90,912,593,944
43,903,779,48,896
90,936,35,913
33,872,25,826,904
96,870,665,378,940
55,937,29,77,833
24,939,9,896
84,682,95,860
73,956,142,859
57,974,610,574,936
55,808,225,953
92,933,535,322,931
43,859,75,107,929
92,936,5,2,882
90,815,428,900
47,857,469,208,943
48,857,21,107,994
38,911,24,402,948
34,931,64,896
55,928,7,206,961
85,935,11,973
106,870,228,63,956
48,882,26,29,775
34,996,278,962
49,985,10,714
55,965,871,322,800
83,724,11,177,702
72,999,0,803
90,998,246,714
46,987,37,22,965
63,883,89,925
34,992,50,859
61,948,88,851
84,988,21,172,763
78,999,0,797
49,857,21,128,860
88,824,13,974
71,938,630,77,944
82,860,751,99,858
57,914,4,835
38,872,733,160,623
120,870,8,729
92,815,488,210,855
90,913,12,385,984
123,870,44,929
34,939,816,139,919
90,922,279,712,964
47,987,138,841
55,985,634,59,996
123,993,892,164,857
90,978,239,195,991
106,775,44,73,702
34,953,577,201,883
94,815,34,951
49,919,136,824
56,763,414,246,951
86,999,26,429,935
61,896,699,634,985
52,908,32,904
64,969,5,677,944
46,963,269,855
94,936,38,158,903
67,729,45,998
59,951,428,841
67,969,325,981
83,714,7,808
73,889,723,194,775
77,883,18,779,937
48,765,582,393,965
34,807,8,729
82,961,24,859
78,883,786,938
55,946,93,177,872
20,984,60,331,981
55,937,46,38,908
55,965,434,203,911
73,938,160,623
77,969,18,131,963
55,985,41,178,835
63,944,34,922
39,900,1,824
84,724,239,912
39,872,63,495,714
10,981,331,334,922
82,938,13,807
83,961,810,608,929
94,991,21,992
57,937,69,980
95,815,488,210,800
84,943,26,501,961
92,978,4,935
67,950,0,855
84,917,281,787
94,933,353,129,835
47,994,33,981
43,797,0,855
48,994,60,275,992
63,948,844,300,981
34,996,59,937
84,980,10,765
34,893,70,267,859
63,896,579,63,872
55,797,0,999
56,763,30,993
129,870,8,973
34,886,17,940
19,858,663,427,911
52,989,457,36,965
21,984,60,210,925
116,775,43,206,969
53,908,161,71,922
124,775,43,927,928
52,807,86,982
120,841,138,129,956
57,808,73,702
34,931,11,851
38,855,98,166,937
34,904,16,903
85,724,39,263,833
73,940,17,942
37,953,20,803
52,931,862,539,938
34,893,20,5,993
22,858,60,983
48,987,531,120,953
71,877,4,980
34,939,18,803
49,882,91,152,973
92,922,17,653,963
57,965,437,294,729
52,983,139,950
82,940,642,994
85,682,32,280,983
96,815,250,481,896
39,911,344,999
37,893,20,8,996
92,883,594,712,975
61,989,57,138,987
49,994,175,724
63,989,522,618,974
77,944,677,527,928
84,961,24,797
46,900,866,307,979
43,855,550,889
78,944,11,935
130,870,44,929
22,858,254,784,922
129,993,592,70,985
57,797,434,682
54,908,812,441,623
83,938,41,797
39,872,769,501,724
85,787,38,996
106,883,10,857
133,870,51,882
55,882,655,269,855
34,886,28,896
55,928,103,125,724
52,939,598,857
77,877,21,454,911
125,775,11,931
95,991,861,575,824
55,803,18,933
39,911,344,93,974
94,978,566,985
57,928,7,345,984
72,950,10,988
58,965,737,411,913
53,987,37,41,943
85,988,826,324,939
71,951,13,914
92,944,46,989
59,974,146,183,983
30,984,823,661,972
61,797,0,999
39,925,25,75,859
106,815,60,351,946
58,914,10,985
95,936,38,158,973
73,951,34,922
61,939,46,621,714
71,974,13,975
106,944,77,702
82,951,55,519,929
95,933,300,441,623
94,922,34,232,911
90,787,647,906,953
52,996,545,501,724
85,917,292,102,940
47,903,245,914
46,872,2,969
34,973,614,732,964
123,841,5,911
46,925,14,889
37,886,517,599,946
90,917,20,702
84,938,95,437,973
55,851,11,935
92,917,224,354,961
64,914,14,944
43,893,622,39,724
49,972,223,71,922
47,925,14,914
90,724,37,998
58,808,7,714
88,999,584,466,860
120,815,60,812,917
84,714,582,393,868
57,979,421,927,928
92,724,339,527,928
54,908,192,565,974
59,979,789,90,883
130,993,892,164,987
90,988,5,964
58,937,14,995
85,714,582,393,965
83,951,57,803
52,992,443,230,883
95,962,402,985
120,975,14,925
55,882,51,870
85,980,303,92,963
64,965,403,655,882
83,835,129,860
92,998,967,442,956
61,931,91,414,763
55,994,60,327,877
90,714,246,942
47,893,791,877
96,936,344,999
83,940,36,229,928
13,981,86,982
106,936,574,761,914
61,992,21,873
57,833,451,236,873
55,994,7,943
92,988,8,983
96,962,57,236,943
106,962,278,249,928
58,928,103,394,929
92,913,78,914
86,961,17,942
72,729,14,914
128,775,44,929
37,904,69,824
92,912,23,992
116,944,11,808
123,975,33,609,931
63,987,27,950
64,928,3,808
78,729,89,154,815
47,872,2,969
43,953,83,995
95,982,782,824
84,951,150,210,978
55,972,42,354,940
47,953,450,94,992
56,908,595,142,956
15,981,411,402,948
63,623,475,63,872
63,896,300,981
86,951,13,141,919
116,883,89,125,724
120,936,5,9,989
48,800,145,227,833
55,851,248,461,962
81,969,2,919
67,928,927,842,963
77,995,394,543,982
96,982,70,974
48,925,129,956
92,787,119,912
133,775,413,933
85,943,15,835
74,948,844,551,942
52,973,11,944
65,797,41,78,914
73,974,16,904
83,873,437,414,763
83,995,281,874,908
61,996,8,807
87,763,284,112,963
129,841,440,95,933
55,946,93,129,886
58,833,60,984
84,940,36,229,928
52,953,83,824
94,917,224,73,815
96,991,355,987
57,803,0,855
82,956,168,284,702
90,868,255,803
86,729,8,870
52,903,33,975
47,859,75,107,998
106,982,7,999
28,858,40,919
56,908,161,71,922
95,922,7,912
34,984,60,394,929
77,928,527,636
84,969,18,161,908
129,975,14,995
94,988,8,776,886
90,943,348,245,914
81,948,190,861,922
57,994,7,928
133,993,43,169,937
61,807,145,800
63,989,463,787
63,996,8,983
64,833,451,236,873
136,993,986,201,636
53,903,158,929
46,929,584,150,824
94,912,166,937
94,724,37,904
63,931,11,32,833
47,900,581,922
