9,962,29,946
8,937,2,872
64,937,351,918,928
124,883,38,908
136,870,11,808
95,917,441,868
86,940,227,310,985
55,972,402,411,913
139,775,690,180,912
94,787,21,60,858
52,893,520,797
90,935,173,33,963
43,886,174,422,992
55,855,476,602,983
64,808,32,972
95,988,228,86,944
84,835,129,860
63,931,662,684,908
49,800,606,509,987
94,913,12,110,942
92,935,11,808
130,975,82,833
61,803,57,951
57,946,15,835
77,989,504,172,975
141,993,30,884,939
88,729,8,913
47,886,63,226,988
106,991,6,682
95,912,23,855
53,953,678,665,870
67,965,782,869,948
96,912,13,974
123,936,723,983
46,911,427,167,984
90,682,597,631,939
67,937,779,903
54,903,158,973
106,964,21,541,903
67,914,308,890,928
89,940,768,101,913
94,935,29,679,859
82,974,23,868
55,919,36,748,873
58,994,44,77,702
92,682,434,537,855
106,912,36,344,896
78,950,0,636
120,912,23,992
57,985,232,244,992
88,999,26,429,904
133,975,349,851
85,835,187,406,872
86,938,13,824
47,929,139,69,980
58,946,35,913
47,942,551,844,948
123,912,828,204,988
92,868,441,917
61,973,418,644,714
88,999,59,996
84,995,196,903
88,636,150,951
43,904,16,835
82,889,723,194,775
48,900,380,269,999
81,928,143,975
140,775,9,978
83,889,723,936
48,872,2,12,979
95,787,21,244,998
55,800,80,893
96,933,413,393,965
88,729,70,985
137,940,642,994
54,903,473,951
47,963,41,938
18,981,325,515,961
84,873,687,584,702
92,943,41,938
89,951,386,608,623
95,978,410,209,981
47,904,16,900
94,682,32,535,963
96,787,21,678,765
92,714,13,951
145,993,592,70,729
145,775,686,157,996
55,800,80,893
65,987,37,36,964
120,982,70,682
85,995,126,64,858
63,996,23,922
94,998,45,69,824
93,763,30,714
78,989,450,273,914
130,841,5,797
89,961,190,397,868
55,919,2,985
129,936,20,931
92,989,504,872
77,937,73,808
133,841,36,593,944
87,908,26,882
147,993,413,247,851
96,988,275,910,974
63,939,457,63,928
90,835,475,623
88,824,13,974
81,937,383,235,988
106,787,17,942
63,973,152,136,919
52,942,840,278,803
52,904,37,998
84,889,63,259,998
93,908,26,882
55,702,20,124,896
64,994,175,253,763
57,972,27,950
96,978,4,835
47,911,887,298,904
63,807,13,912
120,991,960,63,872
53,904,16,808
63,939,60,623
77,939,11,800
58,972,402,411,913
52,886,441,333,964
101,908,43,858
54,953,577,912
57,702,2,937
123,982,849,30,992
63,807,21,787
52,859,75,904
89,999,157,196,903
106,978,718,379,889
106,933,95,56,935
141,870,11,939
151,993,592,70,682
53,942,551,678,765
95,935,14,972
148,775,232,83,995
96,917,838,942
77,807,20,702
34,984,957,751,950
83,974,610,574,936
54,942,274,210,904
120,964,4,803
83,860,44,929
129,982,26,908
101,763,172,67,889
161,775,178,900
96,922,34,246,989
94,943,81,833
120,962,548,267,763
95,998,259,912
90,980,69,937
77,896,579,148,983
78,807,8,988
86,889,120,953
88,636,527,250,815
136,841,36,816,948
130,936,723,70,729
67,797,5,972
84,937,73,527,953
123,815,60,252,857
95,682,4,877
81,948,934,129,860
87,969,18,47,991
53,859,75,423,943
48,963,75,255,803
77,914,245,454,911
92,969,175,246,714
48,929,584,150,913
57,919,2,937
64,946,281,498,765
96,682,32,861,922
88,636,219,393,993
81,948,844,196,995
89,824,547,376,979
94,969,18,110,942
82,948,749,964
61,983,139,950
106,682,4,870
77,623,608,810,963
136,975,14,981
124,944,11,992
120,978,231,963
36,858,60,450,953
78,896,355,998
