Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,8011,396904,4584,224,1771.892857,86.584642,19792,4,13698,396904,4584,414,958.705314,86.584642,1000,13
2,1,8056,396904,4586,224,1771.892857,86.546882,19792,5,11508,396904,2301,373,1064.085791,172.491960,1000,20
3,1,7996,396904,4589,224,1771.892857,86.490303,19792,4,9937,396904,1541,346,1147.121387,257.562622,1000,26
4,1,7977,396904,4599,224,1771.892857,86.302240,19792,4,8913,396904,1157,371,1069.822102,343.045808,1000,26
5,1,8066,396904,4591,224,1771.892857,86.452625,19792,5,8241,396904,926,367,1081.482289,428.622030,1000,28
6,1,8014,396904,4584,224,1771.892857,86.584642,19792,5,7742,396904,774,347,1143.815562,512.795866,1000,26
7,1,8076,396904,4594,224,1771.892857,86.396169,19792,5,7413,396904,663,440,902.054545,598.648567,1000,28
8,1,8043,396904,4601,224,1771.892857,86.264725,19792,4,7056,396904,581,385,1030.919481,683.139415,1000,28
9,1,7966,396904,4600,224,1771.892857,86.283478,19792,5,6921,396904,517,412,963.359223,767.705996,1000,32
10,1,8024,396904,4602,224,1771.892857,86.245980,19792,5,6680,396904,465,417,951.808153,853.556989,1000,36
15,1,8058,396904,4608,224,1771.892857,86.133681,19792,4,6018,396904,312,369,1075.620596,1272.128205,1000,40
20,1,8048,396904,4613,224,1771.892857,86.040321,19792,5,5708,396904,235,413,961.026634,1688.953191,1000,52
25,1,8073,396904,4615,224,1771.892857,86.003034,19792,4,5501,396904,188,385,1030.919481,2111.191489,1000,62
30,1,8089,396904,4633,225,1764.017778,85.668897,19792,4,5354,396904,158,416,954.096154,2512.050633,1000,71
35,1,8085,396904,4636,223,1779.838565,85.613460,19792,4,5275,396904,136,417,951.808153,2918.411765,1000,72
40,1,8088,396904,4645,222,1787.855856,85.447578,19792,4,5215,396904,119,403,984.873449,3335.327731,1000,78
45,1,8127,396904,4662,222,1787.855856,85.135993,19792,4,5090,396904,106,439,904.109339,3744.377358,1000,83
50,1,8038,396904,4657,222,1787.855856,85.227400,19792,4,5119,396904,96,417,951.808153,4134.416667,1000,106
