Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,12230,619202,6937,321,1928.978193,89.260776,19792,5,21119,619202,6937,474,1306.333333,89.260776,1000,11
2,1,12275,619202,6938,321,1928.978193,89.247910,19792,4,17761,619202,3484,422,1467.303318,177.727325,1000,18
3,1,12332,619202,6948,321,1928.978193,89.119459,19792,4,15345,619202,2331,474,1306.333333,265.637924,1000,20
4,1,12333,619202,6954,322,1922.987578,89.042565,19792,4,13820,619202,1754,481,1287.322245,353.022805,1000,22
5,1,12327,619202,6957,322,1922.987578,89.004168,19792,5,12879,619202,1408,524,1181.683206,439.774148,1000,26
6,1,12312,619202,6950,322,1922.987578,89.093813,19792,4,12054,619202,1174,507,1221.305720,527.429302,1000,31
7,1,12289,619202,6956,322,1922.987578,89.016964,19792,4,11543,619202,1009,474,1306.333333,613.678890,1000,31
8,1,12257,619202,6961,321,1928.978193,88.953024,19792,4,11061,619202,884,481,1287.322245,700.454751,1000,33
9,1,12320,619202,6965,321,1928.978193,88.901938,19792,5,10709,619202,787,492,1258.540650,786.787802,1000,34
10,1,12301,619202,6956,321,1928.978193,89.016964,19792,5,10393,619202,708,512,1209.378906,874.579096,1000,39
15,1,12350,619202,6975,322,1922.987578,88.774480,19792,5,9480,619202,474,545,1136.150459,1306.333333,1000,42
20,1,12329,619202,6974,322,1922.987578,88.787210,19792,4,9058,619202,356,556,1113.672662,1739.331461,1000,50
25,1,12295,619202,6976,322,1922.987578,88.761755,19792,5,8698,619202,285,546,1134.069597,2172.638596,1000,56
30,1,12268,619202,6988,322,1922.987578,88.609330,19792,4,8473,619202,239,532,1163.913534,2590.803347,1000,62
35,1,12334,619202,6996,323,1917.034056,88.508005,19792,4,8356,619202,205,534,1159.554307,3020.497561,1000,68
40,1,12340,619202,6991,323,1917.034056,88.571306,19792,4,8254,619202,180,520,1190.773077,3440.011111,1000,83
45,1,12374,619202,7007,323,1917.034056,88.369060,19792,4,8109,619202,160,534,1159.554307,3870.012500,1000,85
50,1,12373,619202,7013,323,1917.034056,88.293455,19792,4,8176,619202,145,561,1103.746881,4270.358621,1000,92
