Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,1898,247742,579,143,1732.461538,427.879102,19792,6,4433,247742,579,164,1510.621951,427.879102,1000,19
2,1,1929,247742,581,141,1757.035461,426.406196,19792,6,4013,247742,291,160,1548.3875,851.347079,1000,30
3,1,1886,247742,582,143,1732.461538,425.67354,19792,7,3709,247742,195,201,1232.547264,1270.471795,1000,41
4,1,1900,247742,585,144,1720.430556,423.490598,19792,6,3609,247742,147,198,1251.222222,1685.319728,1000,48
5,1,1910,247742,588,143,1732.461538,421.329932,19792,6,3519,247742,118,189,1310.804233,2099.508475,1000,55
6,1,1927,247742,589,143,1732.461538,420.614601,19792,6,3446,247742,99,189,1310.804233,2502.444444,1000,65
7,1,1907,247742,593,143,1732.461538,417.777403,19792,6,3399,247742,85,169,1465.928994,2914.611765,1000,70
8,1,1929,247742,595,143,1732.461538,416.373109,19792,7,3335,247742,75,202,1226.445545,3303.226667,1000,81
9,1,1915,247742,595,143,1732.461538,416.373109,19792,6,3356,247742,67,189,1310.804233,3697.641791,1000,96
10,1,1932,247742,598,143,1732.461538,414.284281,19792,7,3310,247742,61,202,1226.445545,4061.344262,1000,94
15,1,1956,247742,612,143,1732.461538,404.80719,19792,8,3271,247742,42,214,1157.672897,5898.619048,1000,127
20,1,1978,247742,625,143,1732.461538,396.3872,19792,7,3230,247742,32,206,1202.631068,7741.9375,1000,157
25,1,1980,247742,636,143,1732.461538,389.531447,19792,6,3235,247742,26,209,1185.368421,9528.538462,1000,200
30,1,2003,247742,651,143,1732.461538,380.556068,19792,6,3240,247742,23,237,1045.324895,10771.3913,1000,223
35,1,2020,247742,665,143,1732.461538,372.544361,19792,7,3246,247742,20,239,1036.577406,12387.1,1000,273
40,1,2045,247742,678,144,1720.430556,365.40118,19792,8,3261,247742,18,245,1011.191837,13763.44444,1000,293
45,1,2064,247742,693,149,1662.697987,357.492063,19792,6,3285,247742,16,290,854.282759,15483.875,1000,340
50,1,2077,247742,708,150,1651.613333,349.918079,19792,6,3285,247742,15,286,866.230769,16516.13333,1000,377
