Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,132,4950,91,11,450.000000,54.395604,19792,3,207,4950,91,23,215.217391,54.395604,1000,6
2,1,137,4950,92,15,330.000000,53.804348,19792,3,176,4950,47,27,183.333333,105.319149,1000,12
3,1,128,4950,93,12,412.500000,53.225806,19792,2,153,4950,32,27,183.333333,154.687500,1000,14
4,1,134,4950,95,12,412.500000,52.105263,19792,3,139,4950,25,26,190.384615,198.000000,1000,16
5,1,141,4950,98,12,412.500000,50.510204,19792,3,135,4950,20,25,198.000000,247.500000,1000,16
6,1,138,4950,98,11,450.000000,50.510204,19792,3,119,4950,17,25,198.000000,291.176471,1000,16
7,1,135,4950,101,11,450.000000,49.009901,19792,3,113,4950,15,25,198.000000,330.000000,1000,16
8,1,138,4950,103,13,380.769231,48.058252,19792,3,108,4950,14,25,198.000000,353.571429,1000,16
9,1,143,4950,107,13,380.769231,46.261682,19792,2,102,4950,13,25,198.000000,380.769231,1000,16
10,1,147,4950,110,13,380.769231,45.000000,19792,2,105,4950,12,25,198.000000,412.500000,1000,18
15,1,167,4950,122,13,380.769231,40.573770,19792,3,95,4950,9,25,198.000000,550.000000,1000,22
20,1,172,4950,133,13,380.769231,37.218045,19792,2,97,4950,8,25,198.000000,618.750000,1000,30
25,1,183,4950,143,13,380.769231,34.615385,19792,3,96,4950,7,25,198.000000,707.142857,1000,30
30,1,195,4950,157,14,353.571429,31.528662,19792,2,98,4950,6,25,198.000000,825.000000,1000,44
35,1,204,4950,170,14,353.571429,29.117647,19792,3,102,4950,6,25,198.000000,825.000000,1000,47
40,1,212,4950,183,14,353.571429,27.049180,19792,2,107,4950,6,25,198.000000,825.000000,1000,54
45,1,227,4950,195,14,353.571429,25.384615,19792,2,110,4950,5,25,198.000000,990.000000,1000,56
50,1,232,4950,203,14,353.571429,24.384236,19792,2,111,4950,5,27,183.333333,990.000000,1000,56
