Epoch,Total Events,Max events per LP,Min events per LP,Mean,Std Dev,Fifty,Seventy five,Total LP
0,123,2,0,1.2424242424242424,0.4538027327183413,37,68,1000
1,151,5,0,0.8031914893617017,0.8392703894843123,41,79,1000
2,175,6,0,0.7675438596491229,0.9633820394915994,41,85,1000
3,221,6,0,1.1510416666666672,1.009431418587076,42,93,1000
4,179,7,0,0.8443396226415097,0.8972395991750579,45,90,1000
5,188,4,0,1.032967032967034,0.8725469095724355,42,89,1000
6,165,3,0,0.9217877094972062,0.7301878622862183,47,88,1000
7,193,5,0,1.0052083333333333,0.7623152652937141,54,102,1000
8,180,7,0,0.8530805687203792,0.8119509064162382,54,99,1000
9,211,5,0,1.0656565656565662,0.9347940532883549,43,96,1000
10,191,4,0,0.9317073170731713,0.750959851277358,56,104,1000
11,171,4,0,0.8341463414634146,0.7744731783408593,52,95,1000
12,187,4,0,1.0935672514619894,0.737654964682828,49,96,1000
13,148,4,0,0.7668393782383421,0.7722659165995079,42,79,1000
14,170,6,0,0.9090909090909091,0.7740917169914432,52,94,1000
15,148,4,0,0.7628865979381446,0.6717573562102339,54,91,1000
16,144,4,0,0.8,0.7504188774412007,43,79,1000
17,156,3,0,1.012987012987013,0.7229841299211321,43,82,1000
18,148,3,0,0.8131868131868135,0.6549781812752956,54,91,1000
19,134,3,0,0.6979166666666666,0.6958333986477274,46,79,1000
20,137,3,0,0.8253012048192769,0.7300217304352185,42,76,1000
21,149,4,0,0.9197530864197531,0.6400542975970103,52,89,1000
22,145,3,0,0.7923497267759566,0.7342084382961759,43,79,1000
23,148,4,0,0.8176795580110497,0.7852226344390228,42,79,1000
24,118,5,0,0.7108433734939762,0.7140175786296765,43,72,1000
25,90,7,0,0.548780487804878,0.7698687486637482,33,55,1000
26,107,4,0,0.8045112781954887,0.8743711733214189,28,55,1000
27,95,4,0,0.6597222222222221,0.8121730709184447,23,47,1000
28,106,4,0,0.6751592356687898,0.8489553196357705,24,48,1000
29,108,3,0,0.6585365853658538,0.6210917005513681,43,70,1000
30,84,3,0,0.4912280701754384,0.587801697780223,36,57,1000
31,114,3,0,0.7916666666666666,0.6463993872461266,42,70,1000
32,112,3,0,0.6956521739130431,0.6025308940302306,46,74,1000
33,113,4,0,0.6608187134502924,0.728929454264818,37,65,1000
34,114,3,0,0.7169811320754718,0.6277554497613218,44,72,1000
35,119,4,0,0.7300613496932514,0.729123858580456,37,67,1000
36,107,4,0,0.6407185628742517,0.7047306320073567,36,63,1000
37,101,3,0,0.6474358974358976,0.7256097518593467,30,55,1000
38,112,3,0,0.7832167832167833,0.683197331317356,38,66,1000
39,156,3,0,0.9512195121951228,0.765873958849583,41,80,1000
40,203,7,0,1.0740740740740742,0.9647041299349937,43,87,1000
41,180,5,0,0.7999999999999998,0.8964214570007952,44,89,1000
42,223,4,0,1.0276497695852522,0.7752959452342736,57,113,1000
43,252,5,0,1.1830985915492955,0.8122271818591382,56,119,1000
44,205,5,0,0.8874458874458874,0.9114574880343475,50,101,1000
45,212,4,0,1.0443349753694575,0.8691665098756852,48,101,1000
46,229,6,0,1.1865284974093275,0.8205846940255982,51,106,1000
