Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,103,5298,30,77,68.805195,176.600000,2014,9,231,5298,30,191,27.738220,176.600000,2000,23
2,1,128,5298,44,76,69.710526,120.409091,2014,9,234,5298,23,193,27.450777,230.347826,2000,41
3,1,140,5298,57,76,69.710526,92.947368,2014,9,238,5298,20,194,27.309278,264.900000,2000,44
4,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
5,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
6,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
7,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
8,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
9,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
10,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
15,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
20,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
25,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
30,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
35,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
40,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
45,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
50,1,140,5298,57,76,69.710526,92.947368,2014,9,233,5298,16,194,27.309278,331.125000,2000,44
