Epoch,Total Events,Max events per LP,Mean,Std Dev
12717,1,1,0.00617284,0.07856742
12718,1,1,0.00617284,0.07856742
12719,1,1,0.00621118,0.078811041
12720,1,1,0.00621118,0.078811041
12721,3,2,0.01875,0.176331413
12722,4,2,0.025,0.192631561
12723,1,1,0.006289308,0.079305159
12724,1,1,0.006289308,0.079305159
12725,1,1,0.006329114,0.079555728
12726,4,2,0.025477707,0.194443472
12727,6,2,0.037974684,0.249485482
12728,2,1,0.012987013,0.113587546
12729,4,2,0.025806452,0.195680202
12730,1,1,0.006535948,0.080845208
12731,1,1,0.006535948,0.080845208
12732,2,2,0.013157895,0.162221421
12733,4,2,0.026143791,0.227911352
12734,1,1,0.006622517,0.081378846
12735,1,1,0.006622517,0.081378846
12736,3,3,0.02,0.244948974
12737,5,3,0.033112583,0.292511391
12738,2,2,0.013422819,0.163846384
12739,3,2,0.020134228,0.182690059
12740,3,2,0.020134228,0.182690059
12741,2,2,0.013605442,0.16495722
12742,3,2,0.020408163,0.183921803
12743,2,1,0.01369863,0.116636859
12744,1,1,0.006896552,0.08304548
12745,1,1,0.006944444,0.083333333
12746,1,1,0.006944444,0.083333333
12747,1,1,0.006944444,0.083333333
12748,1,1,0.006944444,0.083333333
12749,3,3,0.020979021,0.250872603
12750,5,3,0.034722222,0.299491281
12751,1,1,0.007042254,0.083918136
12752,1,1,0.007042254,0.083918136
12753,1,1,0.007092199,0.084215192
12754,1,1,0.007092199,0.084215192
12755,2,1,0.014285714,0.119092147
12756,2,1,0.014285714,0.119092147
12757,2,2,0.014492754,0.170251306
12758,2,2,0.014492754,0.170251306
12759,1,1,0.00729927,0.085435766
12760,1,1,0.00729927,0.085435766
12761,1,1,0.007352941,0.085749293
12762,3,2,0.02189781,0.190477468
12763,1,1,0.007407407,0.086066297
12764,2,1,0.014814815,0.121261109
12765,1,1,0.007462687,0.086386843
12766,1,1,0.007518797,0.086710997
12767,3,1,0.02238806,0.148497128
12768,7,2,0.051851852,0.281746115
12769,1,1,0.007633588,0.087370406
12770,1,1,0.007692308,0.087705802
12771,1,1,0.007692308,0.087705802
12772,1,1,0.007751938,0.088045091
12773,4,3,0.031007752,0.277769703
12774,3,3,0.0234375,0.265165043
12775,5,2,0.039370079,0.232364478
12776,7,2,0.05511811,0.290240366
12777,2,2,0.016260163,0.180333927
12778,1,1,0.008196721,0.090535746
12779,8,6,0.06557377,0.556519659
12780,1,1,0.008196721,0.090535746
12781,1,1,0.008196721,0.090535746
12782,28,6,0.227642276,0.766223527
12783,221,5,1.826446281,1.429904927
12784,1,1,0.006711409,0.081923192
12785,1,1,0.006711409,0.081923192
12786,1,1,0.006711409,0.081923192
12787,1,1,0.006666667,0.081649658
12788,1,1,0.006711409,0.081923192
12789,1,1,0.006711409,0.081923192
12790,1,1,0.006756757,0.082199494
12791,1,1,0.006711409,0.081923192
12792,1,1,0.006756757,0.082199494
12793,1,1,0.006756757,0.082199494
12794,1,1,0.006802721,0.08247861
12795,3,2,0.02027027,0.183302827
12796,1,1,0.006849315,0.082760589
12797,1,1,0.006849315,0.082760589
12798,4,2,0.027586207,0.202238431
12799,4,2,0.027210884,0.200874057
12800,1,1,0.006896552,0.08304548
12801,1,1,0.006896552,0.08304548
12802,1,1,0.006944444,0.083333333
12803,3,2,0.020689655,0.185178799
12804,2,1,0.013986014,0.117845326
12805,2,1,0.013986014,0.117845326
12806,1,1,0.006993007,0.083624201
12807,3,2,0.020833333,0.185817039
12808,1,1,0.007042254,0.083918136
12809,1,1,0.007042254,0.083918136
12810,1,1,0.007092199,0.084215192
12811,1,1,0.007092199,0.084215192
12812,1,1,0.007142857,0.084515425
12813,3,2,0.021276596,0.187772092
12814,1,1,0.007194245,0.084818893
12815,2,1,0.014388489,0.11951663
12816,1,1,0.007194245,0.084818893
12817,1,1,0.007194245,0.084818893
12818,1,1,0.007246377,0.085125653
12819,2,1,0.01459854,0.120379392
12820,2,1,0.01459854,0.120379392
12821,1,1,0.007407407,0.086066297
12822,1,1,0.007407407,0.086066297
12823,3,2,0.02238806,0.192585023
12824,3,2,0.02238806,0.192585023
12825,1,1,0.007575758,0.087038828
12826,1,1,0.007575758,0.087038828
12827,1,1,0.007633588,0.087370406
12828,1,1,0.007633588,0.087370406
12829,1,1,0.007692308,0.087705802
12830,1,1,0.007692308,0.087705802
12831,1,1,0.007751938,0.088045091
12832,1,1,0.007751938,0.088045091
12833,2,2,0.015625,0.176776695
12834,2,2,0.015625,0.176776695
12835,1,1,0.007874016,0.088735651
12836,1,1,0.007874016,0.088735651
12837,1,1,0.007936508,0.089087081
12838,1,1,0.007936508,0.089087081
12839,1,1,0.007936508,0.089087081
12840,3,2,0.023622047,0.197788043
12841,1,1,0.008,0.089442719
12842,3,2,0.023809524,0.19856629
12843,1,1,0.008064516,0.089802651
12844,1,1,0.008064516,0.089802651
12845,1,1,0.008130081,0.090166963
12846,1,1,0.008130081,0.090166963
12847,2,2,0.016393443,0.181071492
12848,2,2,0.016393443,0.181071492
12849,1,1,0.008264463,0.090909091
12850,1,1,0.008264463,0.090909091
12851,3,2,0.025,0.203436857
12852,3,2,0.025,0.203436857
12853,1,1,0.008474576,0.092057462
12854,13,2,0.109243697,0.385981381
12855,260,9,1.984732824,1.408680413
12856,1,1,0.005434783,0.073720978
12857,1,1,0.005434783,0.073720978
12858,1,1,0.005464481,0.073922127
12859,1,1,0.005464481,0.073922127
12860,1,1,0.005464481,0.073922127
12861,1,1,0.005464481,0.073922127
12862,1,1,0.005464481,0.073922127
12863,1,1,0.005464481,0.073922127
12864,1,1,0.005494505,0.074124932
12865,1,1,0.005494505,0.074124932
12866,3,1,0.016483516,0.127676851
12867,3,1,0.016393443,0.127331437
12868,2,1,0.011049724,0.104825266
12869,2,1,0.011049724,0.104825266
12870,2,1,0.011173184,0.105405947
12871,2,1,0.011173184,0.105405947
12872,1,1,0.005617978,0.074953169
12873,1,1,0.005617978,0.074953169
12874,1,1,0.005649718,0.075164603
12875,3,2,0.016853933,0.167221194
12876,2,1,0.011363636,0.106295349
12877,2,1,0.011363636,0.106295349
12878,1,1,0.005681818,0.075377836
12879,1,1,0.005681818,0.075377836
12880,3,1,0.017142857,0.130176084
12881,3,1,0.017142857,0.130176084
12882,1,1,0.005780347,0.076028592
12883,1,1,0.005780347,0.076028592
12884,1,1,0.005813953,0.076249285
12885,1,1,0.005813953,0.076249285
12886,1,1,0.005847953,0.076471911
12887,1,1,0.005847953,0.076471911
12888,2,1,0.011764706,0.10814385
12889,2,1,0.011695906,0.107829064
12890,2,1,0.01183432,0.108461409
12891,4,2,0.023529412,0.186938625
12892,1,1,0.005988024,0.077382323
12893,2,1,0.011976048,0.109105009
12894,1,1,0.006024096,0.077615053
12895,1,1,0.006024096,0.077615053
12896,1,1,0.006024096,0.077615053
12897,3,1,0.018181818,0.134015255
12898,5,2,0.030120482,0.203743713
12899,1,1,0.006134969,0.078326045
12900,1,1,0.006134969,0.078326045
12901,2,2,0.012345679,0.15713484
12902,3,2,0.018518519,0.175245071
12903,1,1,0.00621118,0.078811041
12904,1,1,0.00621118,0.078811041
12905,1,1,0.00617284,0.07856742
12906,3,1,0.01863354,0.135648889
12907,3,1,0.01863354,0.135648889
12908,1,1,0.006329114,0.079555728
12909,1,1,0.006329114,0.079555728
12910,1,1,0.006329114,0.079555728
12911,1,1,0.006329114,0.079555728
12912,3,2,0.01910828,0.177999481
12913,5,2,0.031446541,0.236573206
12914,1,1,0.006410256,0.080064077
12915,1,1,0.006410256,0.080064077
12916,2,1,0.012903226,0.11322296
12917,2,1,0.012820513,0.112861862
12918,1,1,0.006493506,0.080582296
12919,1,1,0.006493506,0.080582296
12920,1,1,0.006535948,0.080845208
12921,1,1,0.006535948,0.080845208
12922,1,1,0.006578947,0.081110711
12923,1,1,0.006578947,0.081110711
12924,1,1,0.006622517,0.081378846
12925,1,1,0.006622517,0.081378846
12926,1,1,0.006666667,0.081649658
12927,3,2,0.01986755,0.181482733
12928,1,1,0.006711409,0.081923192
12929,1,1,0.006711409,0.081923192
12930,2,1,0.013513514,0.115851564
12931,3,1,0.02027027,0.141401854
12932,4,2,0.027210884,0.200874057
12933,3,2,0.020547945,0.184547091
12934,1,1,0.006944444,0.083333333
12935,1,1,0.006944444,0.083333333
12936,1,1,0.006993007,0.083624201
12937,2,1,0.013986014,0.117845326
12938,3,2,0.021126761,0.187113568
12939,3,2,0.021276596,0.187772092
12940,1,1,0.007042254,0.083918136
12941,1,1,0.007042254,0.083918136
12942,3,2,0.021126761,0.187113568
12943,1,1,0.007142857,0.084515425
12944,2,1,0.014285714,0.119092147
12945,1,1,0.007194245,0.084818893
12946,1,1,0.007246377,0.085125653
12947,1,1,0.007246377,0.085125653
12948,1,1,0.00729927,0.085435766
12949,1,1,0.00729927,0.085435766
12950,2,2,0.014705882,0.171498585
12951,8,4,0.058394161,0.415975525
12952,4,4,0.02962963,0.344265186
12953,1,1,0.007462687,0.086386843
12954,1,1,0.007462687,0.086386843
12955,4,2,0.030075188,0.244324971
12956,8,2,0.058823529,0.339164679
12957,1,1,0.007575758,0.087038828
12958,2,1,0.015151515,0.122620776
12959,2,1,0.015267176,0.123084263
12960,1,1,0.007692308,0.087705802
12961,1,1,0.007751938,0.088045091
12962,1,1,0.007751938,0.088045091
12963,1,1,0.0078125,0.088388348
12964,1,1,0.0078125,0.088388348
12965,2,2,0.015748031,0.177471302
12966,2,2,0.015748031,0.177471302
12967,1,1,0.007936508,0.089087081
12968,5,2,0.039370079,0.264322278
12969,4,2,0.032,0.21761167
12970,17,3,0.137096774,0.465643665
12971,274,7,2.157480315,1.487648602
12972,1,1,0.005181347,0.071981575
12973,1,1,0.005154639,0.071795816
12974,1,1,0.005181347,0.071981575
12975,1,1,0.005181347,0.071981575
12976,1,1,0.005208333,0.072168784
12977,1,1,0.005208333,0.072168784
12978,3,2,0.015625,0.161035995
12979,3,2,0.015625,0.161035995
12980,2,1,0.010416667,0.101794544
12981,2,1,0.010362694,0.101531876
12982,1,1,0.005208333,0.072168784
12983,3,2,0.015544041,0.160620021
12984,1,1,0.005235602,0.072357461
12985,1,1,0.005235602,0.072357461
12986,1,1,0.005235602,0.072357461
12987,1,1,0.005235602,0.072357461
12988,1,1,0.005263158,0.072547625
12989,1,1,0.005235602,0.072357461
12990,1,1,0.005263158,0.072547625
12991,1,1,0.005263158,0.072547625
12992,1,1,0.005263158,0.072547625
12993,1,1,0.005263158,0.072547625
12994,3,1,0.015873016,0.125316216
12995,5,2,0.026315789,0.190632768
12996,3,1,0.016042781,0.125977291
12997,3,1,0.016042781,0.125977291
12998,2,1,0.010869565,0.103971961
12999,2,1,0.010810811,0.103692123
13000,3,1,0.016393443,0.127331437
13001,3,1,0.016393443,0.127331437
13002,1,1,0.005555556,0.074535599
13003,1,1,0.005555556,0.074535599
13004,1,1,0.005586592,0.074743509
13005,3,2,0.016759777,0.166755568
13006,5,2,0.028089888,0.196861685
13007,3,1,0.016853933,0.129087151
13008,2,1,0.011363636,0.106295349
13009,3,1,0.017045455,0.129810051
13010,1,1,0.005714286,0.075592895
13011,1,1,0.005714286,0.075592895
13012,2,1,0.011494253,0.106900945
13013,1,1,0.005714286,0.075592895
13014,1,1,0.005747126,0.075809804
13015,1,1,0.005747126,0.075809804
13016,1,1,0.005780347,0.076028592
13017,1,1,0.005780347,0.076028592
13018,1,1,0.005813953,0.076249285
13019,1,1,0.005813953,0.076249285
13020,2,1,0.011695906,0.107829064
13021,4,2,0.023255814,0.185859419
13022,1,1,0.00591716,0.076923077
13023,1,1,0.00591716,0.076923077
13024,2,2,0.011904762,0.15430335
13025,7,2,0.041666667,0.275858305
13026,5,2,0.02994012,0.230900534
13027,2,1,0.012195122,0.110092258
13028,4,2,0.024242424,0.189721077
13029,3,2,0.018518519,0.175245071
13030,3,2,0.018518519,0.175245071
13031,1,1,0.00625,0.079056942
13032,1,1,0.00625,0.079056942
13033,2,1,0.012578616,0.111798948
13034,2,1,0.012578616,0.111798948
13035,1,1,0.006289308,0.079305159
13036,1,1,0.006289308,0.079305159
13037,1,1,0.006329114,0.079555728
13038,1,1,0.006329114,0.079555728
13039,3,1,0.01910828,0.137343738
13040,3,1,0.01910828,0.137343738
13041,1,1,0.006493506,0.080582296
13042,2,1,0.012987013,0.113587546
13043,1,1,0.006493506,0.080582296
13044,1,1,0.006493506,0.080582296
13045,1,1,0.006535948,0.080845208
13046,3,2,0.019736842,0.180887977
13047,5,2,0.032679739,0.241113116
13048,1,1,0.006578947,0.081110711
13049,1,1,0.006578947,0.081110711
13050,1,1,0.006622517,0.081378846
13051,1,1,0.006622517,0.081378846
13052,1,1,0.006666667,0.081649658
13053,1,1,0.006666667,0.081649658
13054,1,1,0.006711409,0.081923192
13055,1,1,0.006711409,0.081923192
13056,1,1,0.006756757,0.082199494
13057,2,1,0.013513514,0.115851564
13058,1,1,0.006802721,0.08247861
13059,1,1,0.006802721,0.08247861
13060,3,2,0.02027027,0.183302827
13061,1,1,0.006849315,0.082760589
13062,1,1,0.006849315,0.082760589
13063,2,1,0.013793103,0.117035542
13064,2,1,0.013793103,0.117035542
13065,2,2,0.013986014,0.167248402
13066,4,2,0.027777778,0.234876681
13067,3,3,0.021126761,0.251754407
13068,3,3,0.021126761,0.251754407
13069,1,1,0.007092199,0.084215192
13070,1,1,0.007092199,0.084215192
13071,1,1,0.007142857,0.084515425
13072,1,1,0.007142857,0.084515425
13073,1,1,0.007194245,0.084818893
13074,3,2,0.021428571,0.188437618
13075,3,2,0.02173913,0.189790176
13076,7,2,0.050724638,0.303807079
13077,1,1,0.00729927,0.085435766
13078,1,1,0.00729927,0.085435766
13079,6,2,0.044117647,0.294835725
13080,1,1,0.007352941,0.085749293
13081,1,1,0.007352941,0.085749293
13082,1,1,0.007407407,0.086066297
13083,1,1,0.007407407,0.086066297
13084,2,2,0.014925373,0.172773685
13085,1,1,0.007518797,0.086710997
13086,2,1,0.015037594,0.122162485
13087,3,2,0.022556391,0.19330324
13088,2,1,0.015267176,0.123084263
13089,4,2,0.030534351,0.212636609
13090,4,2,0.030769231,0.247106089
13091,2,2,0.015625,0.176776695
13092,7,3,0.0546875,0.361723646
13093,18,3,0.141732283,0.483446776
13094,280,9,2.105263158,1.746265096
13095,2,1,0.012195122,0.110092258
13096,2,1,0.012121212,0.109760204
13097,2,1,0.012269939,0.110427344
13098,4,2,0.024390244,0.190292623
13099,1,1,0.00621118,0.078811041
13100,3,2,0.018518519,0.175245071
13101,1,1,0.00625,0.079056942
13102,1,1,0.00625,0.079056942
13103,1,1,0.00625,0.079056942
13104,1,1,0.00625,0.079056942
13105,1,1,0.006289308,0.079305159
13106,1,1,0.006289308,0.079305159
13107,1,1,0.006289308,0.079305159
13108,1,1,0.006289308,0.079305159
13109,2,1,0.012658228,0.112149909
13110,2,1,0.012658228,0.112149909
13111,1,1,0.006410256,0.080064077
13112,1,1,0.006410256,0.080064077
13113,1,1,0.006410256,0.080064077
13114,1,1,0.006410256,0.080064077
13115,1,1,0.006451613,0.080321933
13116,1,1,0.006451613,0.080321933
13117,1,1,0.006493506,0.080582296
13118,1,1,0.006493506,0.080582296
13119,1,1,0.006535948,0.080845208
13120,3,2,0.019480519,0.179715797
13121,1,1,0.006578947,0.081110711
13122,1,1,0.006578947,0.081110711
13123,2,1,0.013245033,0.114702802
13124,4,2,0.026315789,0.197580344
13125,2,1,0.013333333,0.115081918
13126,2,1,0.013333333,0.115081918
13127,1,1,0.006756757,0.082199494
13128,1,1,0.006756757,0.082199494
13129,1,1,0.006756757,0.082199494
13130,1,1,0.006756757,0.082199494
13131,1,1,0.006802721,0.08247861
13132,1,1,0.006756757,0.082199494
13133,1,1,0.006802721,0.08247861
13134,5,2,0.034013605,0.21628767
13135,6,2,0.040540541,0.257628599
13136,1,1,0.006896552,0.08304548
13137,1,1,0.006849315,0.082760589
13138,1,1,0.006896552,0.08304548
13139,1,1,0.006896552,0.08304548
13140,1,1,0.006896552,0.08304548
13141,1,1,0.006896552,0.08304548
13142,1,1,0.006944444,0.083333333
13143,3,2,0.020689655,0.185178799
13144,1,1,0.006993007,0.083624201
13145,1,1,0.006993007,0.083624201
13146,2,1,0.014084507,0.118256572
13147,2,1,0.014084507,0.118256572
13148,1,1,0.007142857,0.084515425
13149,2,1,0.014285714,0.119092147
13150,1,1,0.007194245,0.084818893
13151,2,1,0.014492754,0.119945684
13152,2,1,0.014492754,0.119945684
13153,3,2,0.022058824,0.191172281
13154,5,2,0.03649635,0.254626576
13155,2,2,0.014925373,0.172773685
13156,2,2,0.014925373,0.172773685
13157,1,1,0.007518797,0.086710997
13158,1,1,0.007518797,0.086710997
13159,1,1,0.007575758,0.087038828
13160,1,1,0.007575758,0.087038828
13161,1,1,0.007633588,0.087370406
13162,1,1,0.007633588,0.087370406
13163,1,1,0.007692308,0.087705802
13164,2,1,0.015384615,0.123553044
13165,1,1,0.007751938,0.088045091
13166,1,1,0.0078125,0.088388348
13167,6,2,0.046511628,0.275580782
13168,3,2,0.023622047,0.197788043
13169,2,1,0.016,0.125980029
13170,4,2,0.031746032,0.216758222
13171,1,1,0.008130081,0.090166963
13172,3,2,0.024193548,0.200150743
13173,3,2,0.024590164,0.201773736
13174,5,2,0.040650407,0.268522795
13175,1,1,0.008264463,0.090909091
13176,7,2,0.05785124,0.267629117
13177,244,14,1.876923077,1.842711958
13178,2,1,0.013071895,0.113955676
13179,2,1,0.013071895,0.113955676
13180,1,1,0.006535948,0.080845208
13181,1,1,0.006535948,0.080845208
13182,1,1,0.006578947,0.081110711
13183,1,1,0.006578947,0.081110711
13184,1,1,0.006578947,0.081110711
13185,1,1,0.006535948,0.080845208
13186,2,1,0.013157895,0.114327409
13187,2,1,0.013157895,0.114327409
13188,3,1,0.01986755,0.14000946
13189,3,1,0.01986755,0.14000946
13190,1,1,0.006711409,0.081923192
13191,1,1,0.006711409,0.081923192
13192,1,1,0.006756757,0.082199494
13193,1,1,0.006756757,0.082199494
13194,1,1,0.006756757,0.082199494
13195,1,1,0.006756757,0.082199494
13196,2,2,0.013605442,0.16495722
13197,2,2,0.013605442,0.16495722
13198,1,1,0.006802721,0.08247861
13199,1,1,0.006756757,0.082199494
13200,2,1,0.013605442,0.116242222
13201,2,1,0.013605442,0.116242222
13202,2,2,0.01369863,0.165521178
13203,2,2,0.013605442,0.16495722
13204,1,1,0.006849315,0.082760589
13205,3,2,0.020408163,0.183921803
13206,1,1,0.006896552,0.08304548
13207,1,1,0.006896552,0.08304548
13208,1,1,0.006944444,0.083333333
13209,3,2,0.020689655,0.185178799
13210,1,1,0.006993007,0.083624201
13211,1,1,0.006993007,0.083624201
13212,2,1,0.014084507,0.118256572
13213,4,2,0.027972028,0.203630982
13214,1,1,0.007142857,0.084515425
13215,1,1,0.007142857,0.084515425
13216,1,1,0.007142857,0.084515425
13217,1,1,0.007142857,0.084515425
13218,1,1,0.007194245,0.084818893
13219,1,1,0.007194245,0.084818893
13220,1,1,0.007246377,0.085125653
13221,3,2,0.02173913,0.189790176
13222,2,2,0.01459854,0.170871532
13223,1,1,0.007352941,0.085749293
13224,1,1,0.007352941,0.085749293
13225,1,1,0.007407407,0.086066297
13226,1,1,0.007407407,0.086066297
13227,1,1,0.007462687,0.086386843
13228,2,1,0.014925373,0.121709294
13229,1,1,0.007518797,0.086710997
13230,1,1,0.007575758,0.087038828
13231,1,1,0.007575758,0.087038828
13232,1,1,0.007633588,0.087370406
13233,1,1,0.007633588,0.087370406
13234,2,1,0.015384615,0.123553044
13235,2,1,0.015384615,0.123553044
13236,1,1,0.0078125,0.088388348
13237,3,2,0.023255814,0.19625861
13238,3,2,0.023622047,0.197788043
13239,6,2,0.046875,0.276632591
13240,1,1,0.008,0.089442719
13241,1,1,0.008064516,0.089802651
13242,2,1,0.016129032,0.126482813
13243,3,2,0.024193548,0.200150743
13244,2,2,0.016393443,0.181071492
13245,4,2,0.032520325,0.253983327
13246,1,1,0.008264463,0.090909091
13247,3,2,0.024590164,0.201773736
13248,2,1,0.016666667,0.128555866
13249,4,2,0.033057851,0.221129084
13250,2,1,0.016949153,0.129631354
13251,20,4,0.169491525,0.589148085
13252,176,9,1.408,1.380135571
13253,1,1,0.006711409,0.081923192
13254,1,1,0.006666667,0.081649658
13255,1,1,0.006711409,0.081923192
13256,1,1,0.006711409,0.081923192
13257,1,1,0.006756757,0.082199494
13258,1,1,0.006756757,0.082199494
13259,1,1,0.006802721,0.08247861
13260,1,1,0.006802721,0.08247861
13261,1,1,0.006849315,0.082760589
13262,1,1,0.006849315,0.082760589
13263,1,1,0.006849315,0.082760589
13264,1,1,0.006849315,0.082760589
13265,1,1,0.006896552,0.08304548
13266,1,1,0.006896552,0.08304548
13267,2,1,0.013793103,0.117035542
13268,2,1,0.013793103,0.117035542
13269,1,1,0.006944444,0.083333333
13270,1,1,0.006944444,0.083333333
13271,1,1,0.006944444,0.083333333
13272,1,1,0.006944444,0.083333333
13273,1,1,0.006993007,0.083624201
13274,1,1,0.006993007,0.083624201
13275,2,2,0.013986014,0.167248402
13276,2,2,0.013986014,0.167248402
13277,1,1,0.006993007,0.083624201
13278,1,1,0.006944444,0.083333333
13279,1,1,0.006993007,0.083624201
13280,1,1,0.006993007,0.083624201
13281,1,1,0.006993007,0.083624201
13282,1,1,0.006993007,0.083624201
13283,1,1,0.007042254,0.083918136
13284,1,1,0.007042254,0.083918136
13285,3,1,0.021276596,0.144819351
13286,3,1,0.021276596,0.144819351
13287,1,1,0.007194245,0.084818893
13288,1,1,0.007194245,0.084818893
13289,2,1,0.014492754,0.119945684
13290,4,2,0.028776978,0.20650459
13291,1,1,0.007352941,0.085749293
13292,1,1,0.007352941,0.085749293
13293,1,1,0.007407407,0.086066297
13294,3,2,0.022058824,0.191172281
13295,1,1,0.007462687,0.086386843
13296,1,1,0.007462687,0.086386843
13297,1,1,0.007518797,0.086710997
13298,1,1,0.007518797,0.086710997
13299,1,1,0.007575758,0.087038828
13300,1,1,0.007575758,0.087038828
13301,1,1,0.007633588,0.087370406
13302,1,1,0.007633588,0.087370406
13303,2,2,0.015384615,0.175411604
13304,2,2,0.015384615,0.175411604
13305,1,1,0.007692308,0.087705802
13306,1,1,0.007692308,0.087705802
13307,1,1,0.007751938,0.088045091
13308,1,1,0.007751938,0.088045091
13309,1,1,0.0078125,0.088388348
13310,1,1,0.0078125,0.088388348
13311,1,1,0.007874016,0.088735651
13312,1,1,0.007874016,0.088735651
13313,2,2,0.015873016,0.178174161
13314,2,2,0.015873016,0.178174161
13315,1,1,0.008,0.089442719
13316,1,1,0.008,0.089442719
13317,1,1,0.008064516,0.089802651
13318,1,1,0.008064516,0.089802651
13319,1,1,0.008130081,0.090166963
13320,3,2,0.024390244,0.200957325
13321,2,2,0.016393443,0.181071492
13322,1,1,0.008264463,0.090909091
13323,3,2,0.024590164,0.201773736
13324,3,3,0.025,0.273861279
13325,5,3,0.041322314,0.326514273
13326,1,1,0.008403361,0.09166985
13327,1,1,0.008403361,0.09166985
13328,3,2,0.025423729,0.205141786
13329,8,2,0.067226891,0.337766654
13330,14,2,0.120689655,0.352757397
13331,19,4,0.163793103,0.542842207
13332,92,4,0.779661017,0.916474042
13333,1,1,0.007751938,0.088045091
13334,1,1,0.007751938,0.088045091
13335,1,1,0.007751938,0.088045091
13336,1,1,0.007751938,0.088045091
13337,1,1,0.007751938,0.088045091
13338,2,1,0.015503876,0.124027223
13339,1,1,0.007751938,0.088045091
13340,1,1,0.0078125,0.088388348
13341,1,1,0.0078125,0.088388348
13342,2,2,0.015748031,0.177471302
13343,2,2,0.015748031,0.177471302
13344,1,1,0.0078125,0.088388348
13345,1,1,0.0078125,0.088388348
13346,1,1,0.007874016,0.088735651
13347,1,1,0.007874016,0.088735651
13348,2,1,0.015873016,0.125483193
13349,2,1,0.015873016,0.125483193
13350,1,1,0.008064516,0.089802651
13351,1,1,0.008064516,0.089802651
13352,1,1,0.008130081,0.090166963
13353,1,1,0.008130081,0.090166963
13354,2,1,0.016393443,0.127506704
13355,6,2,0.048387097,0.280963462
13356,1,1,0.008333333,0.091287093
13357,1,1,0.008333333,0.091287093
13358,2,2,0.016806723,0.183339699
13359,2,2,0.016806723,0.183339699
13360,1,1,0.008474576,0.092057462
13361,1,1,0.008474576,0.092057462
13362,1,1,0.008547009,0.092450033
13363,3,2,0.025423729,0.205141786
13364,1,1,0.00862069,0.092847669
13365,1,1,0.00862069,0.092847669
13366,1,1,0.008695652,0.093250481
13367,3,2,0.025862069,0.206890305
13368,1,1,0.00877193,0.093658581
13369,1,1,0.00877193,0.093658581
13370,2,2,0.017699115,0.188144174
13371,6,2,0.052173913,0.320183014
13372,1,1,0.008928571,0.094491118
13373,3,2,0.026548673,0.209598979
13374,1,1,0.009009009,0.0949158
13375,3,1,0.027027027,0.162897595
13376,9,3,0.081081081,0.384592704
13377,123,5,1.069565217,0.824214024
13378,1,1,0.006410256,0.080064077
13379,1,1,0.006369427,0.079808688
13380,1,1,0.006410256,0.080064077
13381,1,1,0.006410256,0.080064077
13382,1,1,0.006451613,0.080321933
13383,1,1,0.006451613,0.080321933
13384,3,1,0.019354839,0.138215329
13385,10,2,0.063291139,0.312857068
13386,1,1,0.006578947,0.081110711
13387,1,1,0.006578947,0.081110711
13388,1,1,0.006578947,0.081110711
13389,1,1,0.006622517,0.081378846
13390,1,1,0.006578947,0.081110711
13391,1,1,0.006622517,0.081378846
13392,1,1,0.006622517,0.081378846
13393,2,1,0.013245033,0.114702802
13394,4,2,0.026315789,0.197580344
13395,4,1,0.026845638,0.162177277
13396,4,1,0.026845638,0.162177277
13397,1,1,0.006849315,0.082760589
13398,1,1,0.006849315,0.082760589
13399,1,1,0.006896552,0.08304548
13400,1,1,0.006896552,0.08304548
13401,1,1,0.006944444,0.083333333
13402,1,1,0.006944444,0.083333333
13403,1,1,0.006944444,0.083333333
13404,1,1,0.006944444,0.083333333
13405,1,1,0.006944444,0.083333333
13406,1,1,0.006944444,0.083333333
13407,1,1,0.006993007,0.083624201
13408,1,1,0.006944444,0.083333333
13409,2,1,0.013986014,0.117845326
13410,6,2,0.04137931,0.260231256
13411,1,1,0.007092199,0.084215192
13412,3,2,0.021126761,0.187113568
13413,2,1,0.014285714,0.119092147
13414,2,1,0.014285714,0.119092147
13415,1,1,0.007246377,0.085125653
13416,1,1,0.007246377,0.085125653
13417,2,2,0.01459854,0.170871532
13418,2,2,0.01459854,0.170871532
13419,2,1,0.014705882,0.120817838
13420,2,1,0.014705882,0.120817838
13421,1,1,0.007462687,0.086386843
13422,1,1,0.007462687,0.086386843
13423,2,1,0.015037594,0.122162485
13424,2,1,0.015037594,0.122162485
13425,1,1,0.007633588,0.087370406
13426,1,1,0.007633588,0.087370406
13427,1,1,0.007692308,0.087705802
13428,3,2,0.022900763,0.194764112
13429,1,1,0.007751938,0.088045091
13430,1,1,0.007751938,0.088045091
13431,1,1,0.007751938,0.088045091
13432,1,1,0.007751938,0.088045091
13433,1,1,0.0078125,0.088388348
13434,1,1,0.0078125,0.088388348
13435,1,1,0.007874016,0.088735651
13436,1,1,0.007874016,0.088735651
13437,1,1,0.007874016,0.088735651
13438,1,1,0.007874016,0.088735651
13439,1,1,0.007936508,0.089087081
13440,1,1,0.007936508,0.089087081
13441,1,1,0.008,0.089442719
13442,1,1,0.008,0.089442719
13443,1,1,0.008064516,0.089802651
13444,2,1,0.016129032,0.126482813
13445,1,1,0.008130081,0.090166963
13446,1,1,0.008196721,0.090535746
13447,1,1,0.008196721,0.090535746
13448,3,1,0.024793388,0.156141491
13449,9,3,0.074380165,0.36890128
13450,25,3,0.204918033,0.544522303
13451,17,3,0.146551724,0.442410597
13452,149,5,1.354545455,1.2384243
13453,1,1,0.005780347,0.076028592
