Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,62,7754,16,42,184.619048,484.625000,12582,9,630,7754,16,589,13.164686,484.625000,5000,205
2,1,68,7754,22,42,184.619048,352.454545,12582,9,631,7754,12,572,13.555944,646.166667,5000,205
3,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
4,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
5,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
6,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
7,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
8,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
9,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
10,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
15,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
20,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
25,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
30,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
35,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
40,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
45,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
50,1,68,7754,22,42,184.619048,352.454545,12582,9,630,7754,9,572,13.555944,861.555556,5000,402
