Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,10063,494734,5653,256,1932.554688,87.517071,19792,4,17025,495648,5670,310,1598.864516,87.415873,1000,10
2,1,10142,495648,5673,256,1936.125000,87.369646,19792,5,14395,495648,2844,362,1369.193370,174.278481,1000,18
3,1,10129,495648,5663,256,1936.125000,87.523927,19792,5,12420,495648,1898,385,1287.397403,261.142255,1000,19
4,1,10093,495648,5683,256,1936.125000,87.215907,19792,4,11205,495648,1427,376,1318.212766,347.335669,1000,22
5,1,10121,495648,5676,256,1936.125000,87.323467,19792,4,10351,495648,1143,464,1068.206897,433.637795,1000,26
6,1,10135,495648,5678,256,1936.125000,87.292709,19792,5,9748,495648,954,376,1318.212766,519.547170,1000,26
7,1,10088,495648,5671,257,1928.591440,87.400458,19792,4,9296,495648,817,366,1354.229508,606.668299,1000,32
8,1,10073,495648,5677,258,1921.116279,87.308085,19792,4,9000,495648,716,471,1052.331210,692.245810,1000,33
9,1,10146,495648,5675,257,1928.591440,87.338855,19792,4,8686,495648,637,504,983.428571,778.097331,1000,34
10,1,10113,495648,5673,256,1936.125000,87.369646,19792,4,8315,495648,574,441,1123.918367,863.498258,1000,36
15,1,10148,495648,5676,256,1936.125000,87.323467,19792,4,7640,495648,384,433,1144.683603,1290.750000,1000,49
20,1,10135,495648,5687,257,1928.591440,87.154563,19792,5,7270,495648,289,489,1013.595092,1715.044983,1000,56
25,1,10213,495648,5702,257,1928.591440,86.925289,19792,5,7070,495648,232,414,1197.217391,2136.413793,1000,59
30,1,10205,495648,5702,258,1921.116279,86.925289,19792,4,6808,495648,194,457,1084.568928,2554.886598,1000,70
35,1,10182,495648,5713,256,1936.125000,86.757921,19792,4,6738,495648,166,482,1028.315353,2985.831325,1000,74
40,1,10210,495648,5730,256,1936.125000,86.500524,19792,4,6606,495648,146,472,1050.101695,3394.849315,1000,91
45,1,10214,495648,5730,256,1936.125000,86.500524,19792,4,6597,495648,130,421,1177.311164,3812.676923,1000,87
50,1,10239,495648,5738,255,1943.717647,86.379923,19792,4,6574,495648,118,430,1152.669767,4200.406780,1000,94
