Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,80,6358,28,44,144.500000,227.071429,5877,7,480,6358,28,441,14.417234,227.071429,5000,70
2,1,87,6358,35,44,144.500000,181.657143,5877,7,480,6358,19,441,14.417234,334.631579,5000,139
3,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,17,441,14.417234,374.000000,5000,110
4,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
5,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
6,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
7,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
8,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
9,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
10,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
15,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
20,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
25,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
30,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
35,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
40,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
45,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
50,1,94,6358,42,44,144.500000,151.380952,5877,7,480,6358,15,441,14.417234,423.866667,5000,138
