Link Delay,Node Delay,Link Total Time,Link Total Event,Link Total Epoch,Link CPA,Link Concurrency(CPA),Link Concurrency (YAWN),Link LP Count,Link Max events per LP per epoch,Node Total Time,Node Total Event,Node Total Epoch,Node CPA,Node Concurrecy (CPA),Node Concurrency (YAWN),Node LP Count,Node Max events per LP per epoch
1,1,1466,123928,610,75,1652.373333,203.160656,19792,5,2844,123928,610,123,1007.544715,203.160656,1000,17
2,1,1488,123928,608,75,1652.373333,203.828947,19792,5,2467,123928,305,141,878.921986,406.321311,1000,23
3,1,1483,123928,611,75,1652.373333,202.828151,19792,5,2277,123928,206,139,891.568345,601.592233,1000,31
4,1,1485,123928,614,75,1652.373333,201.837134,19792,4,2097,123928,155,146,848.821918,799.535484,1000,37
5,1,1476,123928,614,75,1652.373333,201.837134,19792,4,1980,123928,124,124,999.419355,999.419355,1000,30
6,1,1466,123928,616,75,1652.373333,201.181818,19792,5,1927,123928,104,137,904.583942,1191.615385,1000,40
7,1,1472,123928,619,75,1652.373333,200.206785,19792,4,1852,123928,90,140,885.200000,1376.977778,1000,39
8,1,1487,123928,619,75,1652.373333,200.206785,19792,5,1833,123928,79,137,904.583942,1568.708861,1000,43
9,1,1469,123928,619,75,1652.373333,200.206785,19792,5,1785,123928,70,150,826.186667,1770.400000,1000,46
10,1,1513,123928,625,75,1652.373333,198.284800,19792,6,1743,123928,64,137,904.583942,1936.375000,1000,52
15,1,1511,123928,633,76,1630.631579,195.778831,19792,6,1655,123928,43,166,746.554217,2882.046512,1000,58
20,1,1534,123928,647,76,1630.631579,191.542504,19792,5,1609,123928,33,142,872.732394,3755.393939,1000,84
25,1,1526,123928,658,77,1609.454545,188.340426,19792,5,1593,123928,27,179,692.335196,4589.925926,1000,89
30,1,1549,123928,673,77,1609.454545,184.142645,19792,4,1573,123928,23,146,848.821918,5388.173913,1000,109
35,1,1571,123928,690,77,1609.454545,179.605797,19792,4,1593,123928,20,158,784.354430,6196.400000,1000,121
40,1,1578,123928,702,85,1457.976471,176.535613,19792,4,1597,123928,18,181,684.685083,6884.888889,1000,162
45,1,1596,123928,717,83,1493.108434,172.842399,19792,5,1592,123928,17,179,692.335196,7289.882353,1000,149
50,1,1613,123928,733,83,1493.108434,169.069577,19792,5,1594,123928,15,178,696.224719,8261.866667,1000,168
